gene_name,GG7_wo_T_fpkm,GG7_wo_T_1_fpkm,MN7_wo_T_fpkm,MN7_wo_T_1_fpkm,RN4_wo_T_fpkm,RN4_wo_T_1_fpkm
CCDC144NL-AS1,6.83878563656812,6.17398174538866,0.20810638623984,0.170282563198651,0.21621547870915,0.215996280894229
RPL10P9,163.253031183449,193.601571194593,5.32923599109715,6.78508051161437,7.75290921488005,8.52389083756518
GRIN3A,0.546803747754096,0.568449399780775,9.00955591191076,9.00478349534055,7.01323769042267,7.34862257457612
CBLN2,0.657066639039342,0.56745209784347,7.14085770715834,7.95935890633596,7.26563018520777,7.21705602394809
COL11A1,0.887088950181548,1.03463527778298,6.24174179386898,5.82852286045654,6.1259693245793,6.39395792317747
RIMBP2,1.65996568504254,1.64956008657565,6.9790899683661,6.81375736915833,7.34372026441278,7.53895015227535
TPH1,0.44454741847179,0.482069290024273,6.23584572976846,6.84203587937124,8.97262850938337,9.0623690153455
ZNF736,0.461102203464323,0.398640320989583,3.89101736562071,4.02609652922445,4.48674830678947,5.1540420901945
IRX1,3.04929196603518,4.50332850151274,31.4211579207519,31.3549928778152,28.4722088029892,27.7948103358186
CYP26B1,0.956706350232143,1.24269386382584,15.7427903243629,14.9290101643802,11.2938532892083,10.8036399477374
AJAP1,0.164582995752028,0.0558207687499356,2.92928466465212,2.803363672525,2.73693040252909,2.30313047941074
NCAM2,1.27298711521932,1.38408695211747,5.72306889292814,5.65479966189495,5.6155759836406,6.15701275939053
CDH8,2.69373119314989,2.47811679672835,7.61816506778821,7.91311496985777,8.03832253714065,8.15885194226596
PTPRT,0.721668715525025,0.597421960840837,3.63376160759828,4.04661590902733,4.64442506909933,4.92307520902052
PCDHGA3,0.502457439451332,0.56805302407133,9.2986830379055,8.42524072234949,16.3009928971815,16.99027262008
CSMD1,0.144623842959245,0.114144593890623,1.22802865476294,1.27550456781182,1.27761189965718,1.10285531320104
LRP2,13.724020320407,13.5850963710579,5.45947811124506,5.49297267066317,5.90479875258761,5.54004514485236
HCRT,32.5532044596118,26.5021676243331,0.283680549167092,0.163112015429875,0.912273363786852,0.570077576791343
WNT8B,0.555847507492779,0.737702382467633,8.44768976267327,8.31087383353059,10.6672055315978,11.0579394358006
BEX2,178.470945582349,178.168228922992,72.4235316307122,73.7479215307394,75.1078694267528,68.4082011924602
SLITRK2,0.966609952904596,0.675107822375153,12.0639962723661,11.6050334317777,6.9292233577598,7.03218832584679
ABCA8,6.90508046509884,6.9956001907516,15.8592978152106,16.6500038996836,17.8940760964063,17.5582894036664
NRP2,26.4205585854779,26.2569762977145,11.9833664796931,11.8626605519337,11.6481276808644,11.1930880580895
PPM1K,20.4820560203429,21.1260881269289,9.18390518359731,9.44798126451658,9.40182301880295,9.42210456328278
DSCAM,0.291596569467447,0.336392209952466,5.06998913625283,5.66756726062949,3.09311405358665,3.38034857402537
KLHL1,2.85408097405705,2.46173424585648,10.967477023306,9.9582460458987,9.65477216723826,9.6495684695428
PLEKHG4B,0.70592299207742,0.715670381067016,2.43196082340052,2.7660261925051,2.73003152679239,2.76561204467118
TMOD1,14.6186252033897,14.4884288123716,3.00175027700109,3.26155847573905,4.06001011431591,3.81450775560141
LPL,83.9159523212525,82.5613272208276,19.2700837929767,19.1001267322045,25.4844178183993,25.4197816318961
BEX1,303.766634964315,320.982503304806,136.971410158085,140.628798701183,144.633128375984,145.975678024851
PGRMC1,238.210472511645,241.944853917639,118.078566968676,119.373345745698,119.210786999124,120.158034407416
RBFOX1,0.776638715529104,0.558745433270833,4.24802349481596,4.08693021054098,3.22454968047731,3.38466613065441
GDF7,0.0732975917331387,0.0295951993513417,1.24804116462813,1.40946583278732,1.43622464274011,1.39299482969223
RAB31,26.0506177480686,26.5693768450005,9.81633221468907,9.24139359959119,10.5634428991142,11.0788982993692
