,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.14157271300128443,,0.1575721575721576
AADAT,0.3636615591218365,,0.4072295574041791
AARS2,,1.0,
ABCA1,1.0,,1.0
ABCA5,,0.6685940146809711,0.5895677356351514
ABCB1,0.3729863315734205,0.44469815898387327,0.3870210179588986
ABCB8,,,0.2857926387338152
ABCC8,,,1.0
ABCD1,0.3275720095803778,,
ABCD4,0.7208630680653637,,0.712759954432527
ABHD14B,0.4978617956734037,,0.48295553652696516
ABHD2,,,1.0
ABHD6,,0.7170408208144058,
ABI3,1.0,,1.0
ABI3BP,0.9116607413029902,,0.8785883106440597
ABL1,0.27678260744071337,0.3578684089632995,
ABLIM1,1.0,,1.0
ABRACL,1.0,,
ACAA1,,,1.0
ACACB,0.9051290784472086,,0.8772403382415025
ACADM,,1.0,
ACAP3,0.9152952310847048,,0.9199511251080759
ACAT2,,0.5856556531403158,0.5161846541156886
ACBD4,1.0,,1.0
ACER3,1.0,,1.0
ACIN1,0.8929403929403928,,
ACKR1,,0.3864638762597946,
ACKR3,,,0.5394463188057494
ACO1,,0.2364218060420592,
ACOT8,1.0,,
ACOT9,,,1.0
ACP2,,0.2364218060420592,
ACSF2,,,0.8502331002331003
ACSL4,,0.40403254562546603,
ACSL5,0.1432784083386493,,0.1592942576549134
ACSL6,0.19908662765805624,,0.17432401485557633
ACSS3,0.14157271300128443,,0.1575721575721576
ACTA1,,0.8534075710989135,
ACTA2,0.39053963787691603,,0.4007813573030964
ACTB,,1.0,1.0
ACTG1,1.0,1.0,
ACTL6A,0.9819465096495759,1.0,
ACTN1,,1.0,1.0
ACTN2,,,1.0
ACTN4,1.0,,1.0
ACTR10,1.0,,1.0
ACTR2,1.0,,
ACTR3,1.0,,
ACVR1C,,1.0,1.0
ACVR2B,0.8009524721853489,,0.7548332462239747
ACYP2,,,1.0
ADA2,0.15545239074650838,,0.17752119675196598
ADAM11,,0.17958964112810266,
ADAM12,,,0.17029705689499502
ADAM19,0.14157271300128443,,0.1575721575721576
ADAM22,,0.20907450758197027,0.22981997255856176
ADAM23,0.15974473287906127,,0.17029705689499502
ADAM33,0.1535881093076665,0.1762011573332328,
ADAM9,0.14157271300128443,0.17293817293817293,0.1575721575721576
ADAMTS1,,0.17958964112810266,0.1575721575721576
ADAMTS10,0.14157271300128443,,
ADAMTS12,,0.2298104579983775,0.18917955201141043
ADAMTS14,0.14157271300128443,0.19058492527880283,
ADAMTS4,0.3078578226507221,,0.26730017387456834
ADAMTS7,0.16373192025365937,0.2437803160694727,
ADAMTS8,,0.17293817293817293,
ADAMTS9,0.15794205794205796,0.2051127167406237,
ADAMTSL4,,0.17293817293817293,0.1575721575721576
ADAR,0.7791652424346005,,0.7277632464354457
ADCK1,0.17257676360578736,,0.2087344754011421
ADCY3,,,1.0
ADCY4,1.0,,1.0
ADCY7,1.0,,1.0
ADCY8,,,1.0
ADCY9,1.0,,1.0
ADCYAP1,0.17488393958982196,,
ADD3,1.0,,1.0
ADGRA1,,,0.814372928658643
ADGRA2,,,1.0
ADGRA3,0.5531212973073438,0.6100782582618146,0.5708199750040754
ADGRB1,,,0.5113704306950085
ADGRG3,,,0.6205157782493157
ADGRG5,0.21053624487100883,,0.1974989779867829
ADM,0.19729469615053138,,0.20443452651244856
ADM2,,1.0,0.9277489679499731
ADNP,0.2940861302530545,,0.3182407112538117
ADORA1,0.8216908719421283,,
ADORA2B,0.5282431853860425,,0.5161846541156886
ADPGK,,,0.4626177484773619
ADPRH,1.0,,1.0
ADRA1A,,,0.4451455225580359
ADRA2C,0.9656261994136655,,0.9998972004249049
ADSL,0.8704966815946745,,0.8943820918634885
ADSSL1,,1.0,
ADTRP,1.0,,1.0
AEBP1,,0.5629689459476693,0.5575162401920549
AES,0.7514922750379813,,0.7185356778053407
