,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.039016539016539016,,0.04842718257352405
AADAT,1.0,,1.0
ABCA1,,,0.13476342661863022
ABCA5,,,1.0
ABCB1,0.16930391037533896,,0.13825063825063827
ABCD4,,,0.8636180892278453
ABHD14B,1.0,,1.0
ABHD2,,,1.0
ABI3,0.2468682832319196,,0.1883387153928236
ABI3BP,0.039016539016539016,,0.037112420289990386
ABL1,0.15894959543920284,0.21515693608716863,
ABLIM1,,,0.5217410326899379
ACAP3,,,0.8445542187873476
ACBD4,1.0,,
ACER3,1.0,,
ACKR3,,,0.05755114450766625
ACSL5,0.039016539016539016,,0.037112420289990386
ACSL6,,,0.037112420289990386
ACTA2,0.0681333591781353,,0.0719823982663862
ACTB,,1.0,1.0
ACTG1,1.0,,
ACTN4,0.45147709433423716,,0.45679014237296445
ACVR1C,,,0.038703986072407125
ACVR2B,,,0.037112420289990386
ADA2,0.3068419339605781,,0.31428709938242
ADAM19,1.0,,0.9595481260180196
ADAM22,,,0.20148445003936336
ADAM33,0.16392303348825088,0.20804195804195805,
ADAM9,,,0.10812207594385811
ADAMTS1,,0.11815770436460092,
ADAMTS14,,0.52177368086459,
ADAMTS4,0.5180529347196013,,0.527929130549218
ADAMTS7,0.6837905506421457,,
ADAMTS9,0.05876968220064454,,
ADAMTSL4,,,0.43779977786188967
ADAR,0.9141831404605126,,0.8439656166928894
ADCY7,0.25384254299916953,,0.22605478013447652
ADD3,,,1.0
ADGRA2,,,0.23796428290810315
ADGRA3,0.05876968220064454,0.0790747713824637,0.05150491531814489
ADGRG5,0.10316237434881503,,0.07485074449360164
ADM,0.039016539016539016,,
ADM2,,0.4100173330942562,
ADORA2B,0.039016539016539016,,0.038703986072407125
ADPRH,,,0.8690641882389456
ADSL,1.0,,1.0
AEBP1,,,0.03728665700496686
AFF1,,,0.6271007997527335
AFF2,0.07471252152103217,,0.06639128896182188
AGAP9,1.0,,
AGFG2,1.0,,
AGMAT,1.0,,1.0
AGO1,1.0,,
AGPAT2,,,1.0
AGT,,,0.060560354678001735
AGTPBP1,,0.951825951825952,
AHNAK,1.0,,1.0
AHRR,1.0,,1.0
AIF1,0.04605230834739032,,0.04052070378600991
AK5,,,0.19790888722927558
AKAP10,1.0,,0.9407556728985301
AKAP11,,1.0,
AKAP12,1.0,,1.0
AKAP7,1.0,,1.0
AKAP8L,1.0,1.0,1.0
AKNA,1.0,,1.0
AKR1B1,,,1.0
ALDH1A3,,,1.0
ALDH1L1,1.0,,1.0
ALDOA,1.0,,
ALDOC,1.0,1.0,
ALG13,1.0,,1.0
ALG8,,0.5940877304513669,
ALKBH5,1.0,,1.0
ALOX5,0.2106893106893107,,
ALOX5AP,0.048916257871481746,0.06853146853146853,0.04842718257352405
AMOT,1.0,,1.0
AMPD3,1.0,,1.0
ANGEL1,0.926760890441278,,
ANGPT1,0.07471252152103217,,0.04052070378600991
ANGPTL2,,0.2861365438685026,0.19790888722927558
ANGPTL4,,,0.19776040692375355
ANKDD1A,,,0.22439465296608152
ANKRD11,,1.0,
ANKRD13B,1.0,,1.0
ANKRD28,1.0,,1.0
ANKRD29,,,0.679677465391751
ANKRD34A,1.0,,
ANKRD37,0.4910554012916218,,0.44735357235357237
ANKRD40,,1.0,
ANKRD44,1.0,,
ANKS6,1.0,,
ANO6,,0.6531905594405595,
ANO8,,,0.0719823982663862
ANTXR1,0.05178231906342505,0.09137529137529138,
ANXA1,0.6028393571746173,,0.5416773428300805
ANXA11,1.0,,1.0
ANXA2,0.36304159298811706,,0.33091908091908095
ANXA3,,1.0,
ANXA6,0.7100152594658088,,0.7066638540742126
AOAH,0.10505284189494717,,0.09677007066041009
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,0.7243343286999494,,0.713421321083144
APOBEC3C,0.4483724744311064,,0.3890678012083763
APOBEC3F,0.8452432523228983,,0.8209100986186914
APOD,,,0.3815427728471207
APOL2,0.28471528471528473,,
APOL3,0.0681333591781353,,0.0719823982663862
APOL6,0.16637576546460375,,0.16162784583837217
APRT,,,1.0
AQP3,0.12541030398173256,,0.11807441384906173
ARAP1,,,1.0
ARAP2,1.0,,1.0
ARF6,1.0,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.09392431276929758,,0.10053237901339168
ARHGEF1,1.0,,1.0
ARHGEF26,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARL10,,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,0.13906885194013907,,
ARMCX4,1.0,,1.0
ARPC2,1.0,,1.0
ARPC3,1.0,,
ARPC5,1.0,,
ARPIN,0.5517301289415233,,
ARPP21,0.8968066247478013,,
ARRB1,,,0.9398417811305638
ARRDC2,0.41381177744814107,,0.4315886921191134
ARRDC4,,,0.5619024849794082
ARSD,,1.0,
ART3,1.0,1.0,
ASAP2,0.9736969332688715,,0.9183400331725692
ASPHD2,0.9341486844488045,,
ATF2,,0.6979278390321335,
ATF3,,,0.10310041717076894
ATG4B,,,1.0
ATL3,0.7460168970102744,,
ATP10A,0.8402649315196844,,0.7830197971043042
ATP11A,0.369501578560812,,
ATP11C,0.12133939359070249,,
ATP1B2,0.3318549582285846,,0.30387004300047776
ATP1B3,,,0.33036103862410776
ATP5S,0.34289399569688905,,0.33202583369807454
ATP6V1B2,1.0,,
ATP7B,0.6847888953152111,,
ATP8A1,,0.2867132867132867,
ATXN1,0.039016539016539016,,0.037112420289990386
AXL,,0.04895104895104895,
B2M,0.055202439481915465,,0.038703986072407125
B3GALNT2,0.7380715798946361,0.7510570824524312,
B3GAT2,0.5436461129232214,,0.5290857398415538
B3GNT2,0.4154769600147752,,0.36804658755878267
B3GNT5,0.7408441625309095,,
B3GNT9,,,1.0
B4GALT1,,0.17800381436745072,0.0984272138118292
B4GALT2,,,0.08226237039796362
BACE2,,,0.1155094905094905
BACH2,0.7380715798946361,,
BAMBI,,0.07408807408807408,0.038703986072407125
BATF3,0.19508269508269507,,0.18451245723972998
BBIP1,1.0,,1.0
BBS2,,,1.0
BCAM,0.09742858297771592,,
BCL6,0.10004240773471543,,0.09177489177489179
BDKRB2,,,0.037112420289990386
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.08895674218254863
BHLHE22,0.37358841503919227,,0.3815427728471207
BHLHE40,0.6022611109820413,,0.5608157890611528
BICDL1,,1.0,
BLVRB,,,1.0
BMP1,,0.05710955710955711,
BMP7,0.039016539016539016,0.04895104895104895,
BNC2,,,0.6788083711160635
BNIP3,0.11736511466969687,,
BNIP3L,0.3170821715597835,,
BOC,,0.05710955710955711,0.03728665700496686
BRD9,1.0,,
BRSK2,,,0.402766805302463
BST2,0.055202439481915465,,0.04544811411764201
BTBD1,1.0,,
BTBD11,0.7442676845067283,,0.6527469782964288
BTG2,0.8149898881606198,,0.8085428425478803
BTN2A1,0.09586259437891485,,0.10053237901339168
BTN2A2,0.05178231906342505,,0.05755114450766625
BTN3A1,0.05178231906342505,,0.0638429095020735
BTN3A2,0.09742858297771592,,0.08679844745418515
BUD31,1.0,,
C11orf54,1.0,,
C12orf45,1.0,,
C15orf39,0.21810487648996965,,
C15orf40,1.0,,1.0
C1D,1.0,,
C1QL1,0.061311704168847035,,0.07485074449360164
C1R,0.04161764161764162,,0.037112420289990386
C1S,,,0.03728665700496686
C1orf226,0.5659999259999261,0.5940877304513669,
C3,0.039016539016539016,,0.037112420289990386
C3AR1,0.039016539016539016,,0.037112420289990386
C4orf19,1.0,,
C4orf3,0.048916257871481746,,
C5,0.055202439481915465,,
C6orf106,,,1.0
C9orf64,0.6429486006950795,,0.6123378007034518
C9orf72,,1.0,
CA10,,,1.0
CA2,,0.7566191034399127,
CAB39,0.7570342471267174,,
CABIN1,1.0,,1.0
CACHD1,0.7845982142857142,,
CACNA1C,,,0.8760330578512396
CACNA1I,0.6925974577908279,0.7719636685153927,
CACNA2D1,0.15310755595115785,,
CACNG5,1.0,,1.0
CAD,1.0,1.0,
CADM3,0.039016539016539016,,
CADPS,0.7819585889990063,,0.7405666229195641
CALCOCO2,1.0,,
CALHM2,0.2056938877022559,,0.21341422493053971
CAMK2N1,0.7186750149713113,,
CANT1,,,0.2155411638170259
CAP1,0.5397386274844672,,0.46409383299627205
CAPG,0.2979444797626616,,0.2318303165760793
CAPRIN2,,,0.10812207594385811
CAPZB,,,1.0
CARMIL2,0.9654498246383689,,0.8781929771073318
CASK,0.07471252152103217,,0.08480377561157505
CASP1,0.044732337725968296,,0.04269923624762335
CASP10,0.12133939359070249,,0.12476029717409029
CASP3,,,0.16717237214131622
CASP7,0.1151307708684758,,0.10053237901339168
