,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.6831637750005097,,0.733827969783026
ABCB1,0.7198232801681078,,0.7313436563436564
ABCD4,,,1.0
ABHD14B,,,1.0
ABI3,1.0,,1.0
ABI3BP,0.8149350649350648,,0.7525323838173
ACAP3,,,1.0
ACSL5,1.0,,1.0
ACTA2,1.0,,1.0
ACTN4,,,1.0
ADA2,1.0,,1.0
ADAM19,1.0,,
ADAM9,,,1.0
ADAMTS14,,1.0,
ADAMTS4,0.6831637750005097,,0.7313436563436564
ADAMTSL4,,,0.7394779133909568
ADAR,1.0,,
ADCY7,0.6954743369837709,,0.7313436563436564
ADGRA2,,,1.0
ADGRA3,1.0,,
ADGRG5,0.5698846607937517,,
ADM,1.0,,
AEBP1,,,0.7667094809951953
AFF2,1.0,,
AGO1,0.7757554945054945,,
AGT,,,0.6608819751676895
AHNAK,1.0,,
AHRR,0.871471924302113,,0.8894451851650296
AKAP10,1.0,,
AKAP11,,1.0,
AKAP12,,,1.0
AKAP8L,,,0.7525323838173
AKNA,,,1.0
ALDH1A3,,,1.0
ALDH1L1,1.0,,1.0
ALDOA,0.7323206594729774,,
ALDOC,0.6831637750005097,,
ALG13,1.0,,
ALG8,,1.0,
ALKBH5,0.7342298420142732,,
ALOX5AP,1.0,,1.0
AMOT,0.8312509408399819,,
AMPD3,1.0,,1.0
ANGPTL2,,0.5967365967365967,
ANGPTL4,,,0.7525323838173
ANKRD13B,,,0.9054254568960451
ANKRD28,,,1.0
ANKRD37,1.0,,1.0
ANTXR1,0.7757554945054945,0.7645687645687647,
ANXA1,1.0,,1.0
ANXA11,1.0,,1.0
ANXA2,,,1.0
ANXA6,,,1.0
AOAH,0.993795195630058,,1.0
AP1S2,1.0,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.8771597406283753,,0.8481907702686924
APOBEC3F,0.7873266629743314,,0.7525323838173
APOD,,,0.713506006188933
APOL2,0.6949336377907807,,
APOL3,1.0,,1.0
APOL6,0.7323206594729774,,0.7394779133909568
AQP3,1.0,,1.0
ARAP2,1.0,,1.0
