,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.010640874277237913,,0.01034122127872128
AADAT,0.7466533466533466,,0.7063027411864622
ABCA1,,,0.6212454212454213
ABCA5,,,1.0
ABCB1,0.19254004422543747,,0.13203753852132905
ABCD4,,,0.9826350120467767
ABHD14B,1.0,,1.0
ABHD2,,,1.0
ABI3,0.5206870857095072,,0.4385309347141408
ABI3BP,0.021609160070698533,,0.02406684224866043
ABL1,0.27600026432711255,0.3712121212121212,
ABLIM1,,,1.0
ACAP3,,,0.9039740747057822
ACBD4,1.0,,
ACER3,1.0,,
ACKR3,,,0.05003587477814282
ACSL5,0.016721373864231007,,0.01034122127872128
ACSL6,,,0.01034122127872128
ACTA2,0.029632814442941025,,0.032154080737076686
ACTB,,0.38257858646208165,0.3235653235653235
ACTG1,0.38835667643614663,,
ACTN4,0.9663882973491515,,0.9219317562727478
ACVR1C,,,0.3396274777853725
ACVR2B,,,0.22417099030002258
ADA2,0.1368580137810907,,0.1509179656448065
ADAM19,0.021609160070698533,,0.01034122127872128
ADAM22,,,0.032154080737076686
ADAM33,0.021609160070698533,0.04568764568764569,
ADAM9,,,0.020790727597010318
ADAMTS1,,0.06424825174825174,
ADAMTS14,,0.03807303807303807,
ADAMTS4,0.0640532106330152,,0.05003587477814282
ADAMTS7,0.021609160070698533,,
ADAMTS9,0.010640874277237913,,
ADAMTSL4,,,0.07691085672737048
ADAR,0.30006089674597963,,0.2838152838152838
ADCY7,0.0448275129126193,,0.060363089679050595
ADD3,,,0.3610026337299065
ADGRA2,,,0.3396274777853725
ADGRA3,0.1368580137810907,0.17132867132867133,0.10431144942014509
ADGRG5,0.5342000143762259,,0.48098135247322843
ADM,0.04131162954692366,,
ADM2,,1.0,
ADORA2B,0.07203053356899511,,0.04677301497089483
ADPRH,,,1.0
ADSL,0.492354383097934,,0.44589096703900327
AEBP1,,,0.23132207598227014
AFF1,,,1.0
AFF2,0.09115368407403807,,0.0638429095020735
AGAP9,1.0,,
AGFG2,1.0,,
AGMAT,1.0,,1.0
AGO1,1.0,,
AGPAT2,,,1.0
AGT,,,0.05003587477814282
AGTPBP1,,1.0,
AHNAK,1.0,,1.0
AHRR,1.0,,1.0
AIF1,0.010640874277237913,,0.01034122127872128
AK5,,,1.0
AKAP10,0.055811737930943225,,0.07691085672737048
AKAP11,,1.0,
AKAP12,1.0,,1.0
AKAP7,0.13271767602476264,,0.12127924431589354
AKAP8L,1.0,1.0,1.0
AKNA,1.0,,1.0
AKR1B1,,,1.0
ALDH1A3,,,1.0
ALDH1L1,1.0,,1.0
ALDOA,1.0,,
ALDOC,0.9588256055321925,1.0,
ALG13,1.0,,1.0
ALG8,,0.4718560128396194,
ALKBH5,1.0,,1.0
ALOX5,0.016721373864231007,,
ALOX5AP,0.010640874277237913,0.03807303807303807,0.01034122127872128
AMOT,1.0,,1.0
AMPD3,1.0,,1.0
ANGEL1,0.9386808313637582,,
ANGPT1,0.1071301579776156,,0.09927572427572427
ANGPTL2,,0.33880726015557483,0.22884777305209528
ANGPTL4,,,0.2271397241811443
ANKDD1A,,,0.41789470249812394
ANKRD11,,0.6785069235400362,
ANKRD13B,1.0,,1.0
ANKRD28,1.0,,1.0
ANKRD29,,,1.0
ANKRD34A,1.0,,
ANKRD37,0.3061297676682292,,0.22631444102617065
ANKRD40,,1.0,
ANKRD44,0.9593588229951866,,
ANKS6,1.0,,
ANO6,,0.536013986013986,
ANO8,,,1.0
ANTXR1,0.09686864859278652,0.20192307692307696,
ANXA1,0.2989063667029769,,0.2662005890788179
ANXA11,1.0,,1.0
ANXA2,0.35481939663124334,,0.33426169789806154
ANXA3,,0.12093788564376799,
ANXA6,1.0,,1.0
AOAH,0.04131162954692366,,0.02840507132352626
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.31797436075510943,,0.28867409186558124
APOBEC3F,0.17015288749255497,,0.19237812079460667
APOD,,,0.43034777241248734
APOL2,0.15758875271070394,,
APOL3,0.025422541259645333,,0.020790727597010318
APOL6,0.03357598576722083,,0.035637439483593325
APRT,,,1.0
AQP3,0.09686864859278652,,0.07422484057998077
