,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.1392987178111145,,0.14146159184327123
AADAT,0.3481730134272507,,0.33483065397959016
ABCA1,,,1.0
ABCA5,,,0.5336726765298194
ABCB1,0.31465532158372805,,0.3098682487995465
ABCD4,,,0.626012164473703
ABHD14B,0.4417278834239965,,0.4578306997661836
ABHD2,,,1.0
ABI3,1.0,,1.0
ABI3BP,0.8405201169706289,,0.8098706027700112
ABL1,0.22824675324675325,0.26573426573426573,
ABLIM1,,,1.0
ACAP3,,,0.8278769072234649
ACBD4,1.0,,
ACER3,1.0,,
ACKR3,,,0.4578306997661836
ACSL5,0.1392987178111145,,0.14146159184327123
ACSL6,,,0.14146159184327123
ACTA2,0.3466276213057329,,0.35358477139299055
ACTB,,1.0,1.0
ACTG1,1.0,,
ACTN4,1.0,,1.0
ACVR1C,,,1.0
ACVR2B,,,0.6915533446145691
ADA2,0.1394633735059267,,0.15079856852008752
ADAM19,0.1392987178111145,,0.14146159184327123
ADAM22,,,0.17172017172017173
ADAM33,0.1394633735059267,0.16231137283768862,
ADAM9,,,0.14146159184327123
ADAMTS1,,0.15814954276492738,
ADAMTS14,,0.12460267005721551,
ADAMTS4,0.2423132423132423,,0.26935274028297285
ADAMTS7,0.15362762237762237,,
ADAMTS9,0.1392987178111145,,
ADAMTSL4,,,0.14146159184327123
ADAR,0.6813051079355428,,0.6517126823107352
ADCY7,1.0,,1.0
ADD3,,,1.0
ADGRA2,,,1.0
ADGRA3,0.488457055764748,0.5989964234239044,0.5123199060076137
ADGRG5,0.17876668785759695,,0.17172017172017173
ADM,0.21311102690413036,,
ADM2,,0.9659673659673659,
ADORA2B,0.45679885332059245,,0.45516750907085474
ADPRH,,,1.0
ADSL,0.8328273778672866,,0.8024195375030697
AEBP1,,,0.4578306997661836
AFF1,,,0.5113197838950347
AFF2,0.9268521178392423,,0.9017637805516593
AGAP9,0.3481730134272507,,
AGFG2,1.0,,
AGMAT,0.5614207486421453,,0.5635652226561317
AGO1,1.0,,
AGPAT2,,,0.14146159184327123
AGT,,,0.9274442662600557
AGTPBP1,,1.0,
AHNAK,0.6532545666623879,,0.6403680945288843
AHRR,0.9126073926073925,,0.8973571473571472
AIF1,0.16829253695613144,,0.17739991966796093
AK5,,,1.0
AKAP10,0.3128565170328511,,0.2960854934539145
AKAP11,,0.9049668280437512,
AKAP12,0.7751857422187092,,0.7082983241923639
AKAP7,0.3428062218558979,,0.3541809664258644
AKAP8L,1.0,1.0,1.0
AKNA,1.0,,1.0
AKR1B1,,,0.14146159184327123
ALDH1A3,,,0.15079856852008752
ALDH1L1,0.22976406309739644,,0.2242773837458223
ALDOA,0.3830714739805649,,
ALDOC,0.6813051079355428,0.7255028921695588,
ALG13,0.8414846761392628,,0.7935632328836212
ALG8,,0.36143308746048475,
ALKBH5,0.7993093093447285,,0.7967605374119247
ALOX5,0.1392987178111145,,
ALOX5AP,0.1392987178111145,0.08566433566433566,0.14146159184327123
AMOT,1.0,,1.0
AMPD3,0.7233574769428747,,0.6489332394624874
ANGEL1,0.7713195895014077,,
ANGPT1,0.4417278834239965,,0.4333930369433328
ANGPTL2,,0.46907461470568274,0.39654438388615604
ANGPTL4,,,0.17807304802820498
ANKDD1A,,,0.647992175188828
ANKRD11,,0.9574731488607087,
ANKRD13B,0.18650229438611182,,0.2047952047952048
ANKRD28,0.738405553315579,,0.7273325632700632
ANKRD29,,,1.0
ANKRD34A,1.0,,
ANKRD37,0.42009000174137795,,0.41516528278239073
ANKRD40,,0.16231137283768862,
ANKRD44,1.0,,
ANKS6,0.7840778669110001,,
ANO6,,0.8631969123772402,
ANO8,,,0.14146159184327123
ANTXR1,0.4650025742175912,0.5564755244755245,
ANXA1,0.14992872296243082,,0.15793865225683407
ANXA11,0.8227146846249263,,0.8024195375030697
ANXA2,0.2669892091379695,,0.2534699343209982
ANXA3,,0.30527654164017803,
ANXA6,0.7452955208057249,,0.70181496355993
AOAH,0.2786596781234851,,0.3017707680920116
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.4236896558651586,,0.43606490974912027
APOBEC3F,1.0,,1.0
APOD,,,0.14146159184327123
APOL2,0.2786895644038501,,
APOL3,0.1392987178111145,,0.14506041903302178
APOL6,0.2146557761175701,,0.18353495244251547
APRT,,,0.4535501742205653
AQP3,0.21118042796364478,,0.2047952047952048
ARAP1,,,1.0
ARAP2,1.0,,1.0
ARF6,1.0,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.2146557761175701,,0.2242773837458223
ARHGEF1,1.0,,1.0
ARHGEF26,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,0.7969335628910097,,0.7731060968919001
ARL10,,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,0.21311102690413036,,
ARMCX4,0.6284766369993643,,0.6147698455390763
ARPC2,1.0,,1.0
ARPC3,1.0,,
ARPC5,1.0,,
ARPIN,1.0,,
ARPP21,1.0,,
ARRB1,,,1.0
ARRDC2,0.6220351077493934,,0.5577628478391837
ARRDC4,,,0.9036494232024959
ARSD,,0.6153353688564955,
ART3,0.4766000720323722,0.6072089675030852,
ASAP2,1.0,,1.0
ASPHD2,0.2532228335045236,,
ATF2,,0.2519539284245167,
ATF3,,,0.15793865225683407
ATG4B,,,0.20208798834753033
ATL3,0.18875985674404647,,
ATP10A,1.0,,1.0
ATP11A,0.7287135691804953,,
ATP11C,0.37155629941201085,,
ATP1B2,0.9293789722055246,,0.927156543896632
ATP1B3,,,0.3604654274297131
ATP5S,0.7969335628910097,,0.7843398837187657
ATP6V1B2,0.1392987178111145,,
ATP7B,0.1392987178111145,,
ATP8A1,,0.6158247347058536,
ATXN1,0.44035964035964037,,0.451310594167737
AXL,,0.9815371544343507,
B2M,0.47508373978962215,,0.4578306997661836
B3GALNT2,0.3019540845627802,0.4337896146406785,
B3GAT2,1.0,,1.0
B3GNT2,0.1392987178111145,,0.14146159184327123
B3GNT5,1.0,,
B3GNT9,,,0.19881304466284702
B4GALT1,,1.0,1.0
B4GALT2,,,0.959165025039755
BACE2,,,0.3036267855855485
BACH2,0.2455023486542111,,
BAMBI,,0.26573426573426573,0.18353495244251547
BATF3,0.15362762237762237,,0.16913641913641914
BBIP1,1.0,,1.0
BBS2,,,0.17807304802820498
BCAM,0.6664563023183713,,
BCL6,0.1392987178111145,,0.14146159184327123
BDKRB2,,,0.17739991966796093
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.626012164473703
BHLHE22,1.0,,0.9864339482173877
BHLHE40,0.5521802562161306,,0.5277816282600971
BICDL1,,1.0,
BLVRB,,,0.38666024806749755
BMP1,,0.36143308746048475,
BMP7,1.0,1.0,
BNC2,,,0.5303122950181774
BNIP3,0.1392987178111145,,
BNIP3L,0.1392987178111145,,
BOC,,0.19768692845615923,0.15572662631486162
BRD9,0.6511499704777016,,
BRSK2,,,0.8920099284979558
BST2,0.18842133476279818,,0.20208798834753033
BTBD1,1.0,,
BTBD11,1.0,,1.0
BTG2,0.3019540845627802,,0.31106393606393606
BTN2A1,0.18650229438611182,,0.23001588575359067
BTN2A2,0.4965289487582481,,0.5172987931608621
BTN3A1,0.9268521178392423,,0.9036494232024959
BTN3A2,0.35685858856590563,,0.36946569913602884
BUD31,1.0,,
C11orf54,0.7713195895014077,,
C12orf45,0.6532545666623879,,
C15orf39,1.0,,
C15orf40,0.2146557761175701,,0.2047952047952048
C1D,0.5425383776528814,,
C1QL1,0.37362237762237765,,0.3660609302202223
C1R,0.1392987178111145,,0.14146159184327123
C1S,,,0.17807304802820498
C1orf226,1.0,1.0,
C3,0.24042624042624045,,0.23876440015680522
C3AR1,0.28166029221438194,,0.2534699343209982
C4orf19,0.3124978066430057,,
C4orf3,0.863763468674183,,
C5,0.2860533722152521,,
C6orf106,,,0.7639788066387815
C9orf64,1.0,,1.0
C9orf72,,0.14277389277389277,
CA10,,,1.0
CA2,,0.773483826115405,
