,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.1354824037750867,,0.17122700308541017
AADAT,0.35953635807008244,,0.36131246801978506
ABCA1,,,1.0
ABCA5,,0.644787904403289,0.5662909851342687
ABCB1,0.35953635807008244,0.39912887112887113,0.3884593060570714
ABCB8,,,0.2692561344905095
ABCD4,0.6853621714608262,,0.6727314702104619
ABHD14B,0.49383761672374976,,0.5010293394241333
ABHD2,,,1.0
ABI3,1.0,,1.0
ABI3BP,0.9146159682242155,,0.8828713148873899
ABL1,0.26399864726712974,0.3275251064724749,
ABLIM1,1.0,,1.0
ABRACL,1.0,,
ACACB,0.8902455483235427,,0.8791892212415352
ACAP3,0.894795911439462,,0.8995650279568214
ACAT2,,0.6153552330022918,0.4864035964035965
ACBD4,1.0,,1.0
ACER3,1.0,,1.0
ACIN1,0.8675138420901133,,
ACKR3,,,0.5140449348738403
ACO1,,0.26474823877421283,
ACOT8,1.0,,
ACSL4,,0.3781240785646072,
ACSL5,0.1400364341540812,,0.17187888253878103
ACSL6,0.15055300430794502,,0.19379658802735727
ACSS3,,,0.17122700308541017
ACTA2,0.40050797116745973,,0.39703114942513035
ACTB,,1.0,1.0
ACTG1,1.0,1.0,
ACTL6A,0.9506500211198197,,
ACTN1,,1.0,1.0
ACTN2,,,1.0
ACTN4,1.0,,1.0
ACTR10,1.0,,1.0
ACTR2,1.0,,
ACVR1C,,,1.0
ACVR2B,0.7878716521573665,,0.7197698301698302
ADA2,0.14394442766535792,,0.17187888253878103
ADAM12,,,0.19379658802735727
ADAM19,0.1354824037750867,,0.17122700308541017
ADAM22,,0.22268297739995854,0.1977456505758393
ADAM33,0.143883588938534,0.16327151109759805,
ADAM9,0.1354824037750867,0.15778339307751071,0.17122700308541017
ADAMTS1,,0.17166833166833168,0.17122700308541017
ADAMTS10,0.1354824037750867,,
ADAMTS12,,0.21458541458541458,0.17554219973574814
ADAMTS14,0.143883588938534,0.15778339307751071,
ADAMTS4,0.295016515326326,,0.3224775224775225
ADAMTS7,0.15100943832287117,,
ADAMTS8,,0.18934007169301287,
ADAMTS9,0.143883588938534,0.19372294372294374,
ADAMTSL4,,,0.17122700308541017
ADAR,0.7245363332319854,,0.7257659205402672
ADCK1,,,0.20092830246676402
ADCY3,,,1.0
ADCY4,1.0,,1.0
ADCY7,1.0,,1.0
ADCY9,1.0,,1.0
ADCYAP1,0.1884947896678102,,
ADD3,1.0,,1.0
ADGRA2,,,1.0
ADGRA3,0.560991878212422,0.6142309778673415,0.5523485261094591
ADGRB1,,,0.48800645031243706
ADGRG5,0.20533644253320804,,0.20730697873555018
ADM,0.20533644253320804,,0.21870151125470277
ADM2,,0.9821150636197659,0.9164650794231946
ADORA1,0.7627973318045957,,
ADORA2B,0.47107662655365834,,0.47020150978241787
ADPRH,1.0,,1.0
ADRA2C,,,0.9376894949710485
ADSL,0.8558004050158117,,0.8564428721962969
ADTRP,1.0,,1.0
AEBP1,,0.554149147555741,0.5290646853146853
AES,0.7545452090906637,,0.7257659205402672
AFF1,0.538355835036333,,0.5198819871717067
AFF2,0.9328800013545776,,0.9224868698552908
AGAP9,0.40629237429237425,,0.4068641638735097
AGFG2,1.0,,1.0
AGMAT,0.6518105647752067,,0.5662909851342687
AGO1,1.0,1.0,
AGO3,1.0,,1.0
AGPAT2,,,0.17122700308541017
AGPAT3,,1.0,1.0
AGT,,,0.9619357914812461
AGTPBP1,1.0,1.0,
AHCYL2,,,0.17554219973574814
AHI1,1.0,,
AHNAK,0.7021667437965047,,0.6739645291946548
AHRR,0.940988065988066,,0.9396936826060538
AIF1,0.17164340361832522,,0.20397674614542086
AIF1L,0.8493667136883217,,
AK2,0.7737491792198147,,0.7617141479210445
AK5,,,1.0
AKAP1,1.0,,1.0
AKAP10,0.30159873909873913,,0.34551163122591694
AKAP11,,0.9206634949209206,
AKAP12,0.7935397935397934,,0.7777256552613427
AKAP7,0.39187150298261414,,0.4036438459776316
AKAP8L,1.0,1.0,1.0
AKIRIN2,0.8436762946566867,,0.8548863627792935
AKNA,1.0,,1.0
AKR1B1,0.1354824037750867,,0.17122700308541017
AKT2,,,0.5871194023367936
ALAS1,,,1.0
ALDH1A2,,,0.19379658802735727
ALDH1A3,,,0.19379658802735727
ALDH1L1,0.2318785110992903,,0.24348135086390119
ALDH2,0.21479272607092156,,0.22919225412990998
ALDH6A1,1.0,,
ALDOA,0.41334514049918747,,0.45220762349833515
ALDOC,0.7245363332319854,0.7840620917543994,
ALG13,0.8375609791668186,,0.8416123625328646
ALG8,,0.3541701017429173,
ALG9,0.4491180829035329,,
ALKBH2,,,0.22979395901011104
ALKBH5,0.847514280220503,,0.8475084472314388
ALOX5,0.13225663225663226,,
ALOX5AP,0.13225663225663226,0.15778339307751071,0.17122700308541017
ALPK1,1.0,,
AMBRA1,,,0.17187888253878103
AMER2,,0.551282971172474,
AMFR,,,0.1716412619638426
AMMECR1,0.6025728825345317,,
AMOT,1.0,,1.0
AMOTL1,1.0,1.0,
AMOTL2,,0.9282230926967769,
AMPD3,0.7544491633161584,,0.7020412130796432
AMZ1,0.613258414589213,,
ANAPC10,,1.0,
ANGEL1,0.7972051043644577,0.8377920422119316,
ANGPT1,0.463609270060883,,0.4864035964035965
ANGPTL2,,0.4931466049478471,0.42771350786617957
ANGPTL4,0.16949393648422775,,0.19379658802735727
ANKDD1A,,0.8030891264424199,0.7067283365984665
ANKFY1,0.7558758753521436,,0.7297443935374971
ANKH,0.9220021781497192,,
ANKRD11,,0.9783067326374413,
ANKRD13B,0.25294080919080925,,0.21629589922272852
ANKRD28,0.7878851156760897,,0.753940503940504
ANKRD29,1.0,,1.0
ANKRD34A,1.0,,
ANKRD37,0.4979595348722866,,0.4747273632291054
ANKRD40,0.14394442766535792,0.15778339307751071,
ANKRD44,1.0,,
ANKRD46,,0.47449580122847446,
ANKRD55,1.0,,
ANKS6,0.795380953153575,,
ANO6,,0.884792291042291,
ANO8,0.17164340361832522,,0.18604472450626297
ANP32B,,,0.9625588517276176
ANTXR1,0.5158438527885982,0.5642368530651909,
ANXA1,0.16284367098699348,,0.17554219973574814
ANXA11,0.9048656940847681,,0.8959489814360589
ANXA2,0.2634677575389038,,0.2671411428807879
ANXA3,,0.3242362033570825,0.25141178987332835
ANXA4,,,0.20730697873555018
ANXA6,0.7878716521573665,0.8057471939824881,0.7720433877771246
AOAH,0.32445842588473334,,0.34158536268925876
AOC2,,1.0,
AP1G2,,1.0,
AP1S1,,1.0,1.0
AP1S2,1.0,,1.0
AP3B2,,,1.0
AP3D1,1.0,,
APBA2,1.0,,1.0
APBB1,1.0,,
APBB1IP,1.0,,1.0
APBB3,,,0.7546421221305659
APCDD1,0.13225663225663226,,
APLN,,,0.24711592755071016
APLP2,,0.27322987571434776,
APOBEC3C,0.463609270060883,,0.45764774148007686
APOBEC3F,1.0,,1.0
APOC1,,0.245500262449415,
APOD,0.143883588938534,,0.17122700308541017
APOL2,0.2865170228002087,,0.28970303743443493
APOL3,0.14554004947018048,,0.17554219973574814
APOL6,0.23806193806193807,,0.2396792396792397
APOO,,0.18934007169301287,
APRT,,,0.5290646853146853
AQP1,,0.15778339307751071,
AQP3,0.2318785110992903,,0.2396792396792397
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,1.0,,
ARF3,1.0,,
ARF6,1.0,,1.0
ARFGAP1,1.0,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP29,,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,1.0,1.0
ARHGAP33,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.2307208210291911,,0.24859080961864688
ARHGEF1,1.0,,1.0
ARHGEF25,1.0,,
ARHGEF26,1.0,,1.0
ARHGEF28,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF39,1.0,,
ARHGEF40,1.0,1.0,
ARHGEF6,0.8441790261949798,,0.7997207172389654
ARID1A,,1.0,
ARID5B,,0.16327151109759805,
ARL10,1.0,,1.0
ARL13B,,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,0.20783185068899354,,
ARMC7,,,0.7889775908921711
ARMC9,,0.6766206766206767,
ARMCX1,,1.0,
ARMCX4,0.7021667437965047,,0.6302084455665129
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,1.0,,
ARPIN,1.0,1.0,
ARPP21,1.0,1.0,
ARRB1,1.0,,1.0
ARRB2,,,1.0
ARRDC1,1.0,,
ARRDC2,0.6432923693953105,,0.6067819106688365
ARRDC3,,0.8598910115155604,
ARRDC4,0.9220021781497192,,0.9498260360329326
ARSD,0.531254009148746,0.5936500048175175,
ART3,0.5484403466054841,0.6142309778673415,0.540904415781263
ARVCF,,,0.8102596251011236
ASAH1,,0.22433929706656977,
ASAP2,1.0,,1.0
ASAP3,1.0,,
ASB13,1.0,,
ASIC2,1.0,,
ASNS,0.596310485630874,,0.5290646853146853
ASNSD1,0.3060228586105047,,
ASPHD2,0.3060228586105047,,
ASPSCR1,,,0.3645921242936168
ASRGL1,,,0.5155194752225505
ASXL2,,,0.8102596251011236
ATAD1,,0.4753031984302343,
ATAD5,0.2307208210291911,,
ATE1,,,0.40582421637902016
ATF2,,0.21458541458541458,0.19379658802735727
ATF3,,,0.17187888253878103
ATG4B,0.2141945458140831,0.2616895299822129,0.21558385903789803
ATG5,0.1400364341540812,,
ATG9B,,,0.65720102682128
ATIC,,,0.7012103375739739
ATL3,0.20783185068899354,,0.22919225412990998
ATOH8,,0.8267487770355839,0.7713808918354372
ATP10A,1.0,,1.0
ATP10B,1.0,,1.0
ATP10D,1.0,,
ATP11A,0.7984118720880041,0.8430141287284144,
ATP11C,0.4253291695451078,0.4848805041112733,
ATP1B1,0.36143710304294246,,
ATP1B2,0.9652013547169486,,0.9322760302643496
ATP1B3,0.3983762526272648,,0.39979283012069894
ATP5S,0.8323350723350724,,0.8238935285677494
ATP6V1B2,0.14394442766535792,0.18569891646814726,
ATP7B,0.1354824037750867,,0.17554219973574814
ATP8A1,,0.6620188322315982,0.5693416870432626
ATP8A2,1.0,,
ATR,,0.15778339307751071,
ATXN1,0.49540448303102963,,0.46434484243671525
AUH,,1.0,
AUNIP,0.2655306232229309,,
AVPI1,,,0.9514215892319011
AXL,,0.9934509934509934,
B2M,0.4964071802636825,,0.49802114643297557
B3GALNT1,1.0,,1.0
B3GALNT2,0.3633212717515043,0.40711857312647826,
B3GALT4,,,0.9576419785148439
B3GAT2,1.0,,1.0
B3GNT2,0.14394442766535792,,0.17554219973574814
B3GNT5,1.0,,1.0
B3GNT9,,0.2616895299822129,0.19379658802735727
B4GALT1,1.0,1.0,1.0
B4GALT2,1.0,,1.0
B4GALT5,,,0.2455954641385105
BACE2,0.33535040810582606,,0.34217872159994345
BACH2,0.2738374797744,,0.28970303743443493
BAHCC1,,,0.9224868698552908
BAMBI,,0.26474823877421283,0.20092830246676402
BASP1,,0.35411878761632454,
BATF3,0.15055300430794502,0.1950776496231042,0.18163259665235948
BBIP1,1.0,,1.0
BBS2,0.2021895912306871,,0.1934865134865135
BCAM,0.721151481908797,0.8036351000777878,0.7042688143830069
BCAR1,,1.0,
BCAT1,0.7428322714629768,,
BCHE,1.0,,1.0
BCL10,0.13701406507161903,,
BCL2,,0.15778339307751071,
BCL2L1,0.13225663225663226,,
BCL6,0.14554004947018048,0.18934007169301287,0.17122700308541017
BCLAF3,,,1.0
BDKRB2,,,0.19379658802735727
BEND7,1.0,,1.0
BEST1,,,0.7833826635017999
BET1L,1.0,,1.0
BEX1,,,1.0
BEX5,,1.0,1.0
BGN,,,0.6864355561450997
BHLHE22,1.0,,1.0
BHLHE40,0.6230701756030087,,0.561332650157865
BICDL1,,1.0,1.0
BICRA,1.0,,
BIRC2,0.1354824037750867,0.16327151109759805,
BLCAP,,,0.5802823550076298
BLOC1S4,,,0.8108337705460008
BLOC1S6,1.0,,
BLVRB,,,0.44700831604136376
BMP1,,0.39912887112887113,
BMP3,1.0,,1.0
BMP7,1.0,1.0,1.0
BMPR1B,,,0.728991573575561
BNC2,,,0.5877130999082218
BNIP3,0.13225663225663226,,
BNIP3L,0.13225663225663226,0.15778339307751071,
BOC,,0.200436925711651,0.1934865134865135
BPNT1,1.0,,
BPTF,,,0.5614974939427841
BRD4,,0.9302224868727331,
BRD9,0.7245363332319854,,
BRI3,0.28185839661249495,,
BRK1,1.0,,
BRSK1,,1.0,
