,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.018239429282374067,,0.018333867390471166
AADAT,0.8952737828209526,,0.7842614238553325
AARS2,,1.0,
ABCA1,0.8391420932468626,,0.7718277346286099
ABCA5,,1.0,1.0
ABCB1,0.21125494955650936,0.31128871128871133,0.2142788298990443
ABCB8,,,1.0
ABCC8,,,0.20854417743997836
ABCD1,1.0,,
ABCD4,1.0,,1.0
ABHD14B,1.0,,1.0
ABHD2,,,1.0
ABHD6,,0.039908809139578366,
ABI3,0.6403033963355679,,0.5480055192848926
ABI3BP,0.028450018880640894,,0.018333867390471166
ABL1,0.3901420572137461,0.42606555455717465,
ABLIM1,1.0,,1.0
ABRACL,1.0,,
ACAA1,,,1.0
ACACB,1.0,,1.0
ACADM,,1.0,
ACAP3,1.0,,0.9953014811846065
ACAT2,,1.0,1.0
ACBD4,1.0,,1.0
ACER3,1.0,,1.0
ACIN1,1.0,,
ACKR1,,0.057646057646057645,
ACKR3,,,0.06904148483095851
ACO1,,0.6076303654591755,
ACOT8,1.0,,
ACOT9,,,1.0
ACP2,,0.35721655393786544,
ACSF2,,,1.0
ACSL4,,0.07295829170829171,
ACSL5,0.018239429282374067,,0.040770418392796014
ACSL6,0.041149162256428694,,0.018333867390471166
ACSS3,1.0,,1.0
ACTA1,,1.0,
ACTA2,0.018239429282374067,,0.040770418392796014
ACTB,,0.46336869237632594,0.4278211666875634
ACTG1,0.48390758177992216,0.5212617571108137,
ACTL6A,1.0,1.0,
ACTN1,,0.4735314560750969,0.3806321067467564
ACTN2,,,1.0
ACTN4,1.0,,1.0
ACTR10,1.0,,1.0
ACTR2,1.0,,
ACTR3,1.0,,
ACVR1C,,0.5727173259640792,0.44650568943251867
ACVR2B,0.31839092757034343,,0.3227162132271621
ACYP2,,,1.0
ADA2,0.2562954287092218,,0.19708907444756504
ADAM11,,0.07295829170829171,
ADAM12,,,0.018333867390471166
ADAM19,0.018239429282374067,,0.027243784253130048
ADAM22,,0.09727772227772227,0.05348779660706266
ADAM23,0.04689316992156109,,0.040770418392796014
ADAM33,0.041149162256428694,0.09049090444439283,
ADAM9,0.018239429282374067,0.039908809139578366,0.018333867390471166
ADAMTS1,,0.057646057646057645,0.018333867390471166
ADAMTS10,0.018239429282374067,,
ADAMTS12,,0.07880726868068641,0.040770418392796014
ADAMTS14,0.028450018880640894,0.039908809139578366,
ADAMTS4,0.10643294652841191,,0.12045805434235186
ADAMTS7,0.04689316992156109,0.057646057646057645,
ADAMTS8,,0.039908809139578366,
ADAMTS9,0.03484015984015984,0.039908809139578366,
ADAMTSL4,,0.1297036297036297,0.06904148483095851
ADAR,0.3901420572137461,,0.3419553733142583
ADCK1,1.0,,1.0
ADCY3,,,0.0853195584902902
ADCY4,0.04689316992156109,,0.0640678003315366
ADCY7,0.06067401985769333,,0.07436441109910498
ADCY8,,,0.09044416204320739
ADCY9,0.0721219481327298,,0.0853195584902902
ADCYAP1,0.3325095956674904,,
ADD3,0.47838123000110044,,0.47151706523733167
ADGRA1,,,0.32738110157464995
ADGRA2,,,0.45238951155537
ADGRA3,0.1654965313017003,0.24001232412447365,0.13377062707846646
ADGRB1,,,0.8536889897056448
ADGRG3,,,1.0
ADGRG5,0.6196070839580894,,0.536786561456165
ADM,0.041149162256428694,,0.0474769530144123
ADM2,,1.0,1.0
ADNP,0.49756480525711294,,0.4142963113096995
ADORA1,0.3901420572137461,,
ADORA2B,0.0721219481327298,,0.10387830432373862
ADPGK,,,0.7406827941746217
ADPRH,1.0,,1.0
ADRA1A,,,0.19708907444756504
ADRA2C,0.0778279312310726,,0.034703391846248995
ADSL,0.5985209522368506,,0.5859590367580275
ADSSL1,,1.0,
ADTRP,0.5710737139308568,,0.5365820020687277
AEBP1,,0.4180162694448409,0.3231178460094123
AES,1.0,,1.0
AFF1,1.0,,1.0
AFF2,0.14187981216180784,,0.13018825834359815
AGAP2,,1.0,
AGAP9,1.0,,1.0
AGFG2,1.0,,1.0
AGMAT,1.0,,1.0
AGO1,1.0,1.0,
AGO3,1.0,,1.0
AGPAT2,,1.0,1.0
AGPAT3,,0.0906666149384596,0.07436441109910498
AGT,,,0.059146650450998275
AGTPBP1,1.0,1.0,
AGTRAP,,,0.9697554607734249
AHCY,1.0,,
AHCYL2,1.0,,1.0
AHI1,1.0,,1.0
AHNAK,1.0,,1.0
AHRR,1.0,,1.0
AIF1,0.018239429282374067,,0.018333867390471166
AIF1L,0.6707438902560854,,
AIMP1,,1.0,
AIP,0.47911107035973627,,
AK2,1.0,,1.0
AK5,,,1.0
AKAP1,0.2075411499495269,,0.17117942506543546
AKAP10,0.14642316997777383,,0.15454746350541598
AKAP11,,1.0,
AKAP12,1.0,,1.0
AKAP6,,1.0,
AKAP7,0.2174152378234011,,0.24257521531553097
AKAP8L,1.0,1.0,1.0
AKIRIN2,0.24854887877395918,,0.23047523486762136
AKNA,1.0,,1.0
AKR1B1,1.0,,1.0
AKR7A3,,,1.0
AKT1,1.0,,
AKT2,1.0,,1.0
ALAD,,,1.0
ALAS1,,,1.0
ALDH1A2,,,0.7411598010267634
ALDH1A3,,,1.0
ALDH1L1,1.0,,1.0
ALDH2,1.0,,1.0
ALDH3A2,1.0,,
ALDH6A1,1.0,,
ALDOA,1.0,,1.0
ALDOC,1.0,1.0,
ALG13,1.0,,1.0
ALG8,0.5126954677975086,0.5927731842625459,
ALG9,0.4790054199291578,,
ALKBH2,,,1.0
ALKBH5,1.0,,1.0
ALOX5,0.03484015984015984,,0.0474769530144123
ALOX5AP,0.018239429282374067,0.039908809139578366,0.018333867390471166
ALPK1,1.0,,
AMBRA1,,,1.0
AMD1,,,1.0
AMER2,,0.46294218601910914,
AMFR,,,0.843626387559442
AMMECR1,0.5884115884115884,,
AMOT,1.0,,1.0
AMOTL1,1.0,1.0,
AMOTL2,,1.0,
AMPD3,1.0,,1.0
AMZ1,1.0,,
ANAPC10,,1.0,
ANGEL1,1.0,1.0,
ANGPT1,0.15230670968375887,,0.11709643422116993
ANGPTL2,,0.4086238245530281,0.3023327504761564
ANGPTL4,0.41224110789328183,,0.36991858466912697
ANKDD1A,,0.6294671123644967,0.5326135540039284
ANKFY1,1.0,,1.0
ANKH,0.2174152378234011,,
ANKMY2,,0.6426802160657347,
ANKRA2,,1.0,
ANKRD11,,0.7862446831518995,
ANKRD13A,,,1.0
ANKRD13B,1.0,,1.0
ANKRD28,1.0,,1.0
ANKRD29,1.0,,1.0
ANKRD34A,1.0,,
ANKRD37,0.3560057776618286,0.4410630241692912,0.3817006646996087
ANKRD39,0.9364380113278792,,0.8602220170983128
ANKRD40,1.0,1.0,
ANKRD44,1.0,,
ANKRD46,,0.7379928449447166,
ANKRD52,,,1.0
ANKRD55,0.15230670968375887,,
ANKRD9,1.0,,
ANKS1B,,,1.0
ANKS3,,,1.0
ANKS6,1.0,,
ANO10,,0.5285346971529642,
ANO5,,,0.6956707649548296
ANO6,,0.6704679935449166,0.5425794574170343
ANO8,1.0,,1.0
ANP32B,,,1.0
ANTXR1,0.18338297216801888,0.2256843156843157,
ANXA1,0.41781215300379065,,0.36639435536899706
ANXA11,1.0,,1.0
ANXA2,0.47231984555161927,,0.46057218311553577
ANXA3,,0.10642349103887565,0.10820184182629597
ANXA4,,,0.15059479266121334
ANXA6,1.0,1.0,1.0
AOAH,0.0778279312310726,,0.06904148483095851
AOC2,,1.0,1.0
AP1G2,,0.9479092336235194,0.7898532103734417
AP1S1,,1.0,1.0
AP1S2,1.0,,1.0
AP3B2,,,1.0
AP3D1,1.0,1.0,
APBA1,1.0,,
APBA2,1.0,,1.0
APBB1,1.0,,
APBB1IP,1.0,,1.0
APBB3,,,1.0
APCDD1,0.5693030373881437,,
APEH,,1.0,
APLN,1.0,,1.0
APLP2,,0.42759438363833974,
APOBEC3C,0.4385884385884386,,0.4142963113096995
APOBEC3F,0.299441565628616,,0.2617134246968501
APOC1,,0.057646057646057645,
APOD,0.5996255151977478,,0.5293043271576365
APOE,0.018239429282374067,0.039908809139578366,
APOL2,0.225990225990226,,0.24605151643778253
APOL3,0.04689316992156109,,0.040770418392796014
APOL6,0.041149162256428694,,0.059146650450998275
APOO,,1.0,
APPBP2,0.9266007257144628,,
APRT,,,1.0
AQP1,,0.24274807761046296,
AQP3,0.1819060480628358,,0.13377062707846646
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,1.0,,
ARF3,1.0,,1.0
ARF6,1.0,,1.0
ARFGAP1,1.0,,1.0
ARFIP1,1.0,,
ARHGAP1,,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP29,,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,1.0,1.0
ARHGAP33,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.03484015984015984,,0.027243784253130048
ARHGEF1,1.0,,1.0
ARHGEF12,,1.0,
ARHGEF16,1.0,,
ARHGEF25,1.0,,
ARHGEF26,1.0,,1.0
ARHGEF28,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF37,,1.0,
ARHGEF39,1.0,,
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARHGEF9,,,1.0
ARID1A,,1.0,
ARID5B,,0.6796568271048422,
ARL10,1.0,,1.0
ARL13B,1.0,,1.0
ARL16,,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,0.19319308849994773,,0.1607964988747907
ARMC7,1.0,,1.0
ARMC9,,0.798040669008411,
ARMCX1,,1.0,
ARMCX4,1.0,,1.0
ARNT2,0.5122754168908015,,
ARPC1A,1.0,,
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,1.0,,
ARPIN,1.0,1.0,
ARPP21,1.0,1.0,1.0
ARRB1,1.0,,1.0
ARRB2,0.7029445131140046,,0.6597177294123261
ARRDC1,1.0,1.0,
ARRDC2,0.3576573802137712,,0.3227162132271621
ARRDC3,,0.31485308584545224,
ARRDC4,0.6787379287379287,,0.583016983016983
ARSD,1.0,1.0,
ART3,0.8943799964208128,0.9216106727917751,0.7666780106340546
ARVCF,,0.25126443063662796,0.2142788298990443
ASAH1,,0.27466650996062764,
ASAP2,0.7038084072624932,,0.6627263361638361
ASAP3,1.0,,
ASB13,1.0,,
ASF1A,1.0,,1.0
ASH2L,,1.0,
ASIC2,1.0,1.0,
ASNS,1.0,,1.0
ASNSD1,1.0,,
ASPHD2,0.9852971236256539,,
ASPSCR1,1.0,,1.0
ASRGL1,,,1.0
ASXL2,,,1.0
ATAD1,,1.0,
ATAD3B,1.0,,
ATAD5,1.0,,1.0
ATE1,,,0.9953014811846065
ATF2,,0.5907184499935033,0.5238247825848904
ATF3,,,0.2142788298990443
ATG4B,1.0,1.0,1.0
ATG5,1.0,,
ATG7,1.0,,
ATG9B,,,0.1244243561316732
ATIC,,,1.0
ATL3,1.0,,1.0
ATOH8,,1.0,1.0
ATP10A,1.0,,1.0
ATP10B,0.7030807030807031,,0.655721547592108
ATP10D,0.566976102310081,,
ATP11A,1.0,1.0,
ATP11C,0.33033633033633036,0.3653388412230856,
ATP13A1,,1.0,
ATP1A4,1.0,,
ATP1B1,1.0,,1.0
ATP1B2,1.0,,1.0
ATP1B3,1.0,,1.0
ATP2B2,,,0.31583111782364587
ATP5S,0.5776166690452404,,0.5624280973118182
ATP6AP2,1.0,1.0,
ATP6V0C,,,1.0
ATP6V1B2,1.0,1.0,
ATP6V1C1,,1.0,
ATP6V1F,,1.0,
ATP7B,0.5126954677975086,0.5696786873257462,0.4858474858474859
ATP8A1,,1.0,1.0
ATP8A2,1.0,,
ATR,,1.0,1.0
ATRAID,,,1.0
ATXN1,0.018239429282374067,,0.018333867390471166
AUH,,1.0,
AUNIP,0.8301157665863549,,
AURKAIP1,1.0,,
AVPI1,,,0.09447034447034447
AXL,,0.07880726868068641,
B2M,0.018239429282374067,,0.018333867390471166
B3GALNT1,0.6249037586617205,,0.563967416933883
B3GALNT2,1.0,1.0,
B3GALT4,1.0,,1.0
B3GAT2,0.3881045063311073,,0.3784605951987926
B3GLCT,0.8766909179437826,0.9479092336235194,
B3GNT2,0.9636410101526381,,0.8384184045485654
B3GNT5,0.654851756173342,,0.6037872649305955
B3GNT9,,1.0,1.0
B4GALT1,0.12693823030901683,0.14335664335664336,0.09937789483244029
B4GALT2,0.04689316992156109,,0.09937789483244029
B4GALT5,0.1742007992007992,,0.13018825834359815
BACE2,0.25852408461104115,,0.2714451540362472
BACH2,1.0,,1.0
BAHCC1,,,1.0
BAIAP2,,1.0,
BAMBI,,0.32378570334774714,0.2285495569519238
BASP1,,1.0,
BATF3,0.8236246783997376,0.8702966401507729,0.7718277346286099
BAZ1A,1.0,,
BBIP1,1.0,,1.0
BBOF1,0.9488383956469063,,
BBS2,1.0,,1.0
BCAM,0.15021609968978392,0.16232846907693535,0.13776393738586556
BCAR1,,0.48851878048958336,
BCAT1,1.0,,
BCHE,1.0,,1.0
BCL10,0.018239429282374067,,
BCL2,,0.4735314560750969,
BCL2L1,0.44894702612823423,,
BCL2L2,,,0.3288991293741888
BCL6,0.08385460693153002,0.1297036297036297,0.06904148483095851
BCLAF3,,,1.0
BDH1,,,1.0
BDKRB2,,,0.034703391846248995
BEND7,1.0,1.0,1.0
BEST1,,1.0,1.0
BET1L,1.0,,1.0
BEX1,,,1.0
BEX5,,1.0,1.0
BGN,,,0.21774262323042812
BHLHE22,1.0,,1.0
BHLHE40,0.8919080919080918,,0.7838527751318449
BICDL1,,1.0,1.0
BICRA,0.6892132674852948,,
BIRC2,0.0894143450534428,0.11702583131154559,
BLCAP,,0.5727173259640792,0.4278211666875634
BLOC1S4,1.0,,1.0
BLOC1S6,1.0,,
BLVRB,1.0,,1.0
BMP1,,0.16979384252111526,
BMP3,0.4923881150296245,,0.481264018999868
BMP7,0.655737935175545,0.7335925723022497,0.6278644432490587
BMPR1B,,,0.568003670149593
BNC2,,,0.3806321067467564
BNIP3,0.2619204597566267,,
BNIP3L,0.23249961353122753,0.3170533170533171,
BOC,,0.11117453974596833,0.040770418392796014
BPNT1,0.3576573802137712,,
BPTF,,,1.0
BRD4,,1.0,
BRD7,1.0,,1.0
BRD9,1.0,,1.0
BRI3,1.0,,
BRINP1,1.0,,
BRK1,1.0,,
BRMS1,,,0.7055478663976388
BRPF3,,1.0,
BRSK1,,1.0,1.0
BRSK2,1.0,,1.0
BRWD1,,1.0,
BSDC1,,1.0,
BSG,,,0.19558077705042562
BSPRY,0.2755271634195401,,0.2572133748604337
BST2,0.018239429282374067,,0.027243784253130048
BTBD1,1.0,1.0,
BTBD10,,1.0,
BTBD11,0.6753351087554742,,0.583016983016983
BTBD3,0.31998519191979685,0.35679270895217735,
BTBD7,1.0,,
BTD,1.0,,
BTF3L4,1.0,,1.0
BTG1,1.0,,
BTG2,1.0,,1.0
BTN2A1,0.028450018880640894,,0.027243784253130048
BTN2A2,0.018239429282374067,,0.034703391846248995
BTN3A1,0.04689316992156109,0.07880726868068641,0.027243784253130048
BTN3A2,0.04689316992156109,0.07880726868068641,0.027243784253130048
BTRC,,1.0,1.0
BUD31,1.0,,
BZW2,,,1.0
C11orf1,,,1.0
C11orf54,1.0,,1.0
C11orf68,1.0,,1.0
C11orf87,0.8632109203537776,,0.7883165280128405
C12orf43,,,1.0
C12orf45,1.0,,1.0
C12orf49,,,0.9768532728054957
C12orf66,1.0,1.0,
C14orf178,1.0,,
C15orf39,0.5264112145399873,,0.5180023965155425
C15orf40,1.0,,1.0
C16orf72,1.0,,
C16orf89,1.0,1.0,
C19orf53,1.0,,1.0
C1D,1.0,,1.0
C1QL1,0.041149162256428694,,0.0474769530144123
C1QTNF3,,,0.018333867390471166
C1R,0.018239429282374067,,0.018333867390471166
C1S,0.018239429282374067,,0.018333867390471166
C1orf159,,,0.47151706523733167
C1orf198,,1.0,1.0
C1orf226,0.3944909131881387,0.48542546562348554,
C1orf61,0.8570264234599899,,0.7842614238553325
C2,,,0.018333867390471166
