,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.09363969363969364,,0.13019767118127773
AADAT,0.2891814068284657,,0.2962741229889244
ABCA1,,,0.1385242664312432
ABCA5,,,0.1357616742232127
ABCB1,1.0,,1.0
ABCD4,,,0.7773972059686346
ABHD14B,0.9905153171324963,,0.9618615355398258
ABHD2,,,1.0
ABI3,1.0,,1.0
ABI3BP,0.25196940464116035,,0.2962741229889244
ABL1,1.0,1.0,
ABLIM1,,,1.0
ACAP3,,,1.0
ACBD4,0.9452801662623092,,
ACER3,0.5556901011446466,,
ACKR3,,,0.42263722973257345
ACSL5,0.45300338606626644,,0.42063492063492064
ACSL6,,,0.9722578306649103
ACTA2,0.8349821057402285,,0.8776722675639644
ACTB,,0.9864378046196228,0.9017937039264053
ACTG1,0.8602940051703302,,
ACTN4,1.0,,1.0
ACVR1C,,,0.998487443292638
ACVR2B,,,1.0
ADA2,0.8871982520943261,,0.8776722675639644
ADAM19,0.8380359136661658,,0.8270879943883745
ADAM22,,,0.9360720298220299
ADAM33,0.16599763872491144,0.1845077998924153,
ADAM9,,,0.9718686628985632
ADAMTS1,,0.1845077998924153,
ADAMTS14,,0.6626221460658547,
ADAMTS4,0.7345131932287896,,0.7306247123662855
ADAMTS7,0.5891684073502255,,
ADAMTS9,0.2604886023067841,,
ADAMTSL4,,,0.7728848332875179
ADAR,1.0,,1.0
ADCY7,0.7797506087468913,,0.8168093226307974
ADD3,,,0.9851623786050016
ADGRA2,,,0.756127434209626
ADGRA3,0.39987285441830894,0.4546146922384546,0.39935733366390297
ADGRG5,0.15267341354297878,,0.1357616742232127
ADM,0.18727938727938728,,
ADM2,,1.0,
ADORA2B,0.6128747029368147,,0.6246562426337707
ADPRH,,,1.0
ADSL,0.3453287044447265,,0.3475138430890643
AEBP1,,,0.6628674591349553
AFF1,,,1.0
AFF2,1.0,,1.0
AGAP9,0.5812898856377118,,
AGFG2,1.0,,
AGMAT,0.16599763872491144,,0.16082048792329168
AGO1,1.0,,
AGPAT2,,,0.8080481609893375
AGT,,,0.8174641895572128
AGTPBP1,,0.31328671328671326,
AHNAK,0.4786610038006686,,0.46686780153714025
AHRR,1.0,,1.0
AIF1,0.19617254254125763,,0.20083364910951118
AK5,,,0.7643511379924424
AKAP10,0.2790273699364609,,0.2523959091755702
AKAP11,,0.4546146922384546,
AKAP12,0.39987285441830894,,0.38110989267801604
AKAP7,1.0,,1.0
AKAP8L,0.9452801662623092,0.998243765367053,0.9327300606370375
AKNA,1.0,,1.0
AKR1B1,,,0.3645418752370624
ALDH1A3,,,0.08272977022977024
ALDH1L1,0.15267341354297878,,0.08272977022977024
ALDOA,0.3492507492507493,,
ALDOC,0.262125198744917,0.306857321782695,
ALG13,0.3316974570618885,,0.31372847931289494
ALG8,,0.306857321782695,
ALKBH5,0.5361236345692304,,0.5313682733037571
ALOX5,0.41125541125541126,,
ALOX5AP,0.18727938727938728,0.16542078611044128,0.1408166301783323
AMOT,1.0,,1.0
AMPD3,0.2856010656010656,,0.30476396455777893
ANGEL1,0.16599763872491144,,
ANGPT1,0.6141021768928746,,0.6291157008860359
ANGPTL2,,1.0,1.0
ANGPTL4,,,0.20083364910951118
ANKDD1A,,,1.0
ANKRD11,,1.0,
ANKRD13B,0.984865721258464,,0.9649644868009929
ANKRD28,0.9797393134314555,,0.9653657304664017
ANKRD29,,,0.8597407494466318
ANKRD34A,1.0,,
ANKRD37,1.0,,1.0
ANKRD40,,0.5854853807609712,
ANKRD44,1.0,,
ANKS6,0.35114885114885114,,
ANO6,,0.1845077998924153,
ANO8,,,0.3645418752370624
ANTXR1,0.1827115973457437,0.1820367132867133,
ANXA1,0.7013447881833227,,0.7194303556643071
ANXA11,0.20442468329792274,,0.16399529673865956
ANXA2,1.0,,1.0
ANXA3,,1.0,
ANXA6,0.666486488016233,,0.7220052674598129
AOAH,0.4540106358288177,,0.49762267807380595
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.8895770895770897,,0.8776549537419102
APOBEC3F,1.0,,1.0
APOD,,,0.1707969449904934
APOL2,0.24196811591769574,,
APOL3,0.2909194365505045,,0.30476396455777893
APOL6,0.5829971310740542,,0.6048017023626779
APRT,,,0.7006556493360013
AQP3,0.09363969363969364,,0.08272977022977024
ARAP1,,,1.0
