,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.1293990562283245,,0.13160752291187075
ABCA5,,,0.5283299377787567
ABCB1,0.2971002331002331,,0.3169453025360806
ABCD4,,,0.633967802109395
ABHD14B,,,0.4143199795373709
ABI3,1.0,,1.0
ABI3BP,0.8024916260210377,,0.8083993734217948
ABL1,0.22284028264094713,0.2947052947052947,
ABLIM1,,,1.0
ACAP3,,,0.8185030308924114
ACBD4,1.0,,
ACSL5,0.1293990562283245,,0.13160752291187075
ACTA2,0.31499986159935783,,0.3270904919256568
ACTB,,1.0,
ACTN4,1.0,,1.0
ACVR2B,,,0.716742804121445
ADA2,0.1293990562283245,,0.13160752291187075
ADAM19,0.1293990562283245,,
ADAM33,0.1293990562283245,0.18787462537462538,
ADAM9,,,0.13160752291187075
ADAMTS1,,0.17682317682317683,
ADAMTS14,,0.18787462537462538,
ADAMTS4,0.19246108222486177,,0.22896334434795973
ADAMTS7,0.1421078921078921,,
ADAMTS9,0.1293990562283245,,
ADAMTSL4,,,0.13160752291187075
ADAR,0.6519974371347553,,0.6472437931137404
ADCY7,1.0,,1.0
ADD3,,,0.9996608411403657
ADGRA2,,,1.0
ADGRA3,0.49855099029410954,0.5383869861481801,
ADGRG5,0.17052947052947054,,0.15522938599861677
ADM,0.1692075366493971,,
ADM2,,0.9532376714194896,
ADORA2B,0.4006778783848847,,0.472156049079126
AEBP1,,,0.4526108464839318
AFF2,0.889141986418251,,0.8484362352975492
AGAP9,0.36327350810109427,,
AGFG2,1.0,,
AGMAT,0.5538063994324715,,0.5310478994689521
AGO1,1.0,,
AGPAT2,,,0.13160752291187075
AGT,,,0.935230286954425
AHNAK,0.612445215410619,,0.6101299422599061
AHRR,0.889141986418251,,0.8686096512183468
AIF1,0.1692075366493971,,0.17174315046655472
AKAP10,0.3049398518148518,,0.30668419726170487
AKAP11,,0.9093763379477666,
AKAP12,,,0.716742804121445
AKAP7,0.318876245705514,,
AKAP8L,,1.0,1.0
AKNA,1.0,,1.0
ALDH1A3,,,0.15134865134865133
ALDH1L1,0.19246108222486177,,0.2214858312419288
ALDOA,0.3880163314945923,,
ALDOC,0.6634690230904742,,
ALG13,0.797361542567022,,0.7348259954895026
ALG8,,0.3210736631789263,
ALKBH5,0.7931236585882909,,
ALOX5AP,0.1293990562283245,0.11788211788211789,0.13160752291187075
AMOT,1.0,,1.0
AMPD3,0.6634690230904742,,0.6163026163026163
ANGPT1,,,0.43075254212145164
ANGPTL2,,0.3986013986013986,0.3700521114769136
ANGPTL4,,,0.15203974108083698
ANKRD13B,0.17052947052947054,,0.2112844420536728
ANKRD28,0.7005441042138291,,0.7064627165129679
ANKRD29,,,1.0
ANKRD37,0.3880163314945923,,0.4015884612899538
ANO6,,0.8227690676670268,
ANO8,,,0.1379816764432149
ANTXR1,0.4467045724413112,0.5277903914267551,
ANXA1,0.13017516834310727,,0.15522938599861677
ANXA11,0.8327828085892602,,0.799606408628965
ANXA2,0.19644326261973322,,0.23935918096502035
ANXA3,,0.2947052947052947,
ANXA6,,,0.6644574937257864
AOAH,0.26130884041331803,,0.2658827658827659
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.39996251083671125,,0.40359640359640353
APOBEC3F,1.0,,1.0
APOD,,,0.13160752291187075
APOL2,0.23254018708564167,,
APOL3,0.13086194381158409,,0.13249376885740521
APOL6,0.19644326261973322,,0.1903756620737753
APRT,,,0.43769016371756103
AQP3,0.19440782266061077,,0.22642711619089573
ARAP1,,,1.0
ARAP2,1.0,,1.0
ARF6,1.0,,1.0
ARHGAP27,1.0,,
ARHGAP30,1.0,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.19700155440227643,,0.17835699653881473
ARHGEF1,1.0,,1.0
ARHGEF26,1.0,,1.0
ARHGEF3,,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,0.7713850871745609,,0.7400328378246359
ARL4C,1.0,,
ARL4D,1.0,,1.0
ARMCX4,0.5957690733810137,,0.6042958856026006
ARPC2,1.0,,
ARPC5,1.0,,
ARPIN,0.9164955711810654,,
