,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.013082569604308734,,0.011338661338661338
ABCB1,0.520535863269052,,0.46242927579333115
ABCD4,,,1.0
ABHD14B,,,1.0
ABI3,0.06504397857781316,,0.07289139431996576
ABI3BP,0.01600527132442026,,0.015007051771757655
ACAP3,,,0.12938595147184104
ACSL5,1.0,,1.0
ACTA2,0.01600527132442026,,0.017670641047264422
ACTN4,,,0.0325370281892021
ADA2,0.22065934065934065,,0.20150773139903577
ADAM19,0.011573042342273111,,
ADAM9,,,0.011338661338661338
ADAMTS14,,0.006993006993006993,
ADAMTS4,0.021616314719762997,,0.012369448733085096
ADAMTSL4,,,0.021828438940738402
ADAR,1.0,,
ADCY7,0.28422459152937746,,0.1860542772144982
ADGRA2,,,0.11692994505494506
ADGRA3,0.11098737328245525,,
ADGRG5,0.40841293277488167,,
ADM,0.04481475970837673,,
AEBP1,,,0.012369448733085096
AFF2,0.22171512697828488,,
AGO1,1.0,,
AGT,,,0.02783125964944147
AHNAK,0.6960191323827688,,
AHRR,1.0,,1.0
AKAP10,1.0,,
AKAP11,,1.0,
AKAP12,,,0.15714986767618347
AKAP8L,,,1.0
AKNA,,,1.0
ALDH1A3,,,1.0
ALDH1L1,1.0,,1.0
ALDOA,1.0,,
ALDOC,1.0,,
ALG13,1.0,,
ALG8,,0.9360395701859117,
ALKBH5,1.0,,
ALOX5AP,0.011573042342273111,,0.012369448733085096
AMOT,0.40920884670884666,,
AMPD3,1.0,,1.0
ANGPTL2,,0.01048951048951049,
ANGPTL4,,,0.05605630324731449
ANKRD13B,,,0.7608473159493567
ANKRD28,,,1.0
ANKRD37,1.0,,1.0
ANTXR1,0.01600527132442026,0.006993006993006993,
ANXA1,0.1201673725635387,,0.14096714096714094
ANXA11,1.0,,1.0
ANXA2,,,0.256658070611559
ANXA6,,,0.4371212899250283
AOAH,0.027283597231783762,,0.021828438940738402
AP1S2,0.553782387824941,,0.5308323963032483
APBB1IP,0.14817001180637543,,0.12388537388537389
APOBEC3C,0.21923798127006683,,0.19011673258248604
APOBEC3F,0.02893260585568278,,0.034446566092135714
APOD,,,0.024173795747399807
APOL2,0.3644541615901998,,
APOL3,0.024799376447728096,,0.0325370281892021
APOL6,0.17156527682843473,,0.1401870856416311
AQP3,0.2780460046282831,,0.24755087844093077
ARAP2,0.21054760456934368,,0.20649269429757236
ARF6,0.3671685457399744,,
ARHGAP30,0.02893260585568278,,0.039357336877998035
ARHGAP9,0.03193504608598948,,0.024173795747399807
ARHGDIB,0.01600527132442026,,0.011338661338661338
ARHGEF1,0.027283597231783762,,0.02000940236234354
ARHGEF26,0.176104242578231,,0.13854534523227532
ARHGEF3,,,0.18294310731285524
ARHGEF40,,0.1918081918081918,
ARHGEF6,0.10887796414112205,,0.08963671463671463
ARL4C,1.0,,
ARL4D,,,0.7703823671237112
ARMCX4,,,0.673218222278765
ARPC2,1.0,,
ARPP21,1.0,,
ARRDC2,0.7372027972027972,,0.6416488774383512
ART3,0.013082569604308734,,
ATG4B,,,1.0
ATP10A,0.4843010971329555,,0.44828489376053177
ATP1B2,0.10063515080237488,,0.15561564535171574
ATP8A1,,0.13377926421404682,
ATXN1,0.20930309360061425,,0.21214269601366376
B2M,0.011573042342273111,,0.017670641047264422
B3GALNT2,,0.1767832167832168,
B3GAT2,,,0.02000940236234354
B3GNT2,0.02893260585568278,,0.030102640722109747
B4GALT1,,,0.08793247568757771
BACE2,,,0.11014699586128159
BAMBI,,0.23394787031150666,0.2562242951853342
BATF3,1.0,,1.0
BBS2,,,1.0
BCAM,0.011573042342273111,,
BCL6,0.22171512697828488,,0.19011673258248604
BDKRB2,,,0.026040944701231784
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.011338661338661338
BHLHE22,1.0,,
BHLHE40,1.0,,1.0
BMP7,0.013082569604308734,,
BOC,,0.006993006993006993,
BRSK2,,,0.6077909297525502
BST2,0.024799376447728096,,0.015007051771757655
BTBD1,1.0,,
BTBD11,0.5948737455013605,,0.5484515484515485
BTN2A1,0.011573042342273111,,
BTN2A2,0.013082569604308734,,0.017670641047264422
BTN3A1,0.011573042342273111,,0.011338661338661338
BTN3A2,0.021616314719762997,,0.012369448733085096
C1QL1,0.07961746282914166,,0.04571318010053188
C1R,0.01600527132442026,,0.011338661338661338
C1orf226,1.0,,
C3,0.011573042342273111,,0.011338661338661338
C3AR1,0.011573042342273111,,
C9orf64,,,1.0
CABIN1,1.0,,1.0
CACNG5,0.40437731282801703,,0.4000927643784786
CAD,1.0,,
CADPS,0.928646934460888,,
CALHM2,0.2449178728248496,,0.256658070611559
CAP1,0.520535863269052,,0.560263266145619
CAPG,0.20837887873898955,,0.17105180533751962
CAPRIN2,,,0.15252004632535607
CARMIL2,0.019044246892348158,,
CASP1,0.013082569604308734,,0.015007051771757655
CASP10,0.6367574334379315,,0.5585157200877725
CASP7,0.7402358120920995,,
CAST,0.19228804902962207,,0.1586751440978846
CAVIN1,,,0.08325590493422662
CBS,1.0,,
CCDC80,,,0.012369448733085096
CCDC85C,1.0,,
CCL19,0.011573042342273111,,0.011338661338661338
CCL2,0.011573042342273111,,0.015007051771757655
CCL28,0.011573042342273111,,
CCL4,0.011573042342273111,,
CCL5,0.011573042342273111,,0.011338661338661338
CCND3,1.0,,1.0
CCR1,0.011573042342273111,,
