,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.1400364341540812,,0.13073413073413073
AADAT,0.25385751689069225,,0.3069534404326527
ABCA1,,,0.1727558156129585
ABCA5,,0.17340235522053704,0.16017095487294164
ABCB1,1.0,1.0,1.0
ABCB8,,,0.16017095487294164
ABCD4,0.8560137818275592,,0.834373832854076
ABHD14B,1.0,,1.0
ABHD2,,,1.0
ABI3,1.0,,1.0
ABI3BP,0.28646457277162674,,0.3191530119365171
ABL1,1.0,1.0,
ABLIM1,1.0,,1.0
ABRACL,0.25586096146843806,,
ACACB,0.23564506559430418,,0.2303410874839446
ACAP3,1.0,,1.0
ACAT2,,0.5172513436976247,0.5227877924123658
ACBD4,0.9836189891097233,,0.9700279599675978
ACER3,0.6000938895129766,,0.6107528834801562
ACIN1,1.0,,
ACKR3,,,0.44944226896098544
ACO1,,0.9074594236931901,
ACOT8,0.7298397588747717,,
ACSL4,,0.29749341567523385,
ACSL5,0.47132060877332,,0.4373325304832154
ACSL6,1.0,,1.0
ACSS3,,,0.8530931513258464
ACTA2,0.9032907715022126,,0.8881796169931762
ACTB,,0.9396546849377038,0.9433949304609618
ACTG1,0.9043597502352929,0.9179295824560672,
ACTL6A,0.7314073160881671,,
ACTN1,,1.0,1.0
ACTN2,,,0.4276134049825705
ACTN4,1.0,,1.0
ACTR10,0.15088432694066498,,0.16017095487294164
ACTR2,0.5534476646823699,,
ACVR1C,,,1.0
ACVR2B,1.0,,1.0
ADA2,0.9108902583418017,,0.9103271728271728
ADAM12,,,0.8068177952078881
ADAM19,0.8815813136165818,,0.8796418789245187
ADAM22,,0.9679311514173901,0.9809406019512403
ADAM33,0.20106582606582607,0.18049240479147022,
ADAM9,1.0,1.0,1.0
ADAMTS1,,0.17340235522053704,0.15888491070972824
ADAMTS10,0.602472322759208,,
ADAMTS12,,0.4215070643642072,0.3833839010904778
ADAMTS14,0.6614090001340239,0.6524866995959073,
ADAMTS4,0.7667398499358961,,0.7637625532362374
ADAMTS7,0.6435976813883791,,
ADAMTS8,,0.9479743858625845,
ADAMTS9,0.24666658642562259,0.2777628462907651,
ADAMTSL4,,,0.803684253489701
ADAR,1.0,,1.0
ADCK1,,,0.17544113917170912
ADCY3,,,0.8422651174329027
ADCY4,0.9244795034268719,,0.9113738447534422
ADCY7,0.8187412896940396,,0.8387307759505069
ADCY9,0.8961924703203774,,0.8925717140002856
ADCYAP1,0.43628881079080284,,
ADD3,1.0,,1.0
ADGRA2,,,0.8036724807639585
ADGRA3,0.41561092538746175,0.44495972255169575,0.44182475170296553
ADGRB1,,,0.8467720288593715
ADGRG5,0.1400364341540812,,0.13073413073413073
ADM,0.17590783600635818,,0.19906019906019906
ADM2,,1.0,1.0
ADORA1,0.8187412896940396,,
ADORA2B,0.665238499817939,,0.6321836579262322
ADPRH,1.0,,1.0
ADRA2C,,,0.4276134049825705
ADSL,0.35359804271721373,,0.38697302697302693
ADTRP,1.0,,1.0
AEBP1,,0.7102169085974753,0.6781684739942453
AES,1.0,,1.0
AFF1,1.0,,1.0
AFF2,1.0,,1.0
AGAP9,0.620720937404254,,0.6384309332286211
AGFG2,1.0,,1.0
AGMAT,0.15088432694066498,,0.16017095487294164
AGO1,1.0,1.0,
AGO3,0.9882734852060006,,0.9410180263422585
AGPAT2,,,0.803684253489701
AGPAT3,,0.11293969188706032,0.13073413073413073
AGT,,,0.8799556412136826
AGTPBP1,0.3394667489731475,0.3393017239171085,
AHCYL2,,,0.44182475170296553
AHI1,1.0,,
AHNAK,0.5048060373361578,,0.5096296560582275
AHRR,1.0,,1.0
AIF1,0.19416399203633244,,0.21987103805285624
AIF1L,0.6632682514483641,,
AK2,0.3189131623093887,,0.3260461872131892
AK5,,,0.8185682314615546
AKAP1,0.8909920488867856,,0.8799556412136826
AKAP10,0.3168124651014385,,0.2765774371613787
AKAP11,,0.4387571191694903,
AKAP12,0.4254585796195619,,0.41940718241296276
AKAP7,1.0,,1.0
AKAP8L,0.9947415667496802,1.0,0.999115670321896
AKIRIN2,0.5559999211315001,,0.5249421033511943
AKNA,1.0,,1.0
AKR1B1,0.3580766341096919,,0.3687907836844007
AKT2,,,1.0
ALAS1,,,0.20703809808868176
ALDH1A2,,,0.13073413073413073
ALDH1A3,,,0.13073413073413073
ALDH1L1,0.14427996246178065,,0.13144464231420755
ALDH2,0.16918107273437225,,0.16017095487294164
ALDH6A1,0.15088432694066498,,
ALDOA,0.3694721278721278,,0.3966781626017295
ALDOC,0.2731013575169419,0.2682317682317682,
ALG13,0.3483833239930801,,0.3373659739082136
ALG8,,0.2823492297176508,
ALG9,0.43485980685980685,,
ALKBH2,,,0.7158504455339357
ALKBH5,0.5792755803428162,,0.5758527187098615
ALOX5,0.43628881079080284,,
ALOX5AP,0.15088432694066498,0.17340235522053704,0.1727558156129585
ALPK1,1.0,,
AMBRA1,,,0.2747030747030747
AMER2,,0.5704169248473047,
AMFR,,,0.4474051417751149
AMMECR1,0.5831633901623298,,
AMOT,1.0,,1.0
AMOTL1,1.0,1.0,
AMOTL2,,0.15830071567776485,
AMPD3,0.2999205518890558,,0.3244438488340927
AMZ1,0.7400577518521916,,
ANAPC10,,1.0,
ANGEL1,0.15458567406619356,0.17340235522053704,
ANGPT1,0.6665734265734266,,0.6742845819628269
ANGPTL2,,1.0,1.0
ANGPTL4,0.23564506559430418,,0.2303410874839446
ANKDD1A,,1.0,1.0
ANKFY1,0.678941403737044,,0.6794749965481673
ANKH,0.6965594619475083,,
ANKRD11,,1.0,
ANKRD13B,1.0,,1.0
ANKRD28,1.0,,1.0
ANKRD29,0.8961924703203774,,0.8951453574358601
ANKRD34A,1.0,,
ANKRD37,1.0,,1.0
ANKRD40,0.5601457366163248,0.583054662459129,
ANKRD44,1.0,,
ANKRD46,,0.6585397900637984,
ANKRD55,0.15088432694066498,,
ANKS6,0.3665459338068739,,
ANO6,,0.18049240479147022,
ANO8,0.3694721278721278,,0.40433339666468504
ANP32B,,,1.0
ANTXR1,0.1670610091662723,0.17340235522053704,
ANXA1,0.7314073160881671,,0.7270079624016964
ANXA11,0.1900874790608631,,0.1813936063936064
ANXA2,1.0,,1.0
ANXA3,,1.0,1.0
ANXA4,,,0.6034188934797454
ANXA6,0.7298397588747717,0.7496073983597976,0.7210421605651588
AOAH,0.5222362235197707,,0.48673951048951053
AOC2,,0.17340235522053704,
AP1G2,,0.41595361160578553,
AP1S1,,1.0,1.0
AP1S2,1.0,,1.0
AP3B2,,,1.0
AP3D1,0.9595523026485369,,
APBA2,0.7498951048951048,,0.7973345335982699
APBB1,0.5247304899277057,,
APBB1IP,1.0,,1.0
APBB3,,,1.0
APCDD1,0.9855339999274201,,
APLN,,,0.2303410874839446
APLP2,,0.2823492297176508,
APOBEC3C,0.9248571031241486,,0.9433949304609618
APOBEC3F,1.0,,1.0
APOC1,,0.2175866091950008,
APOD,0.1822996822996823,,0.19906019906019906
APOL2,0.25586096146843806,,0.25391930903741927
APOL3,0.338206074368436,,0.360310080980472
APOL6,0.678941403737044,,0.665889359259525
APOO,,0.8706243251697797,
APRT,,,0.7609244595206609
AQP1,,0.11293969188706032,
AQP3,0.1360353931782503,,0.13073413073413073
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,1.0,,
ARF3,1.0,,
ARF6,1.0,,1.0
ARFGAP1,1.0,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP29,,,1.0
ARHGAP30,0.7137696219864053,,0.708749511358207
ARHGAP31,,1.0,1.0
ARHGAP33,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.4302324181842255,,0.4573083374681244
ARHGEF1,1.0,,1.0
ARHGEF25,1.0,,
ARHGEF26,1.0,,1.0
ARHGEF28,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF39,1.0,,
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARID1A,,1.0,
ARID5B,,0.6511717224460204,
ARL10,1.0,,1.0
ARL13B,,,0.7113474760533584
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,0.3189131623093887,,
ARMC7,,,0.8030372133739401
ARMC9,,0.17340235522053704,
ARMCX1,,1.0,
ARMCX4,0.8283602463741031,,0.8387307759505069
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,0.6632682514483641,,
ARPIN,0.7329642367810306,0.7421595745295168,
ARPP21,1.0,1.0,
ARRB1,0.9870464235218334,,0.976174427981657
ARRB2,,,1.0
ARRDC1,1.0,,
ARRDC2,0.9592544806279913,,0.921761216041023
ARRDC3,,0.8801215423511596,
ARRDC4,0.9545882488298219,,0.8951453574358601
ARSD,1.0,1.0,
ART3,0.6632682514483641,0.6585397900637984,0.6373288873288873
ARVCF,,,0.9920765061196151
ASAH1,,0.9639837085990932,
ASAP2,1.0,,1.0
ASAP3,1.0,,
ASB13,1.0,,
ASIC2,0.3580766341096919,,
ASNS,0.4230026172174932,,0.503135550580806
ASNSD1,0.30281851221185857,,
ASPHD2,0.16918107273437225,,
ASPSCR1,,,0.7756610834773607
ASRGL1,,,0.38697302697302693
ASXL2,,,1.0
ATAD1,,0.47468894741622014,
ATAD5,1.0,,
ATE1,,,0.4373325304832154
ATF2,,0.9074594236931901,0.8925717140002856
ATF3,,,0.834373832854076
ATG4B,0.1900874790608631,0.2175866091950008,0.21987103805285624
ATG5,0.1911446218015561,,
ATG9B,,,0.6723212567249265
ATIC,,,0.40493752822519946
ATL3,0.15458567406619356,,0.17544113917170912
ATOH8,,0.8491713414790338,0.7928525375333886
ATP10A,0.1360353931782503,,0.13073413073413073
ATP10B,0.16366758241758242,,0.13144464231420755
ATP10D,0.14575220697669677,,
ATP11A,0.1360353931782503,0.11293969188706032,
ATP11C,0.1360353931782503,0.11293969188706032,
ATP1B1,0.15088432694066498,,
ATP1B2,0.6691351320293807,,0.6624712335018742
ATP1B3,0.1911446218015561,,0.2198710380528562
ATP5S,0.7298397588747717,,0.7329034601761873
ATP6V1B2,1.0,1.0,
ATP7B,0.15088432694066498,,0.13073413073413073
ATP8A1,,0.11293969188706032,0.13073413073413073
ATP8A2,0.1360353931782503,,
ATR,,1.0,
ATXN1,1.0,,1.0
AUH,,0.6052409129332207,
AUNIP,0.2803727321928607,,
