,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.02650180008670575,,0.027576590076590076
AADAT,1.0,,1.0
ABCA1,,,0.06702158600892778
ABCA5,,,0.035775035775035775
ABCB1,0.9976565490584182,,0.9741751677235548
ABCD4,,,0.9648484046074407
ABHD14B,0.528845938172363,,0.5043704059804239
ABHD2,,,1.0
ABI3,0.8423811797305772,,0.8308181180521605
ABI3BP,0.1013625549708024,,0.09927572427572429
ABL1,1.0,1.0,
ABLIM1,,,1.0
ACAP3,,,0.47274154417011566
ACBD4,1.0,,
ACER3,0.8796637036432955,,
ACKR3,,,0.06303220588934874
ACSL5,0.12430047828277917,,0.12955129976406574
ACSL6,,,0.8709306359436909
ACTA2,0.12994054403746033,,0.1361806917362473
ACTB,,1.0,1.0
ACTG1,0.2320983859445398,,
ACTN4,0.9252772227772228,,0.9189854731256005
ACVR1C,,,1.0
ACVR2B,,,0.5235265597959898
ADA2,0.3213343260513072,,0.2971518277640727
ADAM19,0.1577089577089577,,0.15332158189301046
ADAM22,,,0.2545531391685238
ADAM33,0.16578831005060515,0.32996632996632996,
ADAM9,,,0.22327070519841602
ADAMTS1,,0.25128205128205133,
ADAMTS14,,0.29982517482517484,
ADAMTS4,0.6320679320679321,,0.5721697657181528
ADAMTS7,0.0848931288491728,,
ADAMTS9,0.42489687576392776,,
ADAMTSL4,,,0.9705904143703188
ADAR,0.925875622504836,,0.9308646465753697
ADCY7,0.6857243051933317,,0.623499975634122
ADD3,,,1.0
ADGRA2,,,0.5330540863535788
ADGRA3,0.18007633392248776,0.38896238896238894,0.17225924760171335
ADGRG5,0.9057340644242408,,0.8246432711673353
ADM,0.04172065558204172,,
ADM2,,1.0,
ADORA2B,0.13538268959955707,,0.1255210306934445
ADPRH,,,1.0
ADSL,1.0,,1.0
AEBP1,,,0.06702158600892778
AFF1,,,0.5235265597959898
AFF2,1.0,,1.0
AGAP9,0.23933050190033428,,
AGFG2,1.0,,
AGMAT,1.0,,1.0
AGO1,1.0,,
AGPAT2,,,1.0
AGT,,,0.14766110383640266
AGTPBP1,,1.0,
AHNAK,1.0,,1.0
AHRR,1.0,,1.0
AIF1,0.04172065558204172,,0.027576590076590076
AK5,,,0.7626722308162752
AKAP10,0.04172065558204172,,0.05713710749681973
AKAP11,,0.8577779836057982,
AKAP12,0.04605230834739031,,0.04948322705332051
AKAP7,1.0,,1.0
AKAP8L,0.9782003710575138,1.0,0.9516942911103494
AKNA,0.29625461387247987,,0.3140926869740429
AKR1B1,,,0.8166228932357965
ALDH1A3,,,0.8686085156673392
ALDH1L1,1.0,,1.0
ALDOA,0.737064915282737,,
ALDOC,1.0,1.0,
ALG13,0.056943056943056944,,0.05713710749681973
ALG8,,0.9274318495875381,
ALKBH5,0.7952347788637011,,0.7745688377556509
ALOX5,0.21193599300108176,,
ALOX5AP,0.0689371977715536,0.18450779989241525,0.05252683824112395
AMOT,1.0,,1.0
AMPD3,0.1346070596070596,,0.11752266425163622
ANGEL1,0.728532961291582,,
ANGPT1,0.13538268959955707,,0.1672012198327988
ANGPTL2,,0.5671569809500844,0.38139826275419497
ANGPTL4,,,0.43609491283909885
ANKDD1A,,,1.0
ANKRD11,,0.9407870236272604,
ANKRD13B,1.0,,1.0
ANKRD28,1.0,,1.0
ANKRD29,,,1.0
ANKRD34A,1.0,,
ANKRD37,0.737064915282737,,0.6657428117605109
ANKRD40,,0.513986013986014,
ANKRD44,1.0,,
ANKS6,0.15322858959222596,,
ANO6,,1.0,
ANO8,,,0.8116883116883116
ANTXR1,0.051262606007131555,0.18450779989241525,
ANXA1,0.5854371799444498,,0.5564222312990786
ANXA11,0.4280671709243138,,0.34090039890503926
ANXA2,0.3633627242322895,,0.3583105932099221
ANXA3,,0.7201611947374659,
ANXA6,0.851269942179033,,0.822203231841786
AOAH,0.18992956728805788,,0.1672012198327988
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.22537920532189873,,0.2278137292974088
APOBEC3F,0.19629438884097267,,0.22522253865537448
APOD,,,0.4264890315970866
APOL2,0.2164056873359199,,
APOL3,0.20964110516349324,,0.19033254327371976
APOL6,0.14045954045954048,,0.13292147183360573
APRT,,,0.7468788195045178
