,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.057911785184512454,,0.059972285778737394
AADAT,1.0,,1.0
ABCA1,,,0.0770058344022841
ABCA5,,0.13906093906093905,0.044798574919056845
ABCB1,1.0,1.0,1.0
ABCD4,1.0,,1.0
ABHD14B,0.5807176249165199,,0.5828657828657829
ABHD2,,,1.0
ABI3,0.8841759899851186,,0.8557036358893944
ABI3BP,0.10155544938153635,,0.0770058344022841
ABL1,1.0,1.0,
ABLIM1,1.0,,1.0
ACACB,,,1.0
ACAP3,,,0.5648022863212736
ACAT2,,,1.0
ACBD4,1.0,,
ACER3,0.9343529454416551,,
ACKR3,,,0.12106033501382338
ACO1,,1.0,
ACSL4,,1.0,
ACSL5,0.19690006962734238,,0.1788864056905294
ACSL6,0.9668082408750386,,0.9057352903506749
ACSS3,,,1.0
ACTA2,0.1315324351761599,,0.17612913402387084
ACTB,,1.0,1.0
ACTG1,0.2756827524553686,0.43008537853898676,
ACTN1,,0.7101775230117476,
ACTN4,1.0,,0.9655594641430336
ACTR10,1.0,,
ACTR2,1.0,,
ACVR1C,,,1.0
ACVR2B,,,0.6043421330627597
ADA2,0.40676387832351135,,0.36965373807479074
ADAM19,0.13543149763622206,,0.18226871168047637
ADAM22,,,0.3238503432051819
ADAM33,0.19646708431755164,0.4100514869745639,
ADAM9,0.3017508806982491,0.43008537853898676,0.29287835452219013
ADAMTS1,,0.24672102091456932,
ADAMTS10,0.17994018968044942,,
ADAMTS12,,0.2696079430773308,0.14755086183657615
ADAMTS14,0.14019571162428307,0.2696079430773308,
ADAMTS4,0.6200194998592863,,0.6205000583173171
ADAMTS7,0.09651964197418743,,
ADAMTS8,,0.43008537853898676,
ADAMTS9,0.5267007089296246,0.7068290825196903,
ADAMTSL4,,,1.0
ADAR,0.9879829191177396,,0.9614414157271299
ADCY4,0.5714398436542301,,0.5323295409626345
ADCY7,0.6877113094983351,,0.7116530128987659
ADCY9,,,0.590870565604608
ADD3,,,1.0
ADGRA2,,,0.625197811038519
ADGRA3,0.2194807993127321,0.35284118866208425,0.18935693935693934
ADGRB1,,,1.0
ADGRG5,0.9593213110999672,,0.9150458916083917
ADM,0.04066146619338109,,0.044798574919056845
ADM2,,1.0,1.0
ADORA2B,0.1737353555535374,,0.1356454704094189
ADPRH,1.0,,1.0
ADSL,1.0,,1.0
ADTRP,0.8818879037629038,,0.8447133779083987
AEBP1,,,0.09836724122438407
AES,1.0,,
AFF1,,,0.60927802767181
AFF2,1.0,,1.0
AGAP9,0.31780857723208056,,0.2788711288711289
AGFG2,1.0,,1.0
AGMAT,1.0,,1.0
AGO1,1.0,1.0,
AGPAT2,,,1.0
AGPAT3,,1.0,1.0
AGT,,,0.18935693935693934
AGTPBP1,1.0,1.0,
AHNAK,1.0,,1.0
AHRR,1.0,,1.0
AIF1,0.06245388598329775,,0.06546270630777673
AIF1L,1.0,,
AK2,1.0,,
AK5,,,0.8107974390973336
AKAP10,0.09651964197418743,,0.059972285778737394
AKAP11,,0.9375711396617321,
AKAP12,0.04066146619338109,,0.06546270630777673
AKAP7,1.0,,1.0
AKAP8L,1.0,1.0,1.0
AKIRIN2,,,0.9846560846560847
AKNA,0.3205966147142618,,0.39103700727316965
AKR1B1,0.9383101868071808,,0.9057352903506749
AKT2,,,1.0
ALDH1A3,,,0.8963714856572
ALDH1L1,1.0,,1.0
ALDOA,0.8163260580479124,,
ALDOC,1.0,1.0,
ALG13,0.06245388598329775,,0.07150541765926381
ALG8,,0.9605240120704038,
ALG9,0.9583798990327179,,
ALKBH5,0.8452496802011364,,0.8631725417439702
ALOX5,0.23699519477883593,,
ALOX5AP,0.07515518189675494,0.1871974179666487,0.07150541765926381
ALPK1,1.0,,
AMMECR1,0.7550805837519124,,
AMOT,1.0,,1.0
AMOTL1,,1.0,
AMPD3,0.12687727210548788,,0.16840044013957056
ANGEL1,0.7987922190169382,,
ANGPT1,0.1737353555535374,,0.18226871168047637
ANGPTL2,,0.6414746543778802,0.43966168966168967
ANGPTL4,,,0.5118965754366662
ANKDD1A,,1.0,1.0
ANKRD11,,1.0,
ANKRD13B,1.0,,1.0
ANKRD28,1.0,,1.0
ANKRD29,,,1.0
ANKRD34A,1.0,,
ANKRD37,0.8235284452389715,,0.7571254212308
ANKRD40,0.35463505566598347,0.5011205011205011,
ANKRD44,1.0,,
ANKRD46,,0.9130513614499379,
ANKRD55,0.8315425032982285,,
ANKS6,0.1664711595025184,,
ANO6,,1.0,
ANO8,,,0.8711187392728975
ANTXR1,0.057911785184512454,0.13906093906093905,
ANXA1,0.6182934712346477,,0.6205000583173171
ANXA11,0.39858837624200755,,0.36965373807479074
ANXA2,0.40802445729453024,,0.41855003635108345
ANXA3,,0.8046102369246473,0.568070818070818
ANXA6,0.907718430701066,,0.9159669598693988
AOAH,0.20377605103829888,,0.18935693935693934
AOC2,,1.0,
AP1S1,,1.0,
AP1S2,1.0,,1.0
AP3B2,,,1.0
AP3D1,1.0,,
APBA2,1.0,,1.0
APBB1IP,1.0,,1.0
APBB3,,,1.0
APCDD1,0.7227390791027155,,
APOBEC3C,0.26755244755244756,,0.2171646017799864
APOBEC3F,0.2331832623609812,,0.2520063057147456
APOD,,,0.5118965754366662
APOL2,0.26963383151501963,,0.2171646017799864
APOL3,0.2299438529385053,,0.25175865800865804
APOL6,0.20116725379883277,,0.16840044013957056
APRT,,,0.8631725417439702
AQP3,0.7532596058911848,,0.7383092571145669
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,1.0,,
ARF3,1.0,,
ARF6,1.0,,1.0
ARFGAP1,1.0,,
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.10817484402390062,,0.0770058344022841
ARHGEF1,1.0,,1.0
ARHGEF25,1.0,,
ARHGEF26,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARL10,1.0,,1.0
ARL4C,0.6603258028226502,,0.6591905690463383
ARL4D,1.0,,1.0
ARL6IP5,0.25055407317618117,,
ARMCX4,1.0,,1.0
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,1.0,,
ARPIN,1.0,1.0,
ARPP21,1.0,,
