,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.8137539879475363,,0.9738356881214025
AADAT,0.9473774089158705,,1.0
ABCA1,,,0.9929502315865952
ABCA5,,1.0,1.0
ABCB1,1.0,1.0,1.0
ABCD4,1.0,,1.0
ABHD14B,1.0,,1.0
ABHD2,,,1.0
ABI3,1.0,,1.0
ABI3BP,1.0,,1.0
ABL1,1.0,1.0,
ABLIM1,1.0,,1.0
ACACB,,,0.8806456701193545
ACAP3,,,1.0
ACAT2,,,0.9929502315865952
ACBD4,1.0,,
ACER3,1.0,,
ACKR3,,,1.0
ACO1,,1.0,
ACSL4,,0.7126873126873127,
ACSL5,0.8066284364985663,,0.9387740971899389
ACSL6,0.8863021036934081,,0.9929502315865952
ACSS3,,,1.0
ACTA2,1.0,,1.0
ACTB,,1.0,1.0
ACTG1,1.0,1.0,
ACTN1,,1.0,
ACTN4,1.0,,1.0
ACTR10,1.0,,
ACTR2,1.0,,
ACVR1C,,,1.0
ACVR2B,,,1.0
ADA2,1.0,,1.0
ADAM19,0.9159135795080496,,1.0
ADAM22,,,1.0
ADAM33,1.0,0.9623753729713995,
ADAM9,1.0,1.0,1.0
ADAMTS1,,0.11588411588411589,
ADAMTS10,0.7445800952294459,,
ADAMTS12,,0.8670858553211493,0.9884040010622289
ADAMTS14,1.0,0.9018308424249019,
ADAMTS4,1.0,,1.0
ADAMTS7,0.866778030712457,,
ADAMTS8,,0.8670858553211493,
ADAMTS9,1.0,1.0,
ADAMTSL4,,,1.0
ADAR,1.0,,1.0
ADCY4,1.0,,1.0
ADCY7,1.0,,1.0
ADCY9,,,1.0
ADD3,,,1.0
ADGRA2,,,1.0
ADGRA3,1.0,1.0,1.0
ADGRB1,,,1.0
ADGRG5,1.0,,1.0
ADM,1.0,,1.0
ADM2,,1.0,1.0
ADORA2B,1.0,,1.0
ADPRH,1.0,,1.0
ADSL,1.0,,1.0
ADTRP,1.0,,1.0
AEBP1,,,1.0
AES,1.0,,
AFF1,,,1.0
AFF2,1.0,,1.0
AGAP9,1.0,,1.0
AGFG2,1.0,,1.0
AGMAT,1.0,,1.0
AGO1,1.0,1.0,
AGPAT2,,,1.0
AGPAT3,,1.0,1.0
AGT,,,1.0
AGTPBP1,1.0,1.0,
AHNAK,1.0,,1.0
AHRR,1.0,,1.0
AIF1,1.0,,1.0
AIF1L,1.0,,
