,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.6911501197215483,,0.7520888202706385
AADAT,0.5827576678640508,,0.6863506863506864
ABCA1,,,0.7933706671877019
ABCA5,,,0.9398885138530109
ABCB1,0.6911501197215483,,0.7715902188263998
ABCD4,,,1.0
ABHD14B,1.0,,1.0
ABHD2,,,1.0
ABI3,1.0,,1.0
ABI3BP,0.8215558026878781,,0.8239209769822015
ABL1,1.0,1.0,
ABLIM1,,,1.0
ACAP3,,,1.0
ACBD4,0.969776939758178,,
ACER3,0.8742561786040047,,
ACKR3,,,1.0
ACSL5,1.0,,1.0
ACSL6,,,1.0
ACTA2,1.0,,1.0
ACTB,,0.9570774053532674,0.8151453066707304
ACTG1,0.7259706585549281,,
ACTN4,1.0,,1.0
ACVR1C,,,0.8602308962021192
ACVR2B,,,0.928430287147722
ADA2,1.0,,1.0
ADAM19,1.0,,1.0
ADAM22,,,1.0
ADAM33,0.770413532955339,0.8994755244755245,
ADAM9,,,1.0
ADAMTS1,,0.8994755244755245,
ADAMTS14,,1.0,
ADAMTS4,0.6911501197215483,,0.7670534593611517
ADAMTS7,0.8284476917184691,,
ADAMTS9,1.0,,
ADAMTSL4,,,0.7670534593611517
ADAR,1.0,,1.0
ADCY7,0.6911501197215483,,0.7670534593611517
ADD3,,,1.0
ADGRA2,,,1.0
ADGRA3,1.0,1.0,1.0
ADGRG5,0.558236635159712,,0.6177156177156178
ADM,1.0,,
ADM2,,1.0,
ADORA2B,1.0,,1.0
ADPRH,,,1.0
ADSL,1.0,,1.0
AEBP1,,,0.8237772865432439
AFF1,,,1.0
AFF2,1.0,,1.0
AGAP9,0.7211332728574108,,
AGFG2,0.5907176935214318,,
AGMAT,1.0,,1.0
AGO1,0.7769168331668331,,
AGPAT2,,,1.0
AGT,,,0.6417824599642781
AGTPBP1,,1.0,
AHNAK,1.0,,1.0
AHRR,0.91022435121814,,0.8972199348768385
AIF1,1.0,,1.0
AK5,,,1.0
AKAP10,1.0,,1.0
AKAP11,,1.0,
AKAP12,1.0,,1.0
AKAP7,0.653863378001309,,0.7286291689961415
AKAP8L,0.7769168331668331,0.932027972027972,0.7933706671877019
AKNA,1.0,,1.0
AKR1B1,,,0.7824397824397825
ALDH1A3,,,1.0
ALDH1L1,1.0,,1.0
ALDOA,0.7234194377051519,,
ALDOC,0.6854425574425574,0.7881118881118881,
ALG13,1.0,,1.0
ALG8,,1.0,
ALKBH5,0.7720623747113813,,0.7933706671877019
ALOX5,0.7769168331668331,,
ALOX5AP,1.0,1.0,1.0
AMOT,0.8442318836019623,,0.7979877265591552
AMPD3,1.0,,1.0
ANGEL1,0.7211332728574108,,
ANGPT1,0.558236635159712,,0.6618381618381619
ANGPTL2,,0.7881118881118881,0.7670534593611517
ANGPTL4,,,0.7979877265591552
ANKDD1A,,,1.0
ANKRD11,,1.0,
ANKRD13B,0.9666607157101454,,0.9391300399205538
ANKRD28,1.0,,1.0
ANKRD29,,,1.0
ANKRD34A,1.0,,
ANKRD37,1.0,,1.0
ANKRD40,,0.513986013986014,
ANKRD44,1.0,,
ANKS6,1.0,,
ANO6,,0.7300091213134692,
ANO8,,,1.0
ANTXR1,0.8115440115440116,0.932027972027972,
ANXA1,1.0,,1.0
ANXA11,1.0,,1.0
ANXA2,1.0,,1.0
ANXA3,,1.0,
ANXA6,1.0,,1.0
AOAH,1.0,,1.0
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.9336428277604748,,0.8660376822302424
APOBEC3F,0.7803307803307803,,0.7933706671877019
APOD,,,0.7286291689961415
APOL2,0.6911501197215483,,
APOL3,1.0,,1.0
APOL6,0.7283087283087284,,0.7726723037727823
APRT,,,1.0
AQP3,1.0,,1.0
ARAP1,,,1.0
ARAP2,1.0,,1.0
ARF6,1.0,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,1.0,,1.0
ARHGEF1,1.0,,1.0
ARHGEF26,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARL10,,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,1.0,,
ARMCX4,0.6952747252747252,,0.7670534593611517
ARPC2,1.0,,1.0
ARPC3,1.0,,
ARPC5,1.0,,
ARPIN,1.0,,
ARPP21,1.0,,
ARRB1,,,0.8322123421133322
ARRDC2,0.558236635159712,,0.6522463044202176
ARRDC4,,,0.7824397824397825
ARSD,,1.0,
ART3,0.972011291120753,1.0,
ASAP2,1.0,,1.0
ASPHD2,0.558236635159712,,
ATF2,,1.0,
ATF3,,,0.7933706671877019
ATG4B,,,0.7884506797550276
ATL3,0.7118311552700693,,
ATP10A,1.0,,1.0
ATP11A,1.0,,
ATP11C,0.5827576678640508,,
ATP1B2,0.9103859103859104,,0.8660376822302424
ATP1B3,,,0.8322123421133322
ATP5S,1.0,,1.0
ATP6V1B2,1.0,,
ATP7B,0.558236635159712,,
ATP8A1,,1.0,
ATXN1,0.969776939758178,,0.958089529518101
AXL,,1.0,
B2M,0.8742561786040047,,0.8660376822302424
B3GALNT2,1.0,1.0,
B3GAT2,0.5652640042883945,,0.6618381618381619
B3GNT2,0.7211332728574108,,0.7824397824397825
B3GNT5,0.6911501197215483,,
B3GNT9,,,1.0
B4GALT1,,0.8994755244755245,0.7933706671877019
B4GALT2,,,0.7670534593611517
BACE2,,,0.6417824599642781
BACH2,1.0,,
BAMBI,,1.0,0.8239209769822015
BATF3,1.0,,1.0
BBIP1,1.0,,1.0
BBS2,,,1.0
BCAM,1.0,,
BCL6,0.8842566524384706,,0.8602308962021192
BDKRB2,,,0.7933706671877019
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.7933706671877019
BHLHE22,0.8115440115440116,,0.7933706671877019
BHLHE40,1.0,,1.0
BICDL1,,1.0,
BLVRB,,,1.0
BMP1,,0.8994755244755245,
BMP7,1.0,1.0,
BNC2,,,1.0
BNIP3,1.0,,
BNIP3L,1.0,,
BOC,,1.0,1.0
BRD9,1.0,,
BRSK2,,,1.0
BST2,1.0,,1.0
BTBD1,1.0,,
BTBD11,1.0,,1.0
BTG2,0.558236635159712,,0.6417824599642781
BTN2A1,0.6911501197215483,,0.7458811030239602
BTN2A2,0.7118311552700693,,0.7670534593611517
BTN3A1,1.0,,1.0
BTN3A2,1.0,,1.0
BUD31,1.0,,
C11orf54,1.0,,
C12orf45,1.0,,
C15orf39,1.0,,
C15orf40,1.0,,1.0
C1D,1.0,,
C1QL1,0.8611087405057254,,0.8218429921726624
C1R,0.558236635159712,,0.6417824599642781
C1S,,,0.6417824599642781
C1orf226,1.0,1.0,
C3,0.558236635159712,,0.6417824599642781
C3AR1,0.8742561786040047,,0.8602308962021192
C4orf19,1.0,,
C4orf3,0.6911501197215483,,
C5,0.558236635159712,,
C6orf106,,,0.7670534593611517
C9orf64,1.0,,1.0
C9orf72,,0.9656706929434202,
CA10,,,1.0
CA2,,1.0,
CAB39,1.0,,
CABIN1,1.0,,1.0
CACHD1,0.7118311552700693,,
CACNA1C,,,1.0
CACNA1I,1.0,1.0,
CACNA2D1,1.0,,
CACNG5,1.0,,1.0
CAD,0.737163545674184,0.8994755244755245,
CADM3,1.0,,
CADPS,1.0,,1.0
CALCOCO2,1.0,,
CALHM2,0.7769168331668331,,0.7933706671877019
CAMK2N1,1.0,,
CANT1,,,0.7670534593611517
CAP1,1.0,,1.0
