,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.02735446371810008,,0.028346653346653344
ABCB1,0.8932069785502067,,0.9047976315182793
ABCD4,,,0.8606114382511898
ABHD14B,,,0.43448987986803117
ABI3,0.7041659371556279,,0.707352250398608
ABI3BP,0.048926683073024536,,0.06503055767761651
ACAP3,,,0.41777377552025435
ACSL5,0.08825252959331172,,0.10050177095631642
ACTA2,0.08108059605065594,,0.09016284919899378
ACTN4,,,0.7741568776051535
ADA2,0.25656131947522676,,0.28090619058360994
ADAM19,0.10257923894287531,,
ADAM9,,,0.17975926512511878
ADAMTS14,,0.12867132867132866,
ADAMTS4,0.4580518491409581,,0.4707076707076707
ADAMTSL4,,,0.8503996003996004
ADAR,0.7775208980742577,,
ADCY7,0.5279536976784682,,0.5106725335732969
ADGRA2,,,0.47801409117198596
ADGRA3,0.11573042342273113,,
ADGRG5,0.7355648383874192,,
ADM,0.018347506152384202,,
AEBP1,,,0.04651758497912344
AFF2,1.0,,
AGO1,1.0,,
AGT,,,0.11774763697840622
AHNAK,1.0,,
AHRR,1.0,,1.0
AKAP10,0.05572205572205572,,
AKAP11,,0.682156553124295,
AKAP12,,,0.023870865976129134
AKAP8L,,,0.8514603899219283
AKNA,,,0.21728841500704618
ALDH1A3,,,0.7440533322886264
ALDH1L1,1.0,,1.0
ALDOA,0.5874855233262313,,
ALDOC,1.0,,
ALG13,0.031343656343656344,,
ALG8,,0.7025915261209379,
ALKBH5,0.6570265177860114,,
ALOX5AP,0.04140813315125241,,0.041231495776950323
AMOT,1.0,,
AMPD3,0.11573042342273113,,0.08873734960691483
ANGPTL2,,0.38095238095238093,
ANGPTL4,,,0.34117524266778
ANKRD13B,,,1.0
ANKRD28,,,1.0
ANKRD37,0.6468372391939271,,0.6024326141148572
ANTXR1,0.03761238761238762,0.027972027972027972,
ANXA1,0.4630624849602952,,0.44098283987480663
ANXA11,0.3193302424071655,,0.29032750688801645
ANXA2,,,0.2734618322853617
ANXA6,,,0.7248821047947686
AOAH,0.14862959621024138,,0.11041837743408423
AP1S2,1.0,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.16303468394723147,,0.15217677059782325
APOBEC3F,0.12268418277001968,,0.1605904824788945
APOD,,,0.3522365208755741
APOL2,0.1703202457919439,,
APOL3,0.1597437311723026,,0.16281154742693205
APOL6,0.11320233164893359,,0.11565434565434565
AQP3,0.6206450137335666,,0.5914418123444252
ARAP2,1.0,,1.0
ARF6,1.0,,
ARHGAP30,1.0,,1.0
ARHGAP9,0.9420162414717768,,0.9475881261595548
ARHGDIB,0.05572205572205572,,0.060472860472860476
ARHGEF1,1.0,,1.0
ARHGEF26,1.0,,1.0
ARHGEF3,,,1.0
ARHGEF40,,1.0,
ARHGEF6,1.0,,1.0
ARL4C,0.49791636934494077,,
ARL4D,,,1.0
ARMCX4,,,0.8186897847914798
ARPC2,1.0,,
ARPP21,1.0,,
ARRDC2,0.15744720395883188,,0.1605904824788945
ART3,0.7804384964148278,,
ATG4B,,,0.2382346894982274
ATP10A,1.0,,1.0
ATP1B2,1.0,,1.0
ATP8A1,,1.0,
ATXN1,0.14678004921907362,,0.1385266317393014
B2M,0.03761238761238762,,0.03239617525331811
B3GALNT2,,1.0,
B3GAT2,,,1.0
B3GNT2,1.0,,1.0
B4GALT1,,,0.3143118279896395
BACE2,,,0.1763791763791764
BAMBI,,0.055944055944055944,0.02000940236234354
BATF3,0.018347506152384202,,0.023870865976129134
BBS2,,,1.0
BCAM,0.5548252652325051,,
BCL6,0.03419307964762511,,0.03618721703828087
BDKRB2,,,0.03618721703828087
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.1700799200799201
BHLHE22,0.8493587337517974,,
BHLHE40,0.6351601490194241,,0.6431268048580121
BMP7,0.868951609138525,,
BOC,,0.42424242424242425,
BRSK2,,,0.7567270742216747
BST2,0.08825252959331172,,0.07849842465227082
BTBD1,1.0,,
BTBD11,0.1725079431846349,,0.17429677760256274
BTN2A1,0.32269718917446194,,
BTN2A2,0.12007710599259895,,0.11774763697840622
BTN3A1,0.17976508785332312,,0.18973058813696267
BTN3A2,0.08108059605065594,,0.09437960883047589
C1QL1,0.3940345368916797,,0.375073606745161
C1R,0.03419307964762511,,0.02000940236234354
C1orf226,1.0,,
C3,0.018347506152384202,,0.02000940236234354
C3AR1,0.018347506152384202,,
C9orf64,,,0.6787839699803583
CABIN1,0.431774857795266,,0.45168765660568944
CACNG5,1.0,,1.0
CAD,0.46235715504008196,,
CADPS,0.6187319174332162,,
CALHM2,0.08825252959331172,,0.060472860472860476
CAP1,1.0,,1.0
CAPG,0.20714068540155495,,0.21821574651763329
CAPRIN2,,,0.18973058813696267
CARMIL2,1.0,,
CASP1,0.018347506152384202,,0.02000940236234354
CASP10,0.04140813315125241,,0.04409479409479409
CASP7,0.14985014985014986,,
CAST,1.0,,1.0
CAVIN1,,,0.5972759634731466
CBS,1.0,,
CCDC80,,,0.40509063585986665
CCDC85C,1.0,,
CCL19,0.031343656343656344,,0.02000940236234354
CCL2,0.018347506152384202,,0.02000940236234354
CCL28,0.031343656343656344,,
CCL4,0.03761238761238762,,
CCL5,0.018347506152384202,,0.02000940236234354
CCND3,0.5821163315620078,,0.5966870009423201
CCR1,0.02735446371810008,,
CCR2,0.06563235422295825,,0.07710289710289711
CCR5,0.031343656343656344,,0.023870865976129134
CD164,,,0.47959873025147176
CD2,0.031343656343656344,,0.02000940236234354
CD200R1,0.21182427680622626,,0.1700799200799201
CD27,0.018347506152384202,,0.02000940236234354
CD274,0.07522477522477522,,0.07455558140489647
CD276,,0.027972027972027972,
CD300A,0.15573879245754246,,
CD37,0.031343656343656344,,0.028346653346653344
CD3E,0.018347506152384202,,0.023870865976129134
CD4,0.03761238761238762,,0.05756551141166526
CD44,0.27203928147324374,,0.24567099567099568
CD47,0.07522477522477522,,
CD48,0.018347506152384202,,0.02000940236234354
CD53,0.03761238761238762,,0.03239617525331811
CD6,0.4502230936146149,,0.46032500108587066
CD74,0.018347506152384202,,0.02000940236234354
CD84,0.05572205572205572,,0.07849842465227082
CD86,0.018347506152384202,,
CD8A,0.018347506152384202,,0.02000940236234354
CDC42EP1,,,1.0
CDC42SE2,0.47106776718427207,,
CDH13,0.7060030133800625,,0.6803196803196804
CDH2,0.9220210981678872,,
CDH6,1.0,,1.0
CDK10,,,0.9454144265277467
CDK5RAP2,,1.0,
CDK6,0.40383826699616177,,
CDKN2D,0.507370849291224,,
CEACAM21,0.24390285482435656,,0.21912918542132026
CEBPD,0.02735446371810008,,0.023870865976129134
CEMIP,1.0,,1.0
CEP78,1.0,,1.0
CFB,,,0.02000940236234354
CFLAR,0.018347506152384202,,0.023870865976129134
CGAS,1.0,,1.0
CHD7,0.9532092456280182,,
CHI3L1,,,0.30791227121502346
CHI3L2,0.7716125458699716,,0.7567270742216747
CHPF,1.0,,1.0
CIB1,0.507370849291224,,0.4922209573372365
CISH,0.32512402851385896,,0.33201229907816737
CLCN6,,,1.0
CLDND1,0.6590069594271275,,
CLEC2B,0.2981882981882982,,0.27212787212787215
CLIC5,1.0,,1.0
CLN6,,0.7025915261209379,
CLSTN2,,,1.0
CLVS2,,,1.0
CMPK2,0.018347506152384202,,
CMTM7,0.05248240131961063,,0.041231495776950323
CNKSR2,,,1.0
CNR1,,,0.15217677059782325
CNTNAP1,1.0,,1.0
COL4A5,0.5056382296948334,0.5762237762237762,
COL4A6,0.4235019479235418,0.46046261430876817,
COQ10B,1.0,,
CORO1A,0.04424986777927954,,0.03618721703828087
COTL1,1.0,,
CPT1A,0.5991645116371593,,0.5912301983730555
CROCC,0.48706688994458786,,
CRTC3,,1.0,
CRY1,1.0,,1.0
CRYBG1,0.5194505263789327,,0.47959873025147176
CSF1,0.12077372169115289,,0.15217677059782325
CSGALNACT1,1.0,,
CSMD2,0.5056382296948334,,
CSRNP1,1.0,,
CSRP1,0.048926683073024536,,0.07849842465227082
CTBS,,,1.0
CTDSP2,,,0.9551418878151552
CTNNBIP1,1.0,1.0,1.0
CTSB,,,0.056224766968568624
CTSC,,,0.060472860472860476
CTSO,0.2209398992615776,,0.17975926512511878
CTSS,0.03419307964762511,,0.03618721703828087
CTSZ,0.5279536976784682,,0.47801409117198596
CUEDC1,1.0,,
CXCL10,0.018347506152384202,,0.02000940236234354
CXCL16,0.03761238761238762,,
CXCL8,,,0.02000940236234354
CXCL9,0.018347506152384202,,0.023870865976129134
CYBA,0.08407474878063113,,0.09258788548729377
CYLD,0.6349099618330388,,
CYP27A1,,,0.15217677059782325
CYTH4,1.0,,1.0
DACT2,0.32391404629364967,,0.3247447416631707
DAPP1,0.7848254108096627,,0.8227121715493808
DAZAP2,1.0,,
DDAH1,,,0.582431956532676
DDIT4,0.12089696018267447,,
DDX11,0.21300205171172915,,0.24501023452072404
DDX3Y,1.0,,1.0
DDX56,,,1.0
DDX58,0.03761238761238762,,
DENND1C,0.4590923782100253,,0.3862333631786082
DENND4A,0.30267956895175835,,
DEPP1,0.5199869255168794,,0.5050332320740484
DES,0.5595370921213618,,0.5932645553498633
DGKA,0.7582657342657344,,0.7483516483516482
DGLUCY,1.0,,
DIP2A,,,0.21374028270579995
DLL1,0.8932069785502067,,
DNAJC1,0.6295635694777326,,0.6319483269024554
DNHD1,,,1.0
DOCK1,,0.18074233458848843,
DOCK10,1.0,,1.0
DOCK8,0.449468031968032,,0.43707688959085605
DOK5,1.0,,
DPP10,1.0,,
DPP7,0.8578764688821614,,0.8403948992184286
DPY19L1,0.6031093089916619,,
DRAP1,0.3520268032802852,,
DTX3L,0.12101376883985579,,0.1385266317393014
EFNA1,0.3287133035032194,,0.2981647981647982
EFS,1.0,,
EFTUD2,1.0,,1.0
EHD1,1.0,,
EIF1AY,1.0,,1.0
EIF2AK2,0.09552352409495267,,
EIF4H,1.0,,
ELF1,0.02735446371810008,,0.023870865976129134
EMB,0.2954447365323498,,0.256551529278802
EMID1,1.0,,1.0
EMILIN3,0.4290313267295365,,
EML3,1.0,,1.0
EMX2,0.12958889849646152,,0.09258788548729377
ENO2,1.0,,
ENPP2,,,0.47959873025147176
ENTPD1,0.018347506152384202,0.037296037296037296,
EPAS1,,0.46046261430876817,
EPHA10,,0.7025915261209379,
EPHA7,0.09846174767640736,,
EPHA8,0.7040665945624623,,
EPHB1,,,1.0
EPSTI1,0.2573479152426521,,0.2382346894982274
ERO1A,0.11116961855878113,,
ESYT1,1.0,,1.0
ETS1,0.058685994856207624,,0.05756551141166526
ETV6,0.21416306113815012,,0.19588971339944103
ETV7,0.4587782587782588,,0.44604981795064436
EVI2A,0.07279816957236313,,0.07710289710289711
EVI2B,0.03419307964762511,,0.023870865976129134
EXOG,1.0,,1.0
F3,,,0.04409479409479409
F8,0.2954447365323498,,
FABP5,0.25897053765906225,0.3356643356643356,0.256551529278802
FAM102A,0.2954447365323498,,0.28256088958964354
FAM107A,1.0,,1.0
FAM117A,1.0,,
FAM129A,0.3193302424071655,,0.347225474821914
FAM13C,,,0.9978907810939062
FAM162A,1.0,,
FAM219B,,,0.8403948992184286
FAM222A,,,0.5795927373597276
FAM78A,1.0,,1.0
FAM92A,,,1.0
FAS,0.031343656343656344,,
FASLG,0.04140813315125241,,0.03618721703828087
FAT1,,1.0,
FBLN5,0.6552348285963507,,0.5968842478276442
FBN1,,,0.34218460111317256
FBXO32,1.0,,1.0
FBXO6,0.4426104198831472,,
FBXW4,,,1.0
FEM1C,0.681871143409605,,
FGD3,1.0,,1.0
FGF11,0.5056382296948334,,
FGF12,0.7094369045588558,,0.6924411891004318
FGF14,,,0.2707851359167148
FGL2,0.03419307964762511,,0.023870865976129134
FILIP1L,,,0.19167737024879883
FKTN,0.4170492719715518,,
FLNC,,,0.5741234375380717
