,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.11283716283716283,,0.11905594405594407
ABCB1,1.0,,1.0
ABCD4,,,0.7173667916242175
ABHD14B,,,0.9153894885602204
ABI3,1.0,,1.0
ABI3BP,0.24583259877377522,,0.2545080818462114
ACAP3,,,1.0
ACSL5,0.39322041594768864,,0.39547038327526135
ACTA2,0.8737765302182481,,0.813064983796691
ACTN4,,,1.0
ADA2,0.8384428071928072,,0.7911409857111215
ADAM19,0.8042389575866898,,
ADAM9,,,0.9038333329914439
ADAMTS14,,0.48018648018648014,
ADAMTS4,0.7086138919085554,,0.6924373336587076
ADAMTSL4,,,0.7360567143699674
ADAR,1.0,,
ADCY7,0.7250170643835803,,0.7580705009276437
ADGRA2,,,0.7173667916242175
ADGRA3,0.3876969184661492,,
ADGRG5,0.14404744191978236,,
ADM,0.19387828666179183,,
AEBP1,,,0.605625828177757
AFF2,1.0,,
AGO1,1.0,,
AGT,,,0.7709230022314135
AHNAK,0.440528649432759,,
AHRR,1.0,,1.0
AKAP10,0.25225074326870733,,
AKAP11,,0.24575424575424576,
AKAP12,,,0.382137011924246
AKAP8L,,,0.8948481324291261
AKNA,,,1.0
ALDH1A3,,,0.09718852575995433
ALDH1L1,0.14104645354645357,,0.09718852575995433
ALDOA,0.33588736844550793,,
ALDOC,0.27199918725342453,,
ALG13,0.30168269230769235,,
ALG8,,0.2125874125874126,
ALKBH5,0.5068498574596135,,
ALOX5AP,0.15044955044955044,,0.12958470101327244
AMOT,1.0,,
AMPD3,0.31281589697431283,,0.299801893022232
ANGPTL2,,1.0,
ANGPTL4,,,0.1651261359999224
ANKRD13B,,,0.9153894885602204
ANKRD28,,,0.9038333329914439
ANKRD37,1.0,,1.0
ANTXR1,0.143285286142429,0.12307692307692308,
ANXA1,0.6437327953220374,,0.6657283735031724
ANXA11,0.19433066933066934,,0.1651261359999224
