,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.6906233698042571,,0.6744121263352033
AADAT,0.5849521906664764,,0.6316040647250839
ABCA1,,,0.7717922152059444
ABCA5,,1.0,0.940121767483331
ABCB1,0.7180672588281285,0.7336927778104249,0.6920639601362494
ABCB8,,,0.6920639601362494
ABCD4,1.0,,1.0
ABHD14B,1.0,,1.0
ABHD2,,,1.0
ABI3,1.0,,1.0
ABI3BP,0.8253366842217017,,0.8419989752367975
ABL1,1.0,1.0,
ABLIM1,1.0,,1.0
ABRACL,1.0,,
ACACB,1.0,,1.0
ACAP3,1.0,,1.0
ACAT2,,1.0,1.0
ACBD4,0.9796235331748296,,0.968451990580547
ACER3,0.884526213989204,,0.8600052859761599
ACIN1,0.9775620307294515,,
ACKR3,,,1.0
ACO1,,1.0,
ACOT8,1.0,,
ACSL4,,1.0,
ACSL5,1.0,,1.0
ACSL6,1.0,,1.0
ACSS3,,,0.7279809742496309
ACTA2,1.0,,1.0
ACTB,,0.8598910115155604,0.8255909504029805
ACTG1,0.7180672588281285,0.782946782946783,
ACTL6A,1.0,,
ACTN1,,0.8329302276670698,0.8048319923319923
ACTN2,,,1.0
ACTN4,1.0,,1.0
ACTR10,1.0,,1.0
ACTR2,1.0,,
ACVR1C,,,0.856014771745109
ACVR2B,0.9824358066849724,,0.897849250517464
ADA2,1.0,,1.0
ADAM12,,,1.0
ADAM19,1.0,,1.0
ADAM22,,1.0,1.0
ADAM33,0.777541007379717,0.8271464218600783,
ADAM9,1.0,1.0,1.0
ADAMTS1,,0.7953538998315118,0.7629430655181728
ADAMTS10,1.0,,
ADAMTS12,,1.0,1.0
ADAMTS14,1.0,1.0,
ADAMTS4,0.6906233698042571,,0.6920639601362494
ADAMTS7,0.8537134271731428,,
ADAMTS8,,1.0,
ADAMTS9,1.0,1.0,
ADAMTSL4,,,0.7128450496871549
ADAR,1.0,,1.0
ADCK1,,,1.0
ADCY3,,,0.7128450496871549
ADCY4,0.7156925353127885,,0.6920639601362494
ADCY7,0.7162925570005216,,0.6920639601362494
ADCY9,0.7293564278858397,,0.7019446071170209
ADCYAP1,0.5576225576225576,,
ADD3,1.0,,1.0
ADGRA2,,,1.0
ADGRA3,1.0,1.0,1.0
