,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
A2M,0.03054479766808534,,0.030604566037636904
AADAT,1.0,,1.0
AARS2,,1.0,
ABCA1,0.3067408781694496,,0.3093907066643191
ABCA5,,1.0,1.0
ABCB1,0.727163774477327,0.7711470347833983,0.6679946649894059
ABCB8,,,0.7234672169169986
ABCC8,,,1.0
ABCD1,1.0,,
ABCD4,1.0,,1.0
ABHD14B,1.0,,1.0
ABHD2,,,1.0
ABHD6,,1.0,
ABI3,0.14027981151268823,,0.0933182670987549
ABI3BP,0.040067748962627665,,0.030604566037636904
ABL1,0.11678011023346538,0.11807502841985602,
ABLIM1,0.5120213120213121,,0.41680600101652737
ABRACL,1.0,,
ACAA1,,,1.0
ACACB,1.0,,1.0
ACADM,,1.0,
ACAP3,0.1958041958041958,,0.2032230626516341
ACAT2,,1.0,1.0
ACBD4,1.0,,1.0
ACER3,1.0,,1.0
ACIN1,1.0,,
ACKR1,,0.030922719664441517,
ACKR3,,,0.06556419359187526
ACO1,,1.0,
ACOT8,1.0,,
ACOT9,,,1.0
ACP2,,0.05314685314685315,
ACSF2,,,1.0
ACSL4,,1.0,
ACSL5,1.0,,1.0
ACSL6,1.0,,1.0
ACSS3,1.0,,1.0
ACTA1,,0.14103695657093715,
ACTA2,0.03054479766808534,,0.025797211637919603
ACTB,,0.40803171458562576,0.34165456471694655
ACTG1,0.7807949626131445,0.8249378732541252,
ACTL6A,1.0,1.0,
ACTN1,,0.030922719664441517,0.025797211637919603
ACTN2,,,0.03470339184624899
ACTN4,0.08633109177573788,,0.06268999817386914
ACTR10,1.0,,1.0
ACTR2,0.8808163307066014,,
ACTR3,1.0,,
ACVR1C,,0.1491798935888393,0.06556419359187526
ACVR2B,0.07490184234370281,,0.0393930393930394
ACYP2,,,1.0
ADA2,0.3860679198102511,,0.34553217243715834
ADAM11,,0.023582478127932675,
ADAM12,,,0.018106117484999473
ADAM19,0.021388683259186855,,0.018106117484999473
ADAM22,,0.02594072594072594,0.025797211637919603
ADAM23,0.021388683259186855,,0.018106117484999473
ADAM33,0.021388683259186855,0.02594072594072594,
ADAM9,0.025519544832849555,0.02594072594072594,0.018106117484999473
ADAMTS1,,0.02594072594072594,0.018106117484999473
ADAMTS10,0.021388683259186855,,
ADAMTS12,,0.02594072594072594,0.018106117484999473
ADAMTS14,0.025519544832849555,0.023582478127932675,
ADAMTS4,0.03054479766808534,,0.018106117484999473
ADAMTS7,0.021388683259186855,0.023582478127932675,
ADAMTS8,,0.023582478127932675,
ADAMTS9,0.025519544832849555,0.023582478127932675,
ADAMTSL4,,0.05314685314685315,0.04759322310342719
ADAR,1.0,,1.0
ADCK1,1.0,,1.0
ADCY3,,,0.40279295549446126
ADCY4,0.46247086247086244,,0.36573021074866097
ADCY7,0.39700971811063557,,0.3257544747516094
ADCY8,,,0.1378756378756379
ADCY9,0.2586781514075912,,0.23371211670236586
ADCYAP1,0.23180779616423183,,
ADD3,0.12407496195618187,,0.07696593835207696
ADGRA1,,,0.2658315777486762
ADGRA2,,,0.19227886365695554
ADGRA3,0.1340867530603145,0.16725960606557622,0.12180020536566498
ADGRB1,,,0.06268999817386914
ADGRG3,,,0.9372648349026302
ADGRG5,0.6400781263624157,,0.5848518122318279
ADM,0.07490184234370281,,0.1051617934734818
ADM2,,0.6183493925429409,0.5921266233766234
ADNP,0.37469968048480445,,0.37174018641908546
ADORA1,0.16153009985609104,,
ADORA2B,0.33535228329154576,,0.3029401970578441
ADPGK,,,1.0
ADPRH,1.0,,1.0
ADRA1A,,,0.21725326953358098
ADRA2C,0.23900095032859953,,0.21104687168035582
ADSL,1.0,,1.0
ADSSL1,,1.0,
ADTRP,0.18708514467748394,,0.1970570222318474
AEBP1,,0.02594072594072594,0.030604566037636904
AES,1.0,,1.0
AFF1,1.0,,1.0
AFF2,0.3277868768497214,,0.29121727423425725
AGAP2,,0.1526890830688299,
AGAP9,1.0,,1.0
AGFG2,1.0,,1.0
AGMAT,1.0,,1.0
AGO1,1.0,1.0,
AGO3,1.0,,1.0
AGPAT2,,1.0,1.0
AGPAT3,,0.16359016359016362,0.17317336129217317
AGT,,,0.04759322310342719
AGTPBP1,0.5311880462290672,0.5486743472354983,
AGTRAP,,,1.0
AHCY,1.0,,
AHCYL2,1.0,,1.0
AHI1,1.0,,1.0
AHNAK,0.9715501889414933,,0.8280124277373245
AHRR,1.0,,1.0
AIF1,0.021388683259186855,,0.030604566037636904
AIF1L,1.0,,
AIMP1,,1.0,
AIP,1.0,,
AK2,1.0,,1.0
AK5,,,1.0
AKAP1,0.47704730799286676,,0.33741969605347216
AKAP10,1.0,,1.0
AKAP11,,1.0,
AKAP12,0.2715411052647586,,0.21725326953358098
AKAP6,,0.9764679764679765,
AKAP7,0.22409751052967136,,0.22963469790603275
AKAP8L,1.0,1.0,1.0
AKIRIN2,1.0,,1.0
AKNA,1.0,,1.0
AKR1B1,1.0,,1.0
AKR7A3,,,0.5961643333338512
AKT1,0.19362997924734696,,
AKT2,0.26325504483709916,,0.21593221593221595
ALAD,,,1.0
ALAS1,,,1.0
