,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.02016016770115131,0.02027728369191784,,0.015516398495121899
AAGAB,,,1.0,
ABAT,,,1.0,
ABCA1,0.3040189209454243,,0.25766195219571425,
ABCA5,1.0,1.0,,
ABCA8,0.11289693912644733,0.09757847786016802,0.10243104627553873,0.046986570476503356
ABCB1,,0.5653021367307082,,
ABCC1,,,1.0,
ABCC9,0.6889917899689887,,,
ABI3,,0.0932625067240452,0.08587531190270915,
ABI3BP,0.027328227328227327,,,
ABLIM1,,0.32512841489219446,,
ABLIM2,0.8583758306408538,,,
ABRACL,,1.0,1.0,
ABTB1,,1.0,,
ACACA,,1.0,,
ACKR3,0.07800781308243995,0.04861804861804862,,
ACO2,,1.0,,
ACOT9,1.0,,1.0,
ACSL1,1.0,,,
ACSL3,,1.0,,
ACSL4,1.0,,1.0,
ACSL5,,1.0,1.0,1.0
ACSL6,,,1.0,
ACSS1,1.0,,,1.0
ACSS3,1.0,,1.0,
ACTA2,,,0.021902204937919226,
ACTB,,0.30112208053384526,0.29320293307928547,
ACTN1,,0.015926602133498686,,
ACTN4,,0.04646877512731172,0.05010866570755151,
ACTR3,,,1.0,
ADA,0.3704747135709479,,,0.17743081660607435
ADA2,,0.2668243918243918,,
ADAM17,0.022359458723095086,,0.025453146075714167,
ADAM19,0.02016016770115131,,0.015724659955429186,
ADAMTS12,,0.01371895431301372,,
ADAMTS4,,,0.021902204937919226,
ADAMTS9,0.02016016770115131,,,
ADAMTSL3,,,0.3309958407409682,
ADARB2,1.0,,,
ADCY1,0.37682400415319667,,0.3781055823609015,
ADCY2,,0.07123981417040544,,
ADCY7,,,0.28529725725987404,
ADCY8,0.1510244141823089,,0.14152193959886267,
ADCYAP1R1,,0.02664643049258434,0.04699323664840906,
ADD2,,,0.036690873229334765,
ADGRA2,,,0.16834635952283009,
ADGRB1,0.039457868334873684,,,
ADGRB2,,,0.8921727487172515,
ADGRB3,,,0.22547386168648625,
ADGRG5,,0.5004644950736595,0.5158943301087939,
ADGRL3,0.6312820512820513,,0.6491376703390838,
ADM,,0.056478847239716815,0.05010866570755151,
ADRA2A,0.4155942871357891,,0.3589245057268313,
AFAP1L2,,0.08511144874781239,,
AFDN,,0.02969173683459398,0.021902204937919226,
AFF2,0.30195251177394034,0.27943223443223447,,
AFF3,0.022359458723095086,,0.01847869644479814,
AGA,,,0.6666817503054436,
AGAP2,0.13497478131624474,,0.09125918724133011,
AGFG2,,,1.0,
AGRN,0.02016016770115131,,0.015724659955429186,
AHI1,1.0,,,
AHRR,,,1.0,
AIF1,,0.01371895431301372,0.015724659955429186,
AIFM1,1.0,,1.0,
AJAP1,0.4123780411205561,,0.37252575504724506,
AK5,,1.0,,
AKAP12,,,0.2117337517678233,
AKAP13,,,0.9244096088905956,
AKAP5,,,0.4974493187420944,
AKNA,,1.0,1.0,
AKR1B1,1.0,,1.0,
AKR1C1,0.06987330850967215,,,
AKR1C2,1.0,,,
AKR7A2,,,1.0,
ALCAM,,0.02027728369191784,,
ALDH2,,1.0,,
ALDH5A1,,1.0,,
ALDH6A1,,1.0,,
ALDOA,,1.0,,
ALDOC,,1.0,1.0,
ALKBH5,,1.0,1.0,
ALOX5AP,,0.01371895431301372,0.01847869644479814,0.011365258118504872
ALPK1,,1.0,,1.0
ALPL,,1.0,,
ALS2CL,0.11541532900756202,0.09499483967569075,,
ALYREF,,1.0,,1.0
AMER2,,,0.3528191924693382,
AMIGO2,0.022359458723095086,,,
AMMECR1,0.09787098714434354,,0.06830761376215921,
AMOT,,,0.46478784373521215,
AMOTL1,0.8458234192391842,,0.8088900346964862,
AMOTL2,0.6312820512820513,,,
AMPD2,,0.49926996080842234,,
AMPH,,,1.0,
AMT,1.0,,,
ANGPT1,,0.015926602133498686,,
ANGPTL2,,0.037073294598378215,,
ANK1,0.11786935109618817,,,
ANKDD1A,,,1.0,
ANKRD29,0.21136675824175824,,0.21583492649482497,
ANKRD33B,1.0,,0.9952969952969953,
ANKRD36,,1.0,,
ANKRD37,1.0,,1.0,
ANKRD46,,0.0932625067240452,,
ANKRD50,1.0,,1.0,
ANKS1B,,,0.4672470386756101,
ANLN,,,0.22976197356362646,
ANOS1,0.1563267241233343,,,
ANP32B,,1.0,1.0,
ANTXR2,,,0.10970999650244934,
ANXA1,,0.17771406949763663,0.15706891978078422,
ANXA11,,1.0,1.0,
ANXA2,,,0.33776476124173005,
AOAH,,0.023385896803618324,0.05010866570755151,
AP1AR,0.18843253520672876,0.15010822510822514,,
AP1S2,,0.5933317000661346,0.7003383859875887,
AP5Z1,,1.0,,
