,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.026223776223776224,0.013910332092150273,,0.0100851529422958
AAGAB,,,1.0,
ABCA5,1.0,1.0,,
ABCA8,0.09184845005740529,0.0546819951208666,0.07997700305392613,0.038674369109151716
ABCC1,,,1.0,
ABCC9,0.7454870710684665,,,
ABI3,,0.07900408197144101,0.06484700709624722,
ABI3BP,0.022680022680022678,,,
ABLIM1,,0.2775154452173086,,
ABRACL,,1.0,1.0,
ACKR3,0.07032074071180217,0.049705071998065634,,
ACOT9,1.0,,1.0,
ACSL4,1.0,,1.0,
ACSL5,,1.0,1.0,1.0
ACSL6,,,1.0,
ACSS1,1.0,,,
ACSS3,1.0,,1.0,
ACTA2,,,0.014213634466799024,
ACTB,,0.22090712819189642,0.27629850464496136,
ACTN4,,0.047847917554757945,,
ADA,0.29164278344606215,,,0.17225441225441226
ADA2,,0.24296311064206944,,
ADAM17,0.03024003024003024,,,
ADAM19,,,0.014213634466799024,
ADAMTS12,,0.013910332092150273,,
ADAMTS9,0.017482517482517484,,,
ADARB2,1.0,,,
ADCY1,,,0.3484067334534624,
ADCY2,,0.05720136561258057,,
ADCY7,,,0.31836362870845625,
ADCY8,0.12096012096012096,,0.08800928800928802,
ADCYAP1R1,,,0.029165639555249943,
ADGRB1,0.04023373886387585,,,
ADGRB2,,,0.8291011314267128,
ADGRL3,0.6559637545553039,,0.6163426478883892,
ADM,,0.03438509056486584,0.0534703391846249,
ADRA2A,0.38978772706583353,,0.2889274468221837,
AFDN,,,0.022457542457542456,
AFF2,,0.20541558897723283,,
AFF3,0.026223776223776224,,0.016635216635216634,
AGAP2,0.12418075198344257,,0.0822388878726907,
AGRN,0.04023373886387585,,0.016635216635216634,
AHRR,,,1.0,
AIF1,,0.013910332092150273,0.014213634466799024,
AIFM1,1.0,,1.0,
AJAP1,0.41958041958041953,,0.3287510968119333,
AK5,,1.0,,
AKAP12,,,0.18673667688984974,
AKAP5,,,0.4208331073479935,
AKNA,,1.0,1.0,
AKR1B1,1.0,,1.0,
AKR1C1,0.05698005698005698,,,
AKR7A2,,,1.0,
ALCAM,,0.019638115894800388,,
