,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.16795449448510671,0.0463470955274234,,0.01901040136334254
AAGAB,1.0,,1.0,
AARS,,1.0,,
AATK,1.0,1.0,,
ABAT,,,1.0,
ABCA1,0.23854406463102118,,0.1564002035700149,
ABCA2,,1.0,,
ABCA3,0.9516804781121962,,,
ABCA5,0.10160210160210159,0.06353197364433319,,
ABCA7,0.3331097473954617,,,
ABCA8,0.20574425574425576,0.07311653863378001,0.12130552374454814,0.032865439645100664
ABCB1,1.0,1.0,,
ABCB6,,,0.5375564490005906,
ABCB9,0.9091210064558848,,,
ABCC1,1.0,,1.0,
ABCC9,0.8589995862723135,,0.7400222965440357,
ABCD4,,,1.0,
ABCF1,,1.0,,
ABCG1,0.10160210160210159,0.0463470955274234,,
ABCG2,,,1.0,
ABHD12,1.0,1.0,,
ABHD14B,,,0.7174483756890229,
ABHD17A,,0.10814322289732126,,
ABHD3,,0.4642319913255874,0.5086288530572177,
ABHD5,1.0,,,
ABI2,,1.0,,
ABI3,,1.0,1.0,
ABI3BP,0.23854406463102118,,0.1410929496035879,
ABLIM1,,1.0,,
ABLIM2,1.0,1.0,1.0,
ABLIM3,,1.0,,
ABRACL,,1.0,1.0,
ABT1,,1.0,,1.0
ABTB1,,0.8797935458536004,0.9374702678274107,
ACAA1,1.0,1.0,,
ACACA,,1.0,,
ACAD8,1.0,,,
ACADM,,1.0,1.0,
ACADSB,1.0,,,
ACAN,0.7000749722866926,0.47342862508739286,,
ACER3,1.0,1.0,,
ACIN1,,1.0,,
ACKR1,0.20574425574425576,,0.12130552374454814,
ACKR3,0.25988748094011255,0.17331327676155264,,
ACO2,1.0,1.0,,
ACOT9,1.0,,1.0,
ACP1,,1.0,,
ACP2,,,0.6982198299625685,
ACRBP,,,1.0,
ACSBG1,,,1.0,
ACSL1,0.5814883370993097,0.42664608119153574,,
ACSL3,,1.0,,
ACSL4,1.0,1.0,1.0,
ACSL5,,0.21887789629725113,0.22632657444944135,0.13585777280044797
ACSL6,,1.0,1.0,
ACSS1,1.0,,,1.0
ACSS3,1.0,1.0,1.0,
ACTA2,0.31224060492353173,,0.2218239506971901,
ACTB,1.0,1.0,1.0,
ACTC1,1.0,,,1.0
ACTG1,,,0.36840936840936844,
ACTG2,0.7439340320696253,0.5737386778775296,,
ACTN1,,0.6661919557581926,0.6982198299625685,
ACTN4,,1.0,1.0,
ACTR2,,,1.0,
ACTR3,1.0,1.0,1.0,
ACVR1,,0.4681942261560096,0.50029556242574,
ACVR2A,,0.9535718518769366,0.9753418895452062,
ACVR2B,,0.7511086150831103,0.7400222965440357,
ADA,0.29015215553677093,,0.23606813898076034,0.09669857701353764
ADA2,,0.45428076197306966,,
ADAM10,0.5312086757173462,,0.38180607271516365,
ADAM11,0.4132102207416016,,0.22632657444944135,
ADAM17,0.45053486659326075,,0.30218895029021614,
ADAM19,0.38214521796611345,,0.2504293289791779,
ADAM22,,0.4015245454934171,0.4397766282583036,
ADAM33,0.4090821459242512,,,0.14915853377391838
ADAM9,,,0.44018567639257294,
ADAMTS1,,0.1557340964120625,,
ADAMTS10,0.34077723518717307,,,
ADAMTS12,0.35446575896014093,0.1843808365547496,,
ADAMTS14,,0.2146038779702146,,
ADAMTS18,,,0.12130552374454814,
ADAMTS4,0.8589995862723135,,0.7942623578512081,
ADAMTS7,0.34077723518717307,0.17331327676155264,0.20326034119137568,
ADAMTS9,0.7600170321481797,,,
