,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.03750635329582698,0.039800199800199804,,0.0228617536309844
AAGAB,1.0,,1.0,
ABAT,,,1.0,
ABCA1,0.18718066074894268,,0.13018160546677657,
ABCA2,,0.1120982022269576,,
ABCA5,1.0,1.0,,
ABCA8,0.8325688314019701,0.7171987848217356,0.726963644090716,0.5697934877622377
ABCB1,0.15326585179526356,0.1451048951048951,,
ABCC1,,,1.0,
ABCC9,0.36663819272514925,,,
ABCG1,0.2677285608639968,,,
ABI3,,0.2235966280910101,0.26589141195882765,
ABI3BP,0.032946505549245275,,,
ABLIM1,,0.549664540645375,,
ABLIM2,1.0,,,
ABRACL,,1.0,1.0,
ABT1,,1.0,,
ABTB1,,1.0,,
ACACA,,0.9673659673659674,,
ACADM,,,1.0,
ACADSB,1.0,,,
ACAN,0.05214297897224726,0.059299833293641344,,
ACKR1,,,0.03196803196803197,
ACKR3,0.05214297897224726,0.059299833293641344,,
ACO2,,1.0,,
ACOT9,1.0,,1.0,
ACSL1,0.14279613516254738,0.11656962284577348,,
ACSL3,,0.04957320259811363,,
ACSL4,0.0415387721087203,,0.03196803196803197,
ACSL5,,0.039574062301335027,0.03196803196803197,0.02097902097902098
ACSL6,,0.039800199800199804,0.03196803196803197,
ACSS1,1.0,,,1.0
ACSS3,0.589134956564297,,0.5668104350739082,
ACTA2,0.10141966467267673,,0.08637863265402769,
ACTB,1.0,1.0,1.0,
ACTG1,,,1.0,
ACTN1,,0.10553083280356007,0.14745254745254746,
ACTN4,,0.4648991784914115,0.46904089288195244,
ACTR3,1.0,,1.0,
ACVR2A,,0.039800199800199804,,
ADA,0.11677398232020081,,0.10875524475524474,0.05311709567028716
ADA2,,0.3195197405723721,,
ADAM17,0.1599495395115833,,0.12441612441612443,
ADAM19,1.0,,1.0,
ADAM33,0.1753144349955284,,,
ADAMTS10,0.9333738886811513,,,
ADAMTS12,,0.7910039709034684,,
ADAMTS4,,,0.5315262057530099,
ADAMTS9,0.07365426093341289,,,
ADAMTSL3,0.43662842452555006,,0.41781994229546676,
ADARB2,1.0,,1.0,
ADCY1,0.06238897289480947,,0.05955334987593052,
ADCY2,0.21378621378621382,0.1966870338963362,,
ADCY7,,0.23670236013986012,0.26454901031172223,
ADCY8,0.13011857252694947,,0.09274935590725064,
ADCYAP1,,,0.056414174061232884,
ADCYAP1R1,0.04776074988840947,0.039574062301335027,0.03948992184286302,
ADD2,,,1.0,
ADD3,1.0,,,
ADGRA2,,,0.24727934787106384,
ADGRB1,0.06484324499030382,0.04371360856716505,,
ADGRB2,0.09316371701692802,,0.09549071618037136,
ADGRB3,,,0.46970850931246966,
ADGRG1,0.1500716032735737,,,
ADGRG5,,0.0827097902097902,0.11233388125818404,
ADGRL3,1.0,,0.9912716699898295,
ADI1,1.0,,,
ADM,,0.039574062301335027,0.03196803196803197,
ADRA2A,0.04433354663769411,,0.04607157548334019,
ADSS,1.0,,,
AFAP1L2,,0.22628085068655593,,
AFDN,,0.6111329275476144,0.6713286713286712,
AFF2,0.08764547349756353,0.06467532467532468,,
AFF3,0.13672374137490417,,0.13325049241873438,
AGA,,,0.7761480396859457,
AGAP1,,1.0,,
AGAP2,1.0,,1.0,
AGAP3,,1.0,,
AGFG2,1.0,,1.0,
AGRN,0.04433354663769411,,0.03661792752701844,
AHI1,1.0,,,
AHNAK2,,1.0,,
AHRR,,,1.0,
AIF1,,0.04371360856716505,0.03948992184286302,
AIF1L,,1.0,,
AIFM1,1.0,,1.0,
AJAP1,0.05214297897224726,,0.04195804195804196,
AK5,,0.1966870338963362,,
AKAP12,,,1.0,
AKAP13,,,1.0,
AKAP5,,,0.08509800059095834,
AKNA,,1.0,1.0,
AKR1B1,1.0,1.0,1.0,
AKR1C1,1.0,,,
AKR1C2,1.0,,,
AKR7A2,,,1.0,
AKT3,,0.7182469526379455,,
AKTIP,1.0,,,
ALCAM,,0.20586310241482655,,
ALDH1B1,1.0,,,
ALDH2,1.0,1.0,,
ALDH5A1,1.0,1.0,,
ALDH6A1,,1.0,,
ALDOA,,1.0,,
ALDOC,,1.0,1.0,
ALKBH5,,1.0,1.0,
ALOX5AP,,0.046345289691297295,0.0680047225501771,0.02129214069512577
ALPK1,,1.0,,1.0
ALPL,,1.0,,
ALS2CL,0.13011857252694947,0.11921481008617937,,
ALYREF,,1.0,,1.0
AMER2,,,0.3878609428848663,
AMIGO2,0.1681884549017416,,,
AMMECR1,0.1935133831685556,,0.16433566433566435,
AMOT,,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,0.03143914908620791,,,
AMPD2,,1.0,,
AMPH,,,0.25611382836816365,
AMT,1.0,,,
ANAPC16,,,1.0,
