,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.049877395331940785,0.02416387031771647,,0.008394203199398004
AAGAB,1.0,,1.0,
AARS,,1.0,,
AATK,1.0,1.0,,
ABAT,,,1.0,
ABCA1,0.873759634195206,,0.8844880068100524,
ABCA2,,0.5071298196969519,,
ABCA3,0.17728529973427934,,,
ABCA5,1.0,1.0,,
ABCA7,1.0,,,
ABCA8,1.0,1.0,1.0,0.8154486100696369
ABCB1,0.2865179265179265,0.23143790399007094,,
ABCB6,,,0.24691266180627883,
ABCB9,0.7269197679292316,,,
ABCC1,0.3217736537816061,,0.3161863909286589,
ABCC9,0.6081275606245156,,0.5481212554383286,
ABCD4,,,1.0,
ABCF1,,1.0,,
ABCG1,0.7179161264267647,0.6790263308120451,,
ABCG2,,,0.9057148573497347,
ABHD12,0.7977973717104152,0.7950672946424858,,
ABHD14B,,,1.0,
ABHD17A,,0.4877649822704767,,
ABHD3,,0.059970332697605426,0.08175659956481875,
ABHD5,1.0,,,
ABI2,,0.9438275139494652,,
ABI3,,0.6276696022697904,0.6572111884865743,
ABI3BP,0.06858141858141859,,0.03490194016509806,
ABLIM1,,1.0,,
ABLIM2,1.0,1.0,1.0,
ABLIM3,,1.0,,
ABRACL,,1.0,1.0,
ABT1,,1.0,,1.0
ABTB1,,1.0,1.0,
ACAA1,1.0,1.0,,
ACACA,,1.0,,
ACAD8,1.0,,,
ACADM,,1.0,1.0,
ACADSB,1.0,,,
ACAN,0.05775277354224723,0.030898063684948927,,
ACER3,1.0,1.0,,
ACIN1,,1.0,,
ACKR1,0.05775277354224723,,0.03490194016509806,
ACKR3,0.12583746528700657,0.05561651463290807,,
ACO2,1.0,1.0,,
ACOT9,1.0,,1.0,
ACP1,,0.17277167277167277,,
ACP2,,,0.2505183705183705,
ACRBP,,,1.0,
ACSBG1,,,0.6005230820681464,
ACSL1,0.27046193243376343,0.24776475480700835,,
ACSL3,,0.059970332697605426,,
ACSL4,0.09569500267174687,0.059970332697605426,0.049859914521568655,
ACSL5,,0.030898063684948927,0.02456062456062456,0.013057649421285785
ACSL6,,0.030898063684948927,0.02456062456062456,
ACSS1,1.0,,,1.0
ACSS3,1.0,1.0,1.0,
ACTA2,0.10550987474064398,,0.08175659956481875,
ACTB,0.48481709748278234,0.39997487397729237,0.4533973333555797,
ACTC1,0.3647682008337746,,,0.15629043088059483
ACTG1,,,0.4826419841374976,
ACTG2,1.0,1.0,,
ACTN1,,0.4239090307567286,0.43402734604451343,
ACTN4,,1.0,1.0,
ACTR2,,,1.0,
ACTR3,1.0,1.0,1.0,
ACVR1,,0.20888046661242538,0.23083878147169287,
ACVR2A,,0.04383213685539267,0.07666322117189169,
ACVR2B,,0.3345989117265713,0.35652519523487264,
ADA,0.07951468821034038,,0.04269121436503411,0.01860010493104018
ADA2,,0.19343814080656185,,
ADAM10,0.1518407791470522,,0.12752631983401214,
ADAM11,0.0862659353225391,,0.049859914521568655,
ADAM17,0.05775277354224723,,0.06438221972202554,
ADAM19,0.05775277354224723,,0.02456062456062456,
ADAM22,,0.06536815785370699,0.06438221972202554,
ADAM33,0.0862659353225391,,,0.015512487512487511
ADAM9,,,0.02456062456062456,
ADAMTS1,,0.030898063684948927,,
ADAMTS10,0.06858141858141859,,,
ADAMTS12,0.06858141858141859,0.030898063684948927,,
ADAMTS14,,0.030898063684948927,,
ADAMTS18,,,0.02456062456062456,
ADAMTS4,0.12583746528700657,,0.1107865881135571,
ADAMTS7,0.0862659353225391,0.030898063684948927,0.04269121436503411,
ADAMTS9,0.05775277354224723,,,
ADAMTSL3,0.4944241804706921,,0.44069221917323187,
ADAMTSL4,,,0.10436778717650388,
ADAR,,0.4024202576675436,,
ADARB2,1.0,,1.0,
ADCY1,0.1164590126854278,,0.07666322117189169,
ADCY2,0.1518407791470522,0.0846036756261195,,
ADCY3,0.10550987474064398,,,
ADCY7,,0.09379246346070991,0.10436778717650388,
ADCY8,0.18230503673541648,,0.13321945911231628,
ADCY9,,0.08015180695593067,,0.05055279915615111
ADCYAP1,0.39723479246477544,,0.35652519523487264,
ADCYAP1R1,0.049877395331940785,0.04383213685539267,0.0716351549684883,
ADD2,1.0,,1.0,
ADD3,0.5782700589898533,,,0.3042898659781777
ADGRA1,,,,0.21781881122540464
ADGRA2,0.5907508333250908,,0.48173770117657894,
ADGRB1,0.9468507271275438,0.8900774087134119,0.9024270408990737,
ADGRB2,1.0,,1.0,
ADGRB3,0.5397782810181733,,0.4988197643064899,
ADGRG1,0.15675752818609962,0.07620411933080397,,
ADGRG5,,0.5994578487415164,0.6673911493478454,
ADGRL1,,0.5051783523258226,,
ADGRL3,0.1804774173195226,,0.12752631983401214,
ADI1,0.2737036206423962,,,
ADIPOR1,0.2037847866419295,0.1697364549146913,,
ADK,1.0,,1.0,
ADM,,0.07147347034987485,0.08175659956481875,
ADRA2A,0.5172341624855592,,0.4698338099147816,0.2837129866832837
ADRA2C,,0.059970332697605426,,
ADRB1,0.10550987474064398,,0.049859914521568655,
ADSS,1.0,1.0,,
AEBP1,,,0.35510939121047425,
AFAP1L2,,0.2818881997767628,,
AFDN,,1.0,1.0,
AFF2,0.191196682105773,0.1268603191680115,0.18251473297344858,
