,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.05695342719564173,0.04938293147900135,,0.028102332450158536
AAGAB,1.0,,1.0,
AARS,,1.0,,
AATK,0.7273786819241365,0.6576873555796273,,
ABAT,,,1.0,
ABCA1,0.1787137943489735,,0.14647601394589346,
ABCA2,,0.1677847375176752,,
ABCA3,0.18199599752997814,,,
ABCA5,1.0,1.0,,
ABCA7,0.859384442717776,,,
ABCA8,0.8540729456878525,0.8007951789403982,0.8121328039049559,0.6448110362191508
ABCB1,0.19354265366535303,0.19670643135854596,,
ABCB6,,,0.4333314240565505,
ABCB9,1.0,,,
ABCC1,1.0,,1.0,
ABCC9,0.4360923716455402,,0.4094497902788058,
ABCD4,,,1.0,
ABCF1,,1.0,,
ABCG1,0.3108123403689906,0.30743919757372673,,
ABCG2,,,0.9975718805689987,
ABHD12,1.0,1.0,,
ABHD14B,,,1.0,
ABHD17A,,1.0,,
ABHD3,,0.05561651463290807,0.04250877327800405,
ABHD5,0.5030220280721283,,,
ABI2,,0.14202438064290498,,
ABI3,,0.31758989908769647,0.3076745564405979,
ABI3BP,0.04125198110160516,,0.04118862503955672,
ABLIM1,,0.6135079495403382,,
ABLIM2,1.0,1.0,1.0,
ABLIM3,,0.11549729134098584,,
ABRACL,,1.0,1.0,
ABT1,,1.0,,1.0
ABTB1,,1.0,1.0,
ACAA1,1.0,1.0,,
ACACA,,1.0,,
ACAD8,1.0,,,
ACADM,,1.0,1.0,
ACADSB,1.0,,,
ACAN,0.06654800724881589,0.053142346375429084,,
ACER3,1.0,1.0,,
ACIN1,,1.0,,
ACKR1,0.04198862362127668,,0.04118862503955672,
ACKR3,0.08973269720933273,0.08240638285481336,,
ACO2,1.0,1.0,,
ACOT9,1.0,,1.0,
ACP1,,0.8245078723992234,,
ACP2,,,0.4628424636587901,
ACRBP,,,1.0,
ACSBG1,,,0.5731708116828467,
ACSL1,0.18605684536283906,0.13309742205846103,,
ACSL3,,0.04711954711954713,,
ACSL4,0.05695342719564173,0.04938293147900135,0.04250877327800405,
ACSL5,,0.04711954711954713,0.04118862503955672,0.026931401931401932
ACSL6,,0.04711954711954713,0.04118862503955672,
ACSS1,1.0,,,1.0
ACSS3,0.6330592484438637,0.6484952596500122,0.6133193525114149,
ACTA2,0.12371550018608841,,0.1061018981018981,
ACTB,1.0,1.0,1.0,
ACTC1,0.5470656511118939,,,0.33246351349799624
ACTG1,,,1.0,
ACTG2,0.6529285884124594,0.573973006858913,,
ACTN1,,0.1091371863430687,0.14991125895381216,
ACTN4,,0.5333356599732145,0.5238007129057712,
ACTR2,,,1.0,
ACTR3,1.0,1.0,1.0,
ACVR1,,0.06371093695037357,0.06631368631368632,
ACVR2A,,0.04711954711954713,0.04118862503955672,
ACVR2B,,0.04711954711954713,0.04250877327800405,
ADA,0.1499840547459595,,0.11519749133042183,0.07012327295346163
ADA2,,0.3849892311430773,,
ADAM10,0.28317488962650256,,0.3041305653469163,
ADAM11,0.4886773145882458,,0.5238007129057712,
ADAM17,0.15662192478801476,,0.18375097808595345,
ADAM19,1.0,,1.0,
ADAM22,,0.22646604041952878,0.25672146828090125,
ADAM33,0.19354265366535303,,,0.11705617217428241
ADAM9,,,0.13777081644117656,
ADAMTS1,,0.08240638285481336,,
ADAMTS10,1.0,,,
ADAMTS12,0.8978683458321467,0.9216505640164512,,
ADAMTS14,,0.49906417513332885,,
ADAMTS18,,,0.9464950479787274,
ADAMTS4,0.638079101515225,,0.5880737863434331,
ADAMTS7,0.7431565090427966,0.7461185431110243,0.723661259375545,
ADAMTS9,0.04591224674906683,,,
ADAMTSL3,0.44367683056900814,,0.4612654121655758,
ADAMTSL4,,,0.5534488170439832,
ADAR,,0.9925586542837218,,
ADARB2,1.0,,1.0,
ADCY1,0.0585451134231622,,0.04250877327800405,
ADCY2,0.28108596980192313,0.27402857190091234,,
ADCY3,0.16681966681966684,,,
ADCY7,,0.27197268289904863,0.27073986458928134,
ADCY8,0.11974533403104833,,0.12244033662054342,
ADCY9,,0.395164958371536,,0.248597556289864
ADCYAP1,0.08148287356208149,,0.06226637212552706,
ADCYAP1R1,0.0508010508010508,0.04711954711954713,0.04250877327800405,
ADD2,1.0,,1.0,
ADD3,1.0,,,1.0
ADGRA1,,,,0.3306491196664607
ADGRA2,0.256037296037296,,0.25780698782858613,
ADGRB1,0.09330805249172597,0.060152613344102705,0.06226637212552706,
ADGRB2,0.11974533403104833,,0.1061018981018981,
ADGRB3,0.4886773145882458,,0.5620639583464863,
ADGRG1,0.16025898500125305,0.1450959615811871,,
ADGRG5,,0.14202438064290498,0.11239607849777343,
ADGRL1,,0.17284026017650472,,
ADGRL3,1.0,,1.0,
ADI1,1.0,,,
ADIPOR1,0.08572677322677323,0.07439928492560072,,
ADK,1.0,,1.0,
ADM,,0.04711954711954713,0.04250877327800405,
ADRA2A,0.0508010508010508,,0.04978504978504979,0.031024975024975022
ADRA2C,,0.06371093695037357,,
ADRB1,0.04198862362127668,,0.04250877327800405,
ADSS,1.0,1.0,,
AEBP1,,,0.04118862503955672,
AFAP1L2,,0.26472926833070887,,
AFDN,,0.6793981212585863,0.7019089781186555,
AFF2,0.12371550018608841,0.1091371863430687,0.07368187368187369,
AFF3,0.1343214224570157,,0.1687371153020008,
AFF4,,,1.0,
AFG3L2,1.0,,,
AGA,0.8971526962463519,,0.829439478595201,
AGAP1,,1.0,1.0,
AGAP2,1.0,1.0,1.0,
AGAP3,,1.0,,
AGFG1,1.0,,,
AGFG2,1.0,,1.0,
AGMAT,,1.0,1.0,
AGPS,1.0,,,
AGRN,0.0585451134231622,,0.04978504978504979,
AGTR2,0.0585451134231622,,,
AGTRAP,,0.5022119449531532,,
AHDC1,,,0.4194198963429732,
AHI1,1.0,,1.0,
AHNAK2,,1.0,,
AHRR,1.0,,1.0,
AIF1,,0.04711954711954713,0.05846294763171338,
AIF1L,,1.0,,
AIFM1,1.0,,1.0,
AIFM2,,,1.0,
