,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.16494375190027363,0.12603931501569296,,0.13724510783334315
AAGAB,1.0,,1.0,
AARS,,0.5750084866589721,,
AATK,,0.8193770247743261,,
ABAT,,,0.18187292159894902,
ABCA1,0.18715097851788498,,0.17021440098363175,
ABCA2,,0.18360471645143178,,
ABCA3,0.2364907819453274,,,
ABCA5,0.18715097851788498,0.12603931501569296,,
ABCA7,0.3361357743380215,,,
ABCA8,0.3661044837515426,0.29620638428928586,0.35566260223794477,0.3326107854409741
ABCB1,1.0,1.0,,
ABCB6,,,0.43716040057503475,
ABCC1,0.35008469791078484,,0.28958472211706965,
ABCC9,0.3307725138711054,,0.30141750141750145,
ABCF1,,0.6025510802047115,,
ABCG1,0.15484515484515485,0.11909965034965035,,
ABCG2,,,1.0,
ABHD17A,,0.12882891756131193,,
ABHD3,,,0.2042572811803581,
ABHD5,0.3766658480152011,,,
ABI2,,1.0,,
ABI3,,1.0,1.0,
ABI3BP,0.33579177087149753,,0.28115413997766936,
ABLIM1,,1.0,,
ABLIM2,1.0,1.0,1.0,
ABLIM3,,1.0,,
ABRACL,,0.215620607680161,0.2448190107764576,
ABT1,,1.0,,1.0
ABTB1,,1.0,1.0,
ACACA,,0.5076055609243858,,
ACADM,,,0.3302445453705958,
ACADSB,0.48008387760794907,,,
ACAN,0.3766658480152011,0.33274156184372905,,
ACER3,,0.5613674902252057,,
ACKR1,,,0.2676758725145822,
ACKR3,0.4488463078771449,0.4124575689562427,,
ACO2,,0.29977081741787626,,
ACOT9,0.9545532303130525,,0.9594249034547542,
ACSL1,0.5379236148466918,0.497995337995338,,
ACSL3,,0.516039041172731,,
ACSL4,0.3126681011296396,,0.260545300211271,
ACSL5,,0.4017199017199017,0.4478894599376527,0.4290881532260843
ACSL6,,0.9911590049294967,1.0,
ACSS1,0.22182468694096602,,,0.14674005240042975
ACSS3,0.8427513806486913,0.8009564355280808,0.8602321373405711,
ACTA2,0.8732730683950196,,0.9368857557536803,
ACTB,0.9056349056349057,0.8704263478457027,0.9319640661795672,
ACTC1,,,,1.0
ACTG1,,,0.9105980391968874,
ACTN1,,1.0,1.0,
ACTN4,,1.0,1.0,
ACTR3,1.0,1.0,1.0,
ACVR1,,,1.0,
ACVR2A,,1.0,,
ACVR2B,,1.0,1.0,
ADA,0.5503957120723587,,0.5857016014569304,0.5027016461799071
ADA2,,0.8802546884933249,,
ADAM10,,,0.7061420090531026,
ADAM11,,,0.2503943424996057,
ADAM17,0.40691866273261623,,0.401267589178233,
ADAM19,0.8427513806486913,,0.8535036392179249,
ADAM22,,0.95561840582029,0.9694637046122195,
ADAM33,0.22182468694096602,,,
ADAM9,,,1.0,
ADAMTS10,0.5643002462790448,,,
ADAMTS12,0.4117473435655254,0.33274156184372905,,
ADAMTS14,,0.6274014793870389,,
ADAMTS4,,,0.750848562336044,
ADAMTS7,0.6305584012590383,0.6044362292051756,0.6761087651843954,
ADAMTS9,0.28709128709128706,,,
ADAMTSL3,1.0,,1.0,
ADAMTSL4,,,0.836042807295374,
ADARB2,1.0,,1.0,
ADCY1,1.0,,1.0,
ADCY2,0.7033043292585277,0.6751801497994392,,
ADCY7,,0.7693118946019178,0.8263520711653491,
ADCY8,0.5283410057279404,,0.5341959316444105,
ADCYAP1,0.4585198973688182,,0.4185600024187666,
ADCYAP1R1,0.3043508215922009,0.2615963917739066,0.2837772914108792,
ADD2,,,0.9724258478882399,
ADD3,1.0,,,0.9378626913252952
ADGRA1,,,,0.45367132867132864
ADGRA2,0.8065070522697643,,0.8001388940421876,
ADGRB1,0.8493437375175107,0.8144694161260425,,
ADGRB2,0.8213412739816763,,0.836042807295374,
ADGRB3,,,1.0,
ADGRG1,0.37278609241226063,0.33176963442174057,,
ADGRG5,,0.11909965034965035,0.1634058249442865,
ADGRL1,,0.48631459038698854,,
ADGRL3,0.16494375190027363,,0.1361715207869054,
ADI1,0.4827276548588024,,,
ADIPOR1,0.3661044837515426,0.3234862698277332,,
ADM,,0.17661606685996928,0.20116247388974662,
ADRA2A,0.8427513806486913,,0.8745986686580747,0.7713605412991917
ADRB1,,,0.3256981519332457,
ADSS,0.2639100030404378,,,
AEBP1,,,0.7038770753056468,
AFAP1L2,,0.826420226569258,,
AFDN,,1.0,1.0,
AFF2,1.0,1.0,,
AFF3,1.0,,1.0,
AFG3L2,0.21021402839584657,,,
AGA,,,0.28894932459660416,
AGAP1,,1.0,1.0,
AGAP2,1.0,,1.0,
AGAP3,,1.0,,
AGFG1,0.5022333687255153,,,
AGFG2,1.0,,1.0,
AGMAT,,,0.16481449584897861,
AGRN,0.1943573667711599,,0.17021440098363175,
AHI1,1.0,,1.0,
AHNAK2,,0.29088932269144285,,
AHRR,1.0,,1.0,
AIF1,,0.1899263527170504,0.24139496866769594,
AIF1L,,0.6558943655997382,,
AIFM1,0.5311188811188811,,0.5103283150559615,
AJAP1,0.7485339772335288,,0.7625210177784506,0.6609780947529292
AK1,,,0.3761111409836623,
AK5,,0.7477534342142418,,
AKAP1,0.8776169228587325,,,
AKAP11,,0.42488608166027525,,
AKAP12,,,0.4009394578931003,
AKAP13,,,1.0,
AKAP5,,,0.33739527798933744,
AKAP8L,,0.9457970600827743,0.9556595334926592,
AKAP9,,,0.8948856338466727,
AKIRIN2,,0.48482469911041337,,
AKNA,,1.0,1.0,
AKR1B1,0.3605899051443606,0.32719852494772106,0.32798673407810464,
AKR1C1,0.8671328671328672,,,
AKR1C2,0.16494375190027363,,,
AKR7A2,,,0.14751914751914752,
AKT3,,1.0,,
AKTIP,0.3043508215922009,,,
ALCAM,,0.5117293517293517,,
ALDH18A1,,1.0,,
ALDH1A2,0.16494375190027363,,,
ALDH1B1,0.17342657342657342,,,
ALDH2,0.16494375190027363,0.14291958041958042,,
ALDH5A1,0.16494375190027363,0.11909965034965035,,
ALDH6A1,,0.12035333087964667,,
ALDOA,,0.33082815435756613,,
ALDOC,,0.29088932269144285,0.2837772914108792,
ALG13,0.3470334239565009,,,
ALKBH5,,0.5098083734447371,0.5372984786474523,
ALOX5AP,,0.17050055207949946,0.18187292159894902,0.1481375767090053
ALOXE3,0.19966875230033126,,0.2127680012295397,
ALPK1,,1.0,,1.0
ALPL,,0.39273192181779437,,
ALS2CL,1.0,1.0,,
ALYREF,,1.0,,1.0
AMER2,,0.5394298009682625,0.5418546637115302,
AMFR,,,0.47469848587167024,
AMIGO2,0.3681224435941417,,,
AMMECR1,0.5824026719549108,,0.5777949581166232,
AMOT,1.0,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,0.16494375190027363,,,
AMPD2,,0.6444006523511824,,
AMPH,,,1.0,
AMT,0.4754280202556065,,,
ANAPC16,1.0,,1.0,
ANGPT1,0.6469799630421392,0.5901195578614934,,
ANGPTL2,,1.0,1.0,
ANK1,0.5498125063342455,,,
ANKDD1A,,1.0,1.0,
ANKMY2,,0.5304601354758095,,
ANKRD27,,,0.5550001293050191,
ANKRD29,0.9205862630520165,,0.9105980391968874,
ANKRD33B,0.7179444172064099,,0.6891405431551417,
ANKRD36,,0.11433566433566433,,
ANKRD37,1.0,1.0,1.0,1.0
ANKRD44,,1.0,1.0,
ANKRD46,0.67851439898684,0.5863926350103662,,
ANKRD50,1.0,,1.0,
ANKRD9,,0.5859428479390092,,
ANKS1A,1.0,,,
ANKS1B,0.4190218726959941,0.3596314664563922,0.40719847163146133,
ANKZF1,,0.7321170764719153,,
ANLN,,1.0,1.0,
ANO3,0.5133605133605132,0.4747501633314782,,
ANOS1,0.9755244755244754,0.9425072535120382,,
ANP32B,,1.0,1.0,
ANP32E,,0.752042607274708,,
ANTXR2,,,0.2837772914108792,
ANXA1,,0.6695684452533767,0.7132545121800686,
ANXA11,,0.17367442683898382,0.2096324727903675,
ANXA2,,,1.0,
ANXA5,0.6903387874261661,,0.6958539852430529,
AOAH,,0.44463869463869465,0.4884698189511024,0.42819866700463716
AP1AR,1.0,1.0,,
AP1G2,0.3995322084059285,,,
AP1S1,1.0,,,
AP1S2,,1.0,1.0,
AP2B1,,1.0,,
AP3S1,1.0,,1.0,
AP4E1,,1.0,,
AP5Z1,,0.8193770247743261,,
APAF1,0.17577017577017578,,0.1911848151848152,
APBA1,0.7024610005379236,0.6598182179577528,0.6835540696926835,
APBB1IP,,1.0,1.0,1.0
APBB2,0.3681224435941417,0.29977081741787626,,0.29467654647510766
APC,1.0,,1.0,
APC2,0.3043508215922009,,0.29179611597194016,
APCDD1,0.9504368035525306,0.9656367648362312,0.989938158518219,
APLN,,,0.23059572006940426,
APLP1,,0.42488608166027525,,
APLP2,0.29404106531766105,0.2586163836163836,,
APMAP,,0.6277655737601733,,
APOBEC3C,,0.8983516483516483,0.9465581322992205,0.8132135721421436
APOBEC3F,,1.0,1.0,
APOE,,,0.1361715207869054,
APOL2,,0.215620607680161,0.25823647810962824,0.23890815067285653
APOL3,,0.30564979574880563,0.3065673225531129,0.28211494387964975
APOL6,,0.6146853146853147,0.6346693728064554,0.5519955329841262
APOLD1,0.8032427538390059,,,
APOO,0.8120246756610392,,0.8398636128697479,
APOOL,0.256198347107438,,0.22841674454577682,
APP,,0.14291958041958042,,
APPL2,,,,0.8393014610023407
APRT,,0.6743866303188337,,
AQP1,,0.11433566433566433,0.11063936063936065,0.13724510783334315
AQP3,,0.11433566433566433,0.12350440257417003,0.13724510783334315
ARAP1,1.0,,1.0,
ARAP2,1.0,,1.0,
ARF1,,1.0,,
ARF6,,1.0,1.0,
ARFGAP1,,,1.0,
ARFGEF2,1.0,,,
ARFGEF3,1.0,1.0,,1.0
ARG2,0.3390222112689073,0.2635079763986014,,
ARHGAP20,,1.0,,
ARHGAP21,,,1.0,
ARHGAP22,,,,1.0
ARHGAP27,,1.0,1.0,
ARHGAP30,,0.6916835230884817,0.7201278477061517,0.653813982627542
ARHGAP32,,1.0,,
ARHGAP33,1.0,,1.0,
ARHGAP36,0.5728729942932504,,0.5981820377424774,0.5184815184815185
ARHGAP39,,,0.7542267395854511,
ARHGAP5,1.0,,1.0,
ARHGAP6,,1.0,,
ARHGAP9,,1.0,1.0,1.0
ARHGDIA,,1.0,,
ARHGDIB,,0.4233550022337506,0.42604410514858276,0.3572464121244609
ARHGEF1,1.0,1.0,1.0,
ARHGEF10,,,0.4237956557158552,
ARHGEF2,,1.0,,
ARHGEF25,1.0,,,
ARHGEF26,,1.0,,
ARHGEF28,1.0,1.0,,
ARHGEF3,,1.0,1.0,
ARHGEF6,1.0,1.0,1.0,
ARHGEF9,,1.0,,
ARID5B,,0.5677511889484411,,
ARL1,,1.0,,
ARL10,1.0,,,
ARL13B,,0.6930006409775196,0.7061420090531026,
ARL4A,1.0,,,
ARL4C,1.0,,1.0,
ARL6IP5,0.3272199498614593,,,
ARMCX2,1.0,,1.0,
ARMCX3,0.49334868611977045,,0.4311260695024533,
ARMCX4,0.8396784136915716,0.8005236772360059,,
ARMCX5,1.0,,,
ARPC4,,0.4768376784505817,,
ARPC5,,0.6323649588591604,0.6621296441347855,
ARPC5L,,0.8327630918304493,,
ARPP19,0.8789420696035481,,0.903329467959693,
ARPP21,,1.0,,
ARRB1,0.9489317543008818,,0.978027497364514,
ARRDC2,,0.8859601936525012,0.9111310414824793,
ARRDC3,,,0.8614328814997713,
ARSD,1.0,,1.0,
ART3,,0.6177476369784062,,0.5612028421017184
ARX,0.9374409374409375,,,
ASAH1,0.9489317543008818,0.9051241441485343,,
ASAP1,1.0,,1.0,
ASAP2,1.0,,,
ASB4,0.3043508215922009,,0.280345152855113,
ASB6,,1.0,,
ASF1A,,,1.0,
ASF1B,,1.0,1.0,
ASIC1,0.20844540075309306,,,
ASIC2,,0.29977081741787626,0.37447168216398985,
ASPH,,0.17367442683898382,0.18187292159894902,
ASPRV1,,,0.8263520711653491,
ASS1,,0.48387789684718013,,
ASTN1,0.3647996104475795,0.29583353709227833,0.30141750141750145,0.29467654647510766
ASTN2,,0.3723322786723363,,
ASXL2,,,1.0,
ASXL3,0.6454023155267968,,0.6621296441347855,
ATAD1,0.4727078477078477,,,
ATCAY,,0.24835205777828726,,
ATF3,0.778100243156326,0.8038143674507312,0.8141823333460965,0.7094143951286809
ATF5,,0.7187877269310494,,
ATF7IP,,,1.0,
ATG12,0.23194912083800973,,0.21867544220485394,
ATG13,,,0.24139496866769594,
