,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.694958374958375,0.7388082300974288,,0.6561468834196106
AAGAB,1.0,,1.0,
AARS,,1.0,,
AATK,1.0,1.0,,
ABAT,,,1.0,
ABCA1,0.8189494029624536,,0.8515907398190394,
ABCA2,,0.5927943024717218,,
ABCA3,0.6427058655630085,,,
ABCA5,1.0,0.986223079246335,,
ABCA7,0.9584872958366933,,,
ABCA8,0.8660735035357392,0.8607570773175869,0.8664288200487296,0.8498353498353498
ABCB1,0.745739697196008,0.7414399326164033,,
ABCB6,,,0.9201106128757269,
ABCB9,1.0,,,
ABCC1,0.8129850282168163,,0.8289210789210788,
ABCC9,1.0,,1.0,
ABCD4,,,1.0,
ABCF1,,1.0,,
ABCG1,1.0,1.0,,
ABCG2,,,0.8093402660331794,
ABHD12,0.8062950562950563,0.8172947995956845,,
ABHD14B,,,1.0,
ABHD17A,,1.0,,
ABHD3,,0.7414399326164033,0.7458263008385257,
ABHD5,0.8062950562950563,,,
ABI2,,1.0,,
ABI3,,1.0,1.0,
ABI3BP,0.8716163269354759,,0.8449388775475731,
ABLIM1,,1.0,,
ABLIM2,1.0,1.0,1.0,
ABLIM3,,1.0,,
ABRACL,,1.0,1.0,
ABT1,,0.5516434784727468,,0.5027195027195028
ABTB1,,1.0,1.0,
ACAA1,1.0,1.0,,
ACACA,,1.0,,
ACAD8,1.0,,,
ACADM,,0.7954418462893038,0.8011049353331233,
ACADSB,1.0,,,
ACAN,0.765700233832102,0.7426789545994844,,
ACER3,0.8689577467986559,0.863559760898164,,
ACIN1,,0.944316153713498,,
ACKR1,0.765700233832102,,0.7458263008385257,
ACKR3,1.0,1.0,,
ACO2,1.0,1.0,,
ACOT9,0.765700233832102,,0.7538819075661181,
ACP1,,1.0,,
ACP2,,,0.670450872656755,
ACRBP,,,0.5887663738131028,
ACSBG1,,,1.0,
ACSL1,0.868566963122837,0.8737242656840648,,
ACSL3,,1.0,,
ACSL4,1.0,1.0,1.0,
ACSL5,,1.0,1.0,1.0
ACSL6,,1.0,1.0,
ACSS1,1.0,,,1.0
ACSS3,0.765700233832102,0.7426789545994844,0.7743214868963371,
ACTA2,1.0,,1.0,
ACTB,0.8984626112142889,0.8432579404616689,0.8552825266606184,
ACTC1,1.0,,,1.0
ACTG1,,,0.7749300507921197,
ACTG2,1.0,1.0,,
ACTN1,,0.7802997002997002,0.8289210789210788,
ACTN4,,1.0,1.0,
ACTR2,,,1.0,
ACTR3,0.9765638891852484,0.9414224008263062,0.9456064958807189,
ACVR1,,1.0,1.0,
ACVR2A,,0.9564564788445384,0.9867431025235484,
ACVR2B,,0.9782128203180834,0.9997460309960311,
ADA,0.9444507926954133,,0.9636573673676146,0.962654366909686
ADA2,,1.0,,
ADAM10,0.8062950562950563,,0.8264613724554377,
ADAM11,1.0,,1.0,
ADAM17,0.9120061996051443,,0.8610205284464965,
ADAM19,1.0,,1.0,
ADAM22,,1.0,1.0,
ADAM33,0.8364116136627985,,,0.781879410911669
ADAM9,,,1.0,
ADAMTS1,,0.7909960076025058,,
ADAMTS10,1.0,,,
ADAMTS12,1.0,1.0,,
ADAMTS14,,1.0,,
ADAMTS18,,,1.0,
ADAMTS4,0.7328555920613682,,0.7458263008385257,
ADAMTS7,0.868566963122837,0.837535204711839,0.856162616725997,
ADAMTS9,1.0,,,
ADAMTSL3,1.0,,1.0,
ADAMTSL4,,,0.7479566944683224,
ADAR,,1.0,,
ADARB2,1.0,,1.0,
ADCY1,1.0,,1.0,
ADCY2,0.765700233832102,0.7414399326164033,,
ADCY3,0.765700233832102,,,
ADCY7,,0.7414399326164033,0.7023879547244033,
ADCY8,0.7711730329756081,,0.793647841520182,
ADCY9,,0.7414399326164033,,0.6950039208103724
ADCYAP1,0.5936898921973549,,0.5435548058498878,
ADCYAP1R1,0.5936898921973549,0.5516434784727468,0.5887663738131028,
ADD2,1.0,,1.0,
ADD3,1.0,,,1.0
ADGRA1,,,,0.4971951125797279
ADGRA2,1.0,,1.0,
ADGRB1,1.0,1.0,1.0,
ADGRB2,1.0,,1.0,
ADGRB3,1.0,,1.0,
ADGRG1,1.0,1.0,,
ADGRG5,,0.5140314231223322,0.3684093684093684,
ADGRL1,,0.7426789545994844,,
ADGRL3,1.0,,1.0,
ADI1,0.6427058655630085,,,
ADIPOR1,1.0,1.0,,
ADK,0.6427058655630085,,0.6417453514227708,
ADM,,1.0,1.0,
ADRA2A,1.0,,1.0,1.0
ADRA2C,,1.0,,
ADRB1,1.0,,1.0,
ADSS,1.0,1.0,,
AEBP1,,,0.8676902162425546,
AFAP1L2,,0.9234634287488409,,
AFDN,,1.0,1.0,
AFF2,1.0,1.0,1.0,
AFF3,1.0,,1.0,
AFF4,,,0.8610205284464965,
AFG3L2,0.5936898921973549,,,
AGA,1.0,,1.0,
AGAP1,,1.0,1.0,
AGAP2,1.0,1.0,1.0,
AGAP3,,1.0,,
AGFG1,0.765700233832102,,,
AGFG2,0.6890644900123573,,0.6417453514227708,
AGMAT,,1.0,1.0,
AGPS,1.0,,,
AGRN,0.765700233832102,,0.7743214868963371,
AGTR2,1.0,,,
AGTRAP,,1.0,,
AHDC1,,,1.0,
AHI1,1.0,,1.0,
AHNAK2,,1.0,,
AHRR,0.949822301592213,,0.9592545818960913,
AIF1,,1.0,1.0,
AIF1L,,0.7952938999251178,,
AIFM1,0.7950046375806661,,0.8011049353331233,
AIFM2,,,1.0,
AIP,0.6978460136354874,,,
AJAP1,1.0,,1.0,1.0
AK1,,,1.0,
AK5,,1.0,,
AKAP1,0.5936898921973549,,,
AKAP11,,1.0,,
AKAP12,,,1.0,
AKAP13,,,1.0,
AKAP17A,,1.0,,
AKAP5,,,1.0,
AKAP8L,,0.7961852649879632,0.8289210789210788,
AKAP9,,,0.7820010178500745,
AKIRIN1,,,1.0,
AKIRIN2,,0.7934161752989463,,
AKNA,,1.0,1.0,
AKR1B1,0.7740309483048072,0.7426789545994844,0.7749300507921197,
AKR1C1,0.641280797124953,0.6201540395088783,,
AKR1C2,0.6890644900123573,,,
AKR7A2,1.0,,1.0,
AKT3,,1.0,1.0,
AKTIP,0.5936898921973549,,,
ALCAM,,0.8432579404616689,0.8449388775475731,
ALDH18A1,,0.892286446585089,,
ALDH1A2,1.0,,,
ALDH1A3,,,1.0,
ALDH1B1,1.0,,,
ALDH2,0.5936898921973549,0.5927943024717218,,0.5027195027195028
ALDH5A1,0.9034018190644697,0.8462795482663031,,
ALDH6A1,1.0,1.0,,
ALDOA,,0.7498154019893151,,
ALDOC,,0.7370843442272014,0.7191765980498376,
ALG13,1.0,,,
ALG3,0.7924963924963925,,,
ALKBH2,,,1.0,
ALKBH4,1.0,,,
ALKBH5,,0.7833084346845814,0.8225349380973418,
ALOX5AP,,1.0,1.0,1.0
ALOXE3,1.0,,1.0,
ALPK1,,1.0,,1.0
ALPL,,1.0,,
ALS2CL,0.765700233832102,0.7833084346845814,,
ALYREF,,1.0,,1.0
AMER2,,1.0,1.0,
AMER3,,1.0,,
AMFR,,,0.5887663738131028,
AMIGO2,0.745739697196008,,,
AMMECR1,1.0,,1.0,
