,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.044166359955833644,0.009000803118450177,,0.0037819323533609247
AAGAB,,,1.0,
ABCA5,1.0,1.0,,
ABCA8,1.0,0.8563621252696882,0.9498551762702707,0.6438848507814025
ABCC1,,,0.22521890716733123,
ABCC9,0.5794205794205795,,,
ABI3,,0.42782617382617383,0.5248952231200752,
ABI3BP,0.064550833781603,,,
ABLIM1,,1.0,,
ABRACL,,1.0,1.0,
ACKR3,0.11106540518305225,0.025740614525661253,,
ACOT9,1.0,,1.0,
ACSL4,0.06993006993006994,,0.034871960337798845,
ACSL5,,0.01320981177096285,0.012759967305421852,0.0037819323533609247
ACSL6,,,0.012759967305421852,
ACSS1,1.0,,,
ACSS3,1.0,,1.0,
ACTA2,,,0.05558797638005559,
ACTB,,0.2613833225597932,0.3481998770460309,
ACTN4,,0.8749505528029018,,
ADA,0.064550833781603,,,0.0075638647067218494
ADA2,,0.12072636843279046,,
ADAM17,0.064550833781603,,,
ADAM19,,,0.023891002614406867,
ADAMTS12,,0.01320981177096285,,
ADAMTS9,0.044166359955833644,,,
ADARB2,1.0,,,
ADCY1,,,0.06355908242700696,
ADCY2,,0.06484593473441057,,
ADCY7,,,0.05995945801771045,
ADCY8,0.1809954751131222,,0.05558797638005559,
ADCYAP1R1,,,0.012759967305421852,
ADGRB1,0.8304873421152491,,,
ADGRB2,,,0.9065265944246835,
ADGRL3,0.18558364712210865,,0.07845429679490815,
ADM,,0.03778114889226,0.04465988556897648,
ADRA2A,0.45009535918626825,,0.39466202731508854,
AFDN,,,1.0,
AFF2,,0.07869273583559297,,
AFF3,0.22420327763839215,,0.15875159323435187,
AGAP2,1.0,,1.0,
AGRN,0.26655697243932536,,0.18169532732639532,
AHRR,,,1.0,
AIF1,,0.009000803118450177,0.012759967305421852,
AIFM1,1.0,,1.0,
AJAP1,1.0,,1.0,
AK5,,1.0,,
AKAP12,,,1.0,
AKAP5,,,0.7555277774502058,
AKNA,,1.0,1.0,
AKR1B1,1.0,,1.0,
AKR1C1,1.0,,,
AKR7A2,,,1.0,
ALCAM,,0.15724054950574287,,
ALDH5A1,,1.0,,
ALDH6A1,,1.0,,
ALDOA,,1.0,,
ALDOC,,0.8750948048606912,,
ALKBH5,,1.0,,
ALOX5AP,,0.009000803118450177,0.012759967305421852,0.0037819323533609247
ALPK1,,1.0,,1.0
ALS2CL,0.5794205794205795,,,
ALYREF,,,,1.0
AMER2,,,0.3601681337530394,
AMMECR1,0.5831456678914306,,0.5396773768866792,
AMOT,,,1.0,
AMOTL1,1.0,,,
AMOTL2,1.0,,,
ANGPTL2,,0.213126159554731,,
ANK1,0.40552748686719975,,,
ANKRD29,1.0,,,
ANKRD33B,1.0,,,
ANKRD46,,0.4759764507337323,,
ANKRD50,1.0,,,
ANOS1,1.0,,,
ANP32B,,1.0,1.0,
ANXA11,,1.0,1.0,
AOAH,,0.022837858658754182,0.029165639555249943,
AP1S2,,1.0,1.0,
APAF1,0.044166359955833644,,0.012759967305421852,
APBA1,,,1.0,
APBB1IP,,1.0,1.0,1.0
APC2,1.0,,1.0,
APCDD1,0.5460715754833402,,0.4715617023309331,
APLN,,,1.0,
APLP1,,0.04389236261746222,,
APLP2,,0.23575436908770245,,
APOBEC3C,,0.260448771087069,0.33301012712777417,
APOL2,,0.12923147233997676,0.1792214300357623,
APOL3,,0.028818714917369627,0.018871884418102905,0.005802416761320871
APOL6,,0.016394319965748538,0.03939919729393413,0.021373122290553482
APOLD1,0.7100591715976331,,,
APOO,1.0,,1.0,
APOOL,1.0,,1.0,
AQP1,,0.08743637315065887,,0.05836683002037333
AQP3,,0.05979843910878394,0.09241787019564797,
ARAP1,1.0,,,
ARAP2,,,1.0,
ARF6,,1.0,,
ARFGEF3,,1.0,,
ARHGAP27,,1.0,,
ARHGAP30,,1.0,1.0,1.0
ARHGAP33,,,1.0,
ARHGAP36,,,1.0,
ARHGAP9,,0.8750227996459152,0.9916760022981571,
ARHGDIB,,0.016394319965748538,0.012759967305421852,0.0037819323533609247
ARHGEF1,,1.0,1.0,
ARHGEF2,,1.0,,
ARHGEF6,,1.0,1.0,
ARID5B,,0.4408250479679051,,
ARMCX2,1.0,,1.0,
ARMCX3,0.7527431917675821,,0.616163619773728,
ARMCX4,1.0,1.0,,
