,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.16769594042321315,0.14585414585414586,,0.09930495036878015
AAGAB,,,0.40708647575600365,
ABAT,,,0.4772346612495311,
ABCA1,1.0,,1.0,
ABCA5,0.7265539058642507,0.5565745179190558,,
ABCA8,0.4322204991661059,0.32257689400546546,0.3814591874638064,0.2137517654759034
ABCB1,,0.33855061814759546,,
ABCC1,,,0.47036201893344753,
ABCC9,0.5861185598027704,,,
ABI3,,1.0,1.0,
ABI3BP,0.9701520701520701,,,
ABLIM1,,1.0,,
ABLIM2,1.0,,,
ABRACL,,1.0,1.0,
ABTB1,,0.838340276076125,,
ACACA,,0.5947684391080618,,
ACKR3,0.6276952214452214,0.5101022870934376,,
ACO2,,0.5447714678483909,,
ACOT9,1.0,,1.0,
ACSL1,0.7695813700042029,,,
ACSL3,,0.18833593590875145,,
ACSL4,0.4651939820479146,,0.3528070913857716,
ACSL5,,0.14585414585414586,0.16353646353646353,0.09930495036878015
ACSL6,,,0.18641462164778227,
ACSS1,1.0,,,1.0
ACSS3,0.16769594042321315,,0.16353646353646353,
ACTA2,,,0.4044450173482431,
ACTB,,1.0,1.0,
ACTN1,,1.0,,
ACTN4,,1.0,1.0,
ACTR3,,,1.0,
ADA,0.4156969790772608,,,0.20949959131777315
ADA2,,0.15010822510822514,,
ADAM17,0.4296140540682025,,0.3270729270729271,
ADAM19,0.16769594042321315,,0.16353646353646353,
ADAMTS12,,0.1712557105815533,,
ADAMTS4,,,0.2777034286468249,
ADAMTS9,0.1732070746155253,,,
ADAMTSL3,,,1.0,
ADARB2,1.0,,,
ADCY1,1.0,,1.0,
ADCY2,,1.0,,
ADCY7,,,1.0,
ADCY8,1.0,,1.0,
ADCYAP1R1,,0.14585414585414586,0.16353646353646353,
ADD2,,,1.0,
ADGRA2,,,1.0,
ADGRB1,0.6148851148851149,,,
ADGRB2,,,0.9688641378502214,
ADGRB3,,,1.0,
ADGRG5,,0.163978033800519,0.21056197021862258,
ADGRL3,0.5461401952085181,,0.4772346612495311,
ADM,,0.20322344322344324,0.2201452393760086,
ADRA2A,1.0,,1.0,
AFAP1L2,,1.0,,
AFDN,,1.0,1.0,
AFF2,1.0,0.9585304614273328,,
AFF3,0.6115792809341196,,0.5069343966016471,
AGA,,,0.21714385199862377,
AGAP2,1.0,,1.0,
AGFG2,,,1.0,
AGRN,1.0,,0.9067887240964163,
AHI1,1.0,,,
AHRR,,,0.9757353100548367,
AIF1,,0.17975537975537975,0.21004683390004492,
AIFM1,0.16769594042321315,,0.16353646353646353,
AJAP1,0.988449541039808,,0.8788091648330001,
AK5,,1.0,,
AKAP12,,,0.8109563761737675,
AKAP13,,,1.0,
AKAP5,,,0.2835307107752928,
AKNA,,1.0,1.0,
AKR1B1,0.16769594042321315,,0.16353646353646353,
AKR1C1,0.1732070746155253,,,
AKR1C2,0.16769594042321315,,,
AKR7A2,,,0.2249386301430911,
ALCAM,,0.2317403850504896,,
ALDH2,,0.20725001494232267,,
ALDH5A1,,1.0,,
ALDH6A1,,1.0,,
ALDOA,,0.4384499881457285,,
ALDOC,,0.6918103479254557,0.7182778006307419,
ALKBH5,,0.8488602981177239,0.8517140901842813,
ALOX5AP,,0.11546786546786547,0.16353646353646353,0.09930495036878015
ALPK1,,1.0,,1.0
ALPL,,0.5627657132511502,,
ALS2CL,1.0,1.0,,
ALYREF,,1.0,,1.0
AMER2,,,0.5937631599170061,
AMIGO2,1.0,,,
AMMECR1,0.748555792034053,,0.6391911922885374,
AMOT,,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,0.9915022477522478,,,
AMPD2,,0.562343500655189,,
AMPH,,,1.0,
AMT,1.0,,,
ANGPT1,,0.49449435323041274,,
ANGPTL2,,0.37500572821673744,,
ANK1,0.38771081135613156,,,
ANKDD1A,,,0.7180172383317862,
ANKRD29,1.0,,1.0,
ANKRD33B,1.0,,1.0,
ANKRD36,,0.6907932184094975,,
ANKRD37,0.6148851148851149,,0.4987282221324775,
ANKRD46,,0.4233821733821734,,
ANKRD50,0.7356159821913247,,0.6663433251831041,
ANKS1B,,,1.0,
ANLN,,,1.0,
ANOS1,0.9287775161901036,,,
ANP32B,,1.0,1.0,
ANTXR2,,,0.3528070913857716,
ANXA1,,0.16251032917699584,0.17161233827900493,
ANXA11,,0.8685436514704808,0.9060094985228675,
ANXA2,,,0.2835307107752928,
AOAH,,0.29523033784397423,0.3525591291825058,
AP1AR,1.0,0.975940725940726,,
AP1S2,,1.0,1.0,
AP5Z1,,0.2737016070349404,,
APAF1,0.16769594042321315,,0.16353646353646353,
APBA1,,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,0.2654180352022079,,,
APC2,1.0,,1.0,
APCDD1,0.16769594042321315,,0.16353646353646353,
APLN,,,0.2725607725607726,
APLP1,,0.6467595848260501,,
APLP2,,0.24643477328041086,,
APMAP,,1.0,,
APOBEC3C,,0.43247101974001356,0.4987282221324775,
APOBEC3F,,1.0,,
