,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.07686063936063936,0.11974445307778642,,0.10939060939060939
AAGAB,,,1.0,
ABAT,,,0.15492928124507074,
ABCA1,0.16700583367250035,,0.14536574536574537,
ABCA5,0.16700583367250035,0.11546786546786547,,
ABCA8,0.37094708570118406,0.28549746956340366,0.3373931893349369,0.26347845702684414
ABCB1,,1.0,,
ABCC1,,,0.29943296140479236,
ABCC9,0.30481484327638175,,,
ABI3,,1.0,1.0,
ABI3BP,0.29514485514485517,,,
ABLIM1,,1.0,,
ABLIM2,1.0,,,
ABRACL,,0.18287296459885294,0.2145953593917395,
ABTB1,,0.9879177617514332,,
ACACA,,0.45623888306815136,,
ACKR3,0.4980291202010659,0.4057476388153679,,
ACO2,,0.29247797057823444,,
ACOT9,0.9570259137188272,,0.9018793088100019,
ACSL1,0.48791347863273615,,,
ACSL3,,0.4595149748210973,,
ACSL4,0.28902433971558394,,0.2973390246117519,
ACSL5,,0.40227514421062815,0.45475380234738527,0.36405194805194807
ACSL6,,,1.0,
ACSS1,0.2190001779042875,,,0.13196327482041767
ACSS3,0.8430164038859692,,0.7891169965405773,
ACTA2,,,0.8963371298040637,
ACTB,,0.8583451946283805,0.9172821284805568,
ACTN1,,1.0,,
ACTN4,,1.0,1.0,
ACTR3,,,1.0,
ADA,0.5658451977470382,,,0.4231824513514654
ADA2,,0.8637199804600685,,
ADAM17,0.40518441096475777,,0.41834909276769744,
ADAM19,0.8564782734995501,,0.8304986549500656,
ADAMTS12,,0.3439924344796735,,
ADAMTS4,,,0.7353527479385602,
ADAMTS9,0.28004668598728005,,,
ADAMTSL3,,,1.0,
ADARB2,1.0,,,
ADCY1,1.0,,0.9915442032433677,
ADCY2,,0.6279161609740121,,
ADCY7,,,0.7991986484989715,
ADCY8,0.5050842015127729,,0.5162970777278709,
ADCYAP1R1,,0.2558057327288097,0.3156736025368733,
ADD2,,,0.9555291451843178,
ADGRA2,,,0.7881921357331194,
ADGRB1,0.8430164038859692,,,
ADGRB2,,,0.7659532476402621,
ADGRB3,,,1.0,
ADGRG5,,0.09667077108937575,0.11850468372207504,
ADGRL3,0.15372127872127872,,0.12910773437089226,
ADM,,0.14090993752010703,0.17949124046685022,
ADRA2A,0.8462367389406016,,0.8168206924792805,
AFAP1L2,,0.803044806529127,,
AFDN,,1.0,1.0,
AFF2,1.0,1.0,,
AFF3,1.0,,1.0,
AGA,,,0.26425099290952947,
AGAP2,1.0,,1.0,
AGFG2,,,1.0,
AGRN,0.18263914303518264,,0.17949124046685022,
AHI1,1.0,,,
AHRR,,,1.0,
AIF1,,0.18757225307443648,0.17949124046685022,
AIFM1,0.48019599448170874,,0.47665217230434626,
AJAP1,0.7647147156640827,,0.7367513033042044,
AK5,,0.7186582074641776,,
AKAP12,,,0.4268898088475824,
AKAP13,,,1.0,
AKAP5,,,0.3023363191430418,
AKNA,,1.0,1.0,
AKR1B1,0.38430319680319686,,0.3605235673417492,
AKR1C1,0.8713016411761182,,,
AKR1C2,0.13664113664113664,,,
AKR7A2,,,0.11850468372207504,
ALCAM,,0.48185259000566827,,
ALDH2,,0.11974445307778642,,
ALDH5A1,,0.09667077108937575,,
ALDH6A1,,0.12048820744472918,,
ALDOA,,0.33992876282595913,,
ALDOC,,0.2503602316686429,0.29943296140479236,
ALKBH5,,0.5264029534045233,0.5642486168801959,
ALOX5AP,,0.14808092670688092,0.1747717930924038,0.13196327482041767
ALPK1,,1.0,,1.0
ALPL,,0.3610621004830359,,
ALS2CL,1.0,1.0,,
ALYREF,,1.0,,1.0
AMER2,,,0.5499456295916473,
AMIGO2,0.3871498871498872,,,
AMMECR1,0.5837043281262349,,0.5689259794063287,
AMOT,,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,0.10248085248085248,,,
AMPD2,,0.5875325831910493,,
AMPH,,,1.0,
AMT,0.4774046592228411,,,
ANGPT1,,0.6048473637631983,,
ANGPTL2,,1.0,,
ANK1,0.5425456896045131,,,
ANKDD1A,,,1.0,
ANKRD29,0.9110030487929532,,0.8948531388290424,
ANKRD33B,0.7084317392009699,,0.6975211168759556,
ANKRD36,,0.12048820744472918,,
ANKRD37,1.0,,1.0,
ANKRD46,,0.5875325831910493,,
ANKRD50,1.0,,1.0,
ANKS1B,,,0.4167952669898195,
ANLN,,,1.0,
ANOS1,0.9894702998151274,,,
ANP32B,,1.0,1.0,
ANTXR2,,,0.284620983736028,
ANXA1,,0.6385060885060886,0.6807305994498113,
ANXA11,,0.18757225307443648,0.2145953593917395,
ANXA2,,,1.0,
AOAH,,0.45866957998673774,0.44738256198514975,
AP1AR,1.0,1.0,,
AP1S2,,1.0,1.0,
AP5Z1,,0.8012606552326179,,
APAF1,0.16962347996830757,,0.15877326556938207,
APBA1,,0.6258230719556687,0.6810670901579993,
APBB1IP,,1.0,1.0,1.0
APBB2,0.3454410757781544,,,
APC2,0.322318810222036,,0.28774744317266315,
APCDD1,0.9568489634539832,,0.9421464854990866,
APLN,,,0.22271502816249897,
APLP1,,0.39588982446125304,,
APLP2,,0.22302697302697302,,
APMAP,,0.5961132392787069,,
APOBEC3C,,0.8450383697020469,0.9177903389460687,
APOBEC3F,,1.0,,
APOL2,,0.21395516248457427,0.23684591270798167,
APOL3,,0.2600566588836384,0.3166621177231257,0.2312321824516946
APOL6,,0.5830957898406579,0.6407959387551225,0.5065593089545186
APOLD1,0.8204669762914847,,,
APOO,0.830729742234167,,0.7991986484989715,
APOOL,0.23285590149495478,,0.21535665980110424,
AQP1,,0.09555961280099212,,0.10939060939060939
AQP3,,0.09555961280099212,0.11850468372207504,0.10939060939060939
ARAP1,1.0,,1.0,
ARAP2,,,1.0,
ARF6,,1.0,1.0,
ARFGEF3,,1.0,,
ARG2,0.3405517559363713,0.257982257982258,,
ARHGAP20,,1.0,,
ARHGAP21,,,1.0,
ARHGAP27,,1.0,,
ARHGAP30,,0.6543179043179044,0.7158289905670581,0.5704517704517704
ARHGAP33,,,1.0,
ARHGAP36,0.6136865084233505,,0.5879962733895319,
ARHGAP9,,1.0,1.0,1.0
ARHGDIB,,0.39588982446125304,0.4167952669898195,0.36405194805194807
ARHGEF1,1.0,1.0,1.0,
ARHGEF2,,1.0,,
ARHGEF3,,,1.0,
ARHGEF6,,1.0,1.0,
ARID5B,,0.55169944909608,,
ARL1,,1.0,,
ARL4C,1.0,,1.0,
ARMCX2,1.0,,1.0,
ARMCX3,0.47758067175542906,,0.403915361746687,
ARMCX4,0.830729742234167,0.7544270633212942,,
ARPC5L,,0.7994555385859733,,
ARPP19,,,0.8330138611388611,
ARPP21,,1.0,,
ARRDC2,,0.8571760833401632,0.90566590369157,
ARRDC3,,,0.8090020383014014,
ARSD,1.0,,1.0,
ART3,,,,0.484987405232804
ARX,0.9564879564879564,,,
ASAH1,0.9623592553280053,0.8978900539718623,,
ASAP1,1.0,,1.0,
ASB4,0.29535966217188925,,0.2973390246117519,
ASF1B,,1.0,1.0,
ASIC2,,0.30752156007258047,,
ASPH,,0.1655765618029769,0.17949124046685022,
ASS1,,0.4529893183739338,,
ASTN1,0.34754376058723885,,0.33441371595985064,
ASXL3,0.6648019876802166,,0.642147254918994,
ATF3,0.8313174307283291,0.7765350762981095,,
ATG12,0.2221520415068802,,,
ATG4A,,,0.2552002137989399,
ATG9B,0.6968697968697969,,,
ATMIN,1.0,,,
ATP10A,,0.09555961280099212,0.11850468372207504,
ATP10B,0.1586800296477716,,0.17949124046685022,
ATP11A,0.07686063936063936,,,
ATP11C,0.07686063936063936,,0.11850468372207504,
ATP13A3,0.19764164407021553,,,
ATP1A2,,0.1506102593059115,,
ATP1A4,,,,0.12341504649196959
ATP1B1,,0.1086756380874028,,
ATP1B3,0.2142781460963279,,,
ATP2A2,0.11901002223582868,0.09667077108937575,,
ATP2B2,0.16700583367250035,,0.15877326556938207,
ATP6AP1,,0.29247797057823444,,
ATP6AP2,0.4774046592228411,0.4034419395865179,0.4222328730999251,
ATP6V0D2,0.4344297007340485,,,
ATP6V1A,0.27466949294360465,0.2246942246942247,,
ATP6V1B2,1.0,,1.0,
ATP6V1C1,0.3243882102149818,,0.2814574149885723,
ATP6V1G2,,0.4376940748781904,0.47665217230434626,
ATP8A1,0.07686063936063936,,0.11850468372207504,
ATP9A,,0.09555961280099212,,
ATRNL1,0.16700583367250035,,0.11850468372207504,
AXIN2,1.0,,1.0,
AZGP1,,0.17042315972797256,,
B2M,,0.18705794205794207,0.1907925407925408,0.13654430675707271
B3GALNT1,,0.42170872605655213,,
B3GAT1,,,0.5360636342509454,
B3GNT2,,0.09555961280099212,0.11850468372207504,
B3GNT9,,,0.3625921589722495,
B4GALT1,,0.3246487811705203,0.3125766200558444,
B4GAT1,,0.09667077108937575,,
BAALC,,0.49064378244706114,,
BACE2,,,0.19239583945466301,
BAG1,,,0.1728434167458558,
BAHCC1,1.0,,1.0,
BAIAP3,0.3736010824618419,0.321351964743486,,
BAK1,,0.16897736409931532,0.17949124046685022,
BARHL1,1.0,,1.0,
BASP1,,0.30984844301427217,,
BATF3,,0.4497169497169497,,0.40407000407000404
BAZ1A,,,1.0,
BCAN,,0.4594783454887082,,
BCAT1,1.0,,1.0,
BCL11A,,,1.0,
BCL11B,1.0,1.0,,
BCL6,,0.6423872623333541,0.7082741202459513,0.5291452733313198
BCLAF3,0.8265369645191604,,0.7991187191187191,
BCORL1,1.0,,,
BDNF,0.5350299051597753,,,
BEX1,0.6861284882675257,,0.6554437625866198,
BEX2,1.0,,1.0,
BEX3,1.0,,1.0,
BEX4,1.0,,1.0,
BGN,,,0.17775702558311257,
BHLHB9,1.0,,,
BHLHE22,1.0,,1.0,
BHLHE41,,1.0,,
BIRC7,1.0,,,
BLCAP,0.977832666693102,0.9237429237429238,,
BLM,,1.0,1.0,
BMP2,1.0,,,
BMP7,0.8490852941637536,0.803044806529127,,
BMPR1B,,1.0,,
BNIP3,,0.232455044955045,0.23837518413789605,
BNIP3L,,0.14090993752010703,,
BOC,0.35198370534059575,0.3186913086913087,0.33441371595985064,
BRAT1,0.7951755035088368,,,
BRINP1,,0.8977219963135455,,
BRINP3,0.47758067175542906,,,
BRMS1,,1.0,,
BRS3,0.7350116770646572,,0.7203166775421112,
BSPRY,,0.19387197164974945,0.17775702558311257,
BST2,,0.4342595809987115,0.4746083104292059,0.37855274496495867
BTBD11,,0.6667482970984916,,
BTBD3,1.0,0.9188189209511173,,
BTBD6,1.0,,,
BTG1,,1.0,,
BTG2,0.4527352543018339,0.4196432139289282,0.44738256198514975,0.3316000239077162
BTN2A2,,0.36705016837467175,,0.3101043101043101
BTN3A1,,0.8161838161838162,,0.8106265593702779
BTN3A2,,0.31601731601731603,,0.29448646591503735
BTNL9,0.640505328005328,,0.5777356546587316,
BUB3,1.0,,1.0,
BZW2,,,0.22271502816249897,
C10orf90,0.542240459961979,,,
C11orf87,1.0,,1.0,
C19orf57,,,1.0,
C1QL1,0.10248085248085248,,,
C1QTNF1,,0.21395516248457427,,
C1QTNF3,0.07686063936063936,,0.11850468372207504,
C1R,0.5989300121036647,0.529092191064022,,0.4589543789543789
C1S,,0.560496646210932,,0.4897163442617988
C1orf61,0.2190001779042875,,0.21535665980110424,
C2CD2,,,1.0,
C2CD4C,,,1.0,
C3,,0.1506102593059115,,0.10939060939060939
C3AR1,,0.09555961280099212,0.11850468372207504,
C3orf18,,,0.46605101383258385,
C3orf58,,0.7228545927430686,,0.6635230054919175
C3orf70,,,1.0,
C4orf19,0.42789265528991555,,,
C6orf106,,,0.4120603805643176,
C8orf34,,1.0,,
C8orf82,0.844690662872481,,,
CA10,0.2610685403981493,,0.23684591270798167,
CA12,0.6219799431337892,,0.6449633254446089,
CA2,,0.11974445307778642,,
CA8,,,0.47665217230434626,
CA9,0.8710153801317897,,,
CABIN1,,,1.0,
CABLES1,,1.0,1.0,
CABP7,,,1.0,
CACHD1,1.0,,0.9903890502021342,
CACNA1A,0.2296558862823923,0.17042315972797256,0.2145953593917395,
CACNA1E,,0.09555961280099212,0.11850468372207504,
CACNA1G,0.1586800296477716,0.09667077108937575,0.11850468372207504,
CACNA2D1,0.17377188029361945,,0.1747717930924038,
CACNA2D2,0.37094708570118406,0.264490495259726,,0.2740290013017286
CACNA2D3,,0.16897736409931532,,
CACNA2D4,0.7661817677590549,,,
CACNB2,0.11901002223582868,0.1086756380874028,,
CACNB4,,,0.17775702558311257,
CACNG4,0.9570259137188272,,,
CACNG7,,,0.47774697212899464,
CACNG8,0.4861882303742769,,,
CAD,0.830729742234167,,0.8045924193202741,
CADM1,0.19005539914630823,0.13608712715855575,,
CADM2,0.16700583367250035,,,
CADM3,,0.1655765618029769,0.1728434167458558,
CALB1,,0.2558057327288097,,
CALB2,0.47758067175542906,,,
CALHM2,,0.3542407818425918,0.3630069482087419,
CALY,,,0.8046202998279677,
CAMK1D,,,1.0,
CAMK2A,1.0,0.9719135670055916,1.0,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,,
CANX,,0.09667077108937575,,
CAP2,0.9764885373693665,,0.9392296892296892,
CAPG,,0.9339742535945068,0.967551916269865,
CARD8,,0.20994157357793722,0.24503834927287696,
CARMIL3,,,0.3550214219960179,
CARTPT,0.28599307669075114,,,0.2104730712325649
CASC10,0.3873588185514791,,0.3571485985279089,
CASK,0.1586800296477716,0.14090993752010703,0.1747717930924038,
CASKIN1,,1.0,,
CASP1,,0.11974445307778642,0.1379223186452102,0.10939060939060939
CASP10,,0.4015453933821281,,
CASP7,,0.560496646210932,,
CAV2,,,0.6969441123102587,
CBLB,1.0,,,
CBLN1,,0.09555961280099212,0.11850468372207504,
CBLN2,0.07686063936063936,,0.11850468372207504,
CBLN4,0.07686063936063936,,0.11850468372207504,
CCDC136,,0.442006022651184,0.46724703867561007,
CCDC152,1.0,,,
CCDC40,0.5363891427721215,,,
CCDC80,,0.957177259142099,,
CCDC86,,,1.0,
CCDC88A,,0.4143390589992532,,
CCDC88B,,0.6493333102144851,0.6792120117212824,
CCK,0.5162332173321185,,0.5012017997799988,
CCL2,0.34754376058723885,0.324220114860509,0.3156736025368733,0.2740290013017286
CCL28,,0.22032737580440762,0.21535665980110424,
CCL4,,0.13608712715855575,0.17949124046685022,
CCL5,,0.14808092670688092,0.20139958563603885,0.13196327482041767
CCM2,,,0.47665217230434626,
CCNA2,,,1.0,
CCNB1,,1.0,1.0,
CCND1,,1.0,1.0,
CCND2,,1.0,,
CCND3,,1.0,,
CCNG2,1.0,,1.0,
CCNI,,1.0,,
CCNL1,,1.0,,
CCR2,,0.3342348517992546,0.3321177537115841,
CCR5,,0.3784497440885106,0.43343310824513837,
CCT7,0.6984409318904093,,,
CCZ1,,0.9482798451548452,0.9806039824836816,
CD109,,0.264490495259726,,
