,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.05124042624042624,0.012712058583618218,,0.004861804861804862
AAGAB,,,1.0,
ABAT,,,1.0,
ABCA1,0.8284030959552781,,0.7720866494100694,
ABCA5,1.0,1.0,,
ABCA8,1.0,0.9536685808079453,1.0,0.7437247437247436
ABCB1,,0.17280179404890722,,
ABCC1,,,0.2679214402618658,
ABCC9,0.5642835967025494,,,
ABI3,,0.4653494096265181,0.5592195161160679,
ABI3BP,0.05124042624042624,,,
ABLIM1,,1.0,,
ABLIM2,1.0,,,
ABRACL,,1.0,1.0,
ABTB1,,1.0,,
ACACA,,0.934044889435224,,
ACKR3,0.11763019589106546,0.03662416878275909,,
ACO2,,1.0,,
ACOT9,1.0,,1.0,
ACSL1,0.26352219209362066,,,
ACSL3,,0.017764286995056226,,
ACSL4,0.08198468198468198,,0.04088411588411588,
ACSL5,,0.017764286995056226,0.02353042640812425,0.007029115462850402
ACSL6,,,0.015877326556938208,
ACSS1,1.0,,,1.0
ACSS3,1.0,,1.0,
ACTA2,,,0.05543608933439442,
ACTB,,0.3084855775022751,0.36509062892826727,
ACTN1,,0.3243997381928416,,
ACTN4,,0.957579660876364,1.0,
ACTR3,,,1.0,
ADA,0.06738467012439615,,,0.007029115462850402
ADA2,,0.1180056207528735,,
ADAM17,0.06738467012439615,,0.04088411588411588,
ADAM19,0.06253068964933371,,0.02353042640812425,
ADAMTS12,,0.022714989928104685,,
ADAMTS4,,,0.08729704459241827,
ADAMTS9,0.054656454656454655,,,
ADAMTSL3,,,0.39087801477959655,
ADARB2,1.0,,,
ADCY1,0.11179729361547543,,0.051334315908306935,
ADCY2,,0.06466200466200467,,
ADCY7,,,0.06945564088421231,
ADCY8,0.15161550777989136,,0.10688657747481278,
ADCYAP1R1,,0.02743790862602744,0.015877326556938208,
ADD2,,,1.0,
ADGRA2,,,0.4212302848666485,
ADGRB1,0.8398430837455227,,,
ADGRB2,,,0.9089541068827605,
ADGRB3,,,0.41160359910359917,
ADGRG5,,0.5045996587846808,0.5491005345019944,
ADGRL3,0.17568146139574708,,0.10688657747481278,
ADM,,0.06085468585468586,0.04628390477447081,
ADRA2A,0.471644832440287,,0.38236942913201905,
AFAP1L2,,0.22855495020443475,,
AFDN,,1.0,1.0,
AFF2,0.1618118723381881,0.09265506529944222,,
AFF3,0.2756381549484998,,0.17035048285048285,
AGA,,,0.6934113141009692,
AGAP2,1.0,,1.0,
AGFG2,,,1.0,
AGRN,0.2562021312021312,,0.17280914961327332,
AHI1,1.0,,,
AHRR,,,1.0,
AIF1,,0.012712058583618218,0.015877326556938208,
AIFM1,1.0,,1.0,
AJAP1,1.0,,1.0,
AK5,,1.0,,
AKAP12,,,1.0,
AKAP13,,,1.0,
AKAP5,,,0.763713248146623,
AKNA,,1.0,1.0,
AKR1B1,1.0,,1.0,
AKR1C1,1.0,,,
AKR1C2,1.0,,,
AKR7A2,,,1.0,
ALCAM,,0.17559629310781386,,
ALDH2,,1.0,,
ALDH5A1,,1.0,,
ALDH6A1,,1.0,,
ALDOA,,1.0,,
ALDOC,,0.9854369457257544,1.0,
ALKBH5,,1.0,1.0,
ALOX5AP,,0.012712058583618218,0.015877326556938208,0.004861804861804862
ALPK1,,1.0,,1.0
ALPL,,0.5321562495475539,,
ALS2CL,0.5606760997189209,0.40964044033510916,,
ALYREF,,1.0,,1.0
AMER2,,,0.3660816247972211,
AMIGO2,0.2275074925074925,,,
AMMECR1,0.5692253291263192,,0.5592195161160679,
AMOT,,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,1.0,,,
AMPD2,,1.0,,
AMPH,,,1.0,
AMT,1.0,,,
ANGPT1,,0.10322628660737544,,
ANGPTL2,,0.2351860818118487,,
ANK1,0.4112543300854989,,,
ANKDD1A,,,0.5062433772600693,
ANKRD29,1.0,,1.0,
ANKRD33B,1.0,,1.0,
ANKRD36,,0.4597720461356825,,
ANKRD37,0.43081122698957086,,0.30561486227490203,
ANKRD46,,0.5402899259014367,,
ANKRD50,1.0,,1.0,
ANKS1B,,,1.0,
ANLN,,,1.0,
ANOS1,1.0,,,
ANP32B,,1.0,1.0,
ANTXR2,,,0.6376620726753353,
ANXA1,,0.3183856584591879,0.2952280984735346,
ANXA11,,1.0,1.0,
ANXA2,,,0.40814703123701424,
AOAH,,0.03662416878275909,0.05543608933439442,
AP1AR,0.892142403051494,0.7373845993148943,,
AP1S2,,1.0,1.0,
AP5Z1,,0.5768521211559186,,
APAF1,0.054656454656454655,,0.015877326556938208,
APBA1,,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,0.30502174990363967,,,
APC2,1.0,,1.0,
APCDD1,0.5606760997189209,,0.46498251344778,
APLN,,,1.0,
APLP1,,0.05733576768059527,,
APLP2,,0.2728012728012728,,
APMAP,,0.02743790862602744,,
APOBEC3C,,0.3015596036233935,0.4060599264680897,
APOBEC3F,,0.1975108225108225,,
APOL2,,0.1679532588623498,0.19785893119226453,
APOL3,,0.017764286995056226,0.04628390477447081,0.007029115462850402
APOL6,,0.022714989928104685,0.04088411588411588,0.02278971028971029
APOLD1,0.7750241805907809,,,
APOO,1.0,,1.0,
APOOL,1.0,,1.0,
AQP1,,0.14658892744535063,,0.05913005913005913
AQP3,,0.11482992145975572,0.11114128589856745,0.04313995863291638
ARAP1,1.0,,1.0,
ARAP2,,,1.0,
ARF6,,1.0,1.0,
ARFGEF3,,1.0,,
ARG2,0.5606760997189209,0.38374395090813007,,
ARHGAP20,,1.0,,
ARHGAP21,,,1.0,
ARHGAP27,,1.0,,
ARHGAP30,,1.0,1.0,1.0
ARHGAP33,,,1.0,
ARHGAP36,1.0,,1.0,
ARHGAP9,,0.9942072230510847,1.0,0.7689328215644005
ARHGDIB,,0.022714989928104685,0.015877326556938208,0.007029115462850402
ARHGEF1,1.0,1.0,1.0,
ARHGEF2,,1.0,,
ARHGEF3,,,1.0,
ARHGEF6,,1.0,1.0,
ARID5B,,0.5415044725389554,,
ARL1,,1.0,,
ARL4C,1.0,,1.0,
ARMCX2,1.0,,1.0,
ARMCX3,0.7886830518409464,,0.6655553748577004,
ARMCX4,1.0,1.0,,
ARPC5L,,1.0,,
ARPP19,,,0.31948129240198875,
ARPP21,,1.0,,
ARRDC2,,0.27712287712287714,0.3387761014879659,
ARRDC3,,,0.19167615426967047,
ARSD,1.0,,1.0,
ART3,,,,0.5212935212935214
ARX,1.0,,,
ASAH1,0.25949280077720444,0.14895354645354647,,
ASAP1,1.0,,1.0,
ASB4,1.0,,1.0,
ASF1B,,1.0,1.0,
ASIC2,,1.0,,
ASPH,,1.0,1.0,
ASS1,,1.0,,
ASTN1,1.0,,1.0,
ASXL3,1.0,,1.0,
ATF3,0.22472958513567654,0.15472120931178004,,
ATG12,1.0,,,
ATG4A,,,1.0,
ATG9B,0.1568163380243917,,,
ATMIN,1.0,,,
ATP10A,,1.0,1.0,
ATP10B,0.7203674986101765,,0.6003804414763318,
ATP11A,1.0,,,
ATP11C,0.33038603187856924,,0.29309997538103444,
ATP13A3,0.34433566433566437,,,
ATP1A2,,1.0,,
ATP1A4,,,,1.0
ATP1B1,,1.0,,
ATP1B3,1.0,,,
ATP2A2,1.0,1.0,,
ATP2B2,0.3378489642225906,,0.2702509355051728,
ATP6AP1,,1.0,,
ATP6AP2,1.0,1.0,1.0,
ATP6V0D2,1.0,,,
ATP6V1A,1.0,1.0,,
ATP6V1B2,1.0,,1.0,
ATP6V1C1,1.0,,1.0,
ATP6V1G2,,1.0,1.0,
ATP8A1,1.0,,1.0,
ATP9A,,0.4597720461356825,,
ATRNL1,0.35632918318430684,,0.23774023333494698,
AXIN2,1.0,,1.0,
AZGP1,,0.05385780297441076,,
B2M,,0.012712058583618218,0.015877326556938208,0.004861804861804862
B3GALNT1,,0.5251599712241112,,
B3GAT1,,,0.14138599153008374,
B3GNT2,,0.7866713931230059,0.87347711112417,
B3GNT9,,,1.0,
B4GALT1,,0.12114661294989164,0.12696930398793754,
B4GAT1,,1.0,,
BAALC,,0.8423402906161527,,
BACE2,,,0.26614071153685714,
BAG1,,,1.0,
BAHCC1,1.0,,1.0,
BAIAP3,1.0,1.0,,
