,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.1313837677474041,0.05444555444555444,,0.03190655498347806
AAGAB,1.0,,1.0,
AARS,,1.0,,
AATK,,1.0,,
ABAT,,,1.0,
ABCA1,0.2097902097902098,,0.1069266304165633,
ABCA2,,1.0,,
ABCA3,0.971989966555184,,,
ABCA5,0.16360997493072965,0.045734265734265735,,
ABCA7,0.2863174561287769,,,
ABCA8,0.1313837677474041,0.09642766871682533,0.11403320605774594,0.04426061743134914
ABCB1,1.0,1.0,,
ABCB6,,,0.46617066238408755,
ABCC1,1.0,,1.0,
ABCC9,0.8928305736816375,,0.7244604710358136,
ABCF1,,1.0,,
ABCG1,0.09853782581055308,0.05444555444555444,,
ABCG2,,,1.0,
ABHD17A,,0.10219947650115248,,
ABHD3,,,0.4315569707539115,
ABHD5,1.0,,,
ABI2,,1.0,,
ABI3,,1.0,0.9871003680927987,
ABI3BP,0.2199250025336982,,0.15549315549315548,
ABLIM1,,1.0,,
ABLIM2,1.0,1.0,1.0,
ABLIM3,,1.0,,
ABRACL,,1.0,1.0,
ABT1,,1.0,,1.0
ABTB1,,0.8578186828977135,0.8955185862961631,
ACACA,,1.0,,
ACADM,,,1.0,
ACADSB,1.0,,,
ACAN,0.6520215003505492,0.446284285662524,,
ACER3,,1.0,,
ACKR1,,,0.08297952047952048,
ACKR3,0.276744532063681,0.11064741709903002,,
ACO2,,1.0,,
ACOT9,1.0,,1.0,
ACSL1,0.538114367901602,0.3811188811188811,,
ACSL3,,1.0,,
ACSL4,1.0,,1.0,
ACSL5,,0.19189202405985623,0.2569688376139989,0.13312363312363312
ACSL6,,1.0,1.0,
ACSS1,1.0,,,1.0
ACSS3,1.0,1.0,1.0,
ACTA2,0.31468531468531474,,0.20504591933163363,
ACTB,1.0,1.0,1.0,
ACTC1,,,,1.0
ACTG1,,,0.3082722027313057,
ACTN1,,0.6184592106922204,0.6452555078509278,
ACTN4,,1.0,1.0,
ACTR3,1.0,1.0,1.0,
ACVR1,,,0.46617066238408755,
ACVR2A,,0.8949008737741132,,
ACVR2B,,0.6920695949699733,0.740062612972312,
ADA,0.3322954417844929,,0.20504591933163363,0.0878073539363862
ADA2,,0.38263728303568945,,
ADAM10,,,0.40467674288133576,
ADAM11,,,0.2520327130496622,
ADAM17,0.42937738589912505,,0.2839530411784747,
ADAM19,0.34685314685314683,,0.17926377420048306,
ADAM22,,0.34754012507316473,0.41269160287565193,
ADAM33,0.4043624769013371,,,
ADAM9,,,0.39972930295510944,
ADAMTS10,0.3069496874806609,,,
ADAMTS12,0.31468531468531474,0.2085601694722216,,
ADAMTS14,,0.17448816243996967,,
ADAMTS4,,,0.759461832530726,
ADAMTS7,0.3069496874806609,0.1333061557276804,0.18500352106909487,
ADAMTS9,0.7509191839088747,,,
ADAMTSL3,0.5493821247245905,,0.4475865044046863,
ADAMTSL4,,,1.0,
ADARB2,1.0,,1.0,
ADCY1,0.8038029386343992,,0.6343708510810339,
