,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.16525643031667128,0.15706515706515708,,0.11510407400818361
AAGAB,0.47582884686957083,,0.4397644460802356,
AARS,,0.932841699149489,,
AATK,0.3751462213000675,0.3215969090332418,,
ABAT,,,0.5066050143817756,
ABCA1,1.0,,1.0,
ABCA2,,0.8700483888969153,,
ABCA3,0.8721708987958008,,,
ABCA5,0.6808903916596225,0.6034682805983254,,
ABCA7,1.0,,,
ABCA8,0.4079990459638209,0.36331467646090987,0.35214854111405836,0.28073946255764437
ABCB1,0.4357519736581109,0.3753591041726635,,
ABCB6,,,0.5450439970987916,
ABCB9,0.499494724928251,,,
ABCC1,0.4881383322559793,,0.42921479814683705,
ABCC9,0.52754937370322,,0.4665783318477929,
ABCD4,,,0.7214786556626718,
ABCF1,,0.9212746280607996,,
ABCG1,0.9930257787880352,0.9621451298393344,,
ABCG2,,,1.0,
ABHD12,0.8713874360933185,0.7933714392511719,,
ABHD14B,,,0.5180756743256744,
ABHD17A,,0.8098242865006713,,
ABHD3,,0.9761909822700096,0.9607757996815747,
ABHD5,0.2144933256044367,,,
ABI2,,1.0,,
ABI3,,1.0,1.0,
ABI3BP,0.9491436833208985,,0.9312356053987855,
ABLIM1,,1.0,,
ABLIM2,1.0,1.0,1.0,
ABLIM3,,1.0,,
ABRACL,,1.0,1.0,
ABT1,,1.0,,1.0
ABTB1,,0.8796502410632846,0.8794090737612331,
ACAA1,1.0,1.0,,
ACACA,,0.6685881685881686,,
ACAD8,1.0,,,
ACADM,,1.0,1.0,
ACADSB,1.0,,,
ACAN,0.934753911798388,0.8905973383185178,,
ACER3,1.0,1.0,,
ACIN1,,0.9529400947311395,,
ACKR1,0.38472503106649447,,0.35214854111405836,
ACKR3,0.635632660022904,0.5374201127487275,,
ACO2,0.635632660022904,0.5561202363527945,,
ACOT9,1.0,,1.0,
ACP1,,0.8042104523042939,,
ACP2,,,0.19436770126425298,
ACRBP,,,0.9071883052569748,
ACSBG1,,,0.35214854111405836,
ACSL1,0.7269365064336051,0.6579865147640084,,
ACSL3,,0.22300854361923064,,
ACSL4,0.42362910159520334,0.35504030852868057,0.3862933183321533,
ACSL5,,0.17060525681215338,0.17959956709956712,0.11510407400818361
ACSL6,,0.1766983016983017,0.2090972090972091,
ACSS1,1.0,,,1.0
ACSS3,0.1702711082021427,0.15706515706515708,0.16578421578421582,
ACTA2,0.4608671328671328,,0.38702933648782023,
ACTB,1.0,1.0,1.0,
ACTC1,0.7730555663417854,,,0.5957355897114933
ACTG1,,,1.0,
ACTG2,1.0,1.0,,
ACTN1,,1.0,1.0,
ACTN4,,1.0,1.0,
ACTR2,,,1.0,
ACTR3,1.0,1.0,1.0,
ACVR1,,0.768510153475985,0.7214786556626718,
ACVR2A,,0.8892984949322978,0.8683493339341128,
ACVR2B,,0.8098242865006713,0.7897432169820229,
ADA,0.3751462213000675,,0.353971703971704,0.266749123891981
ADA2,,0.15706515706515708,,
ADAM10,0.1702711082021427,,0.16578421578421582,
ADAM11,0.1702711082021427,,0.16578421578421582,
ADAM17,0.4255893639071209,,0.32087267571138545,
ADAM19,0.18288378288378287,,0.16578421578421582,
ADAM22,,0.178459414339813,0.2204577337556061,
ADAM33,0.18671380975045895,,,0.11240932980063414
ADAM9,,,0.16578421578421582,
ADAMTS1,,0.1487985698512014,,
ADAMTS10,0.1775048480930834,,,
ADAMTS12,0.23020336307049594,0.20079352465716102,,
ADAMTS14,,0.15706515706515708,,
ADAMTS18,,,0.17367870225013082,
ADAMTS4,0.388720591149741,,0.37212598246646167,
ADAMTS7,0.22860472860472864,0.1766983016983017,0.19436770126425298,
ADAMTS9,0.19688445525766102,,,
ADAMTSL3,1.0,,1.0,
ADAMTSL4,,,0.16578421578421582,
ADAR,,0.783331679522867,,
ADARB2,1.0,,1.0,
ADCY1,1.0,,1.0,
ADCY2,1.0,1.0,,
ADCY3,1.0,,,
ADCY7,,1.0,1.0,
ADCY8,1.0,,1.0,
ADCY9,,1.0,,1.0
ADCYAP1,0.21192541364215187,,0.21204957832864813,
ADCYAP1R1,0.1702711082021427,0.1390412865822702,0.16578421578421582,
ADD2,1.0,,1.0,
ADD3,1.0,,,1.0
ADGRA1,,,,0.7507128288378289
ADGRA2,1.0,,1.0,
ADGRB1,0.5852281052281052,0.5391883595718105,0.5406939910822568,
ADGRB2,1.0,,0.997334182170654,
ADGRB3,1.0,,1.0,
ADGRG1,0.38472503106649447,0.26078743059875137,,
ADGRG5,,0.19238158291412727,0.24176864801864803,
ADGRL1,,1.0,,
ADGRL3,0.5529601288763593,,0.4722538417757541,
ADI1,0.7741112503017266,,,
ADIPOR1,0.6707649717054105,0.5796626486281659,,
ADK,0.21946053946053945,,0.17762594548308835,
ADM,,0.2581070733936976,0.23307531470796777,
ADRA2A,1.0,,1.0,1.0
ADRA2C,,1.0,,
ADRB1,0.954676350902766,,0.908479724029322,
ADSS,0.2971285641310831,0.23503812102386926,,
AEBP1,,,0.551207909986536,
AFAP1L2,,1.0,,
AFDN,,1.0,1.0,
AFF2,1.0,1.0,0.9567730533001217,
AFF3,0.5852281052281052,,0.5497945931619401,
AFF4,,,1.0,
AFG3L2,0.1702711082021427,,,
AGA,0.324941573233145,,0.24036943866368174,
AGAP1,,1.0,1.0,
AGAP2,1.0,1.0,1.0,
AGAP3,,1.0,,
AGFG1,1.0,,,
AGFG2,1.0,,1.0,
AGMAT,,0.6981807794155478,0.6640993259280632,
AGPS,0.7423232198513098,,,
AGRN,0.9881623752591493,,0.9536410365478941,
AGTR2,1.0,,,
AGTRAP,,0.46031335869673057,,
AHDC1,,,0.8550475312652963,
AHI1,1.0,,1.0,
AHNAK2,,1.0,,
AHRR,1.0,,0.9740239639636018,
AIF1,,0.2102855821864086,0.23003551472450995,
AIF1L,,0.9055787962037963,,
AIFM1,0.1702711082021427,,0.16578421578421582,
AIFM2,,,0.918486703973992,
AIP,0.47254270120123776,,,
AJAP1,0.9832192431371638,,0.9052514529089649,0.793767635872899
AK1,,,0.92433015769869,
AK5,,1.0,,
AKAP1,1.0,,,
AKAP11,,0.9517913507938446,,
AKAP12,,,0.8259781638479864,
AKAP13,,,1.0,
AKAP17A,,1.0,,
AKAP5,,,0.3014258468803923,
AKAP8L,,1.0,1.0,
AKAP9,,,1.0,
AKIRIN1,,,1.0,
AKIRIN2,,0.9186944583462959,,
AKNA,,1.0,1.0,
AKR1B1,0.1775048480930834,0.131496410566178,0.16578421578421582,
AKR1C1,0.1702711082021427,0.1487985698512014,,
AKR1C2,0.1613680437209849,,,
AKR7A2,0.2872520150007061,,0.2585328901118375,
AKT3,,0.7973543393278297,0.8199435943118253,
AKTIP,0.935957689705013,,,
ALCAM,,0.3215969090332418,0.3118198416004059,
ALDH18A1,,1.0,,
ALDH1A2,0.23020336307049594,,,
ALDH1A3,,,0.1835249621227481,
ALDH1B1,0.6171556227799198,,,
ALDH2,0.2971285641310831,0.2737776057934161,,0.17543884686741829
ALDH5A1,1.0,1.0,,
ALDH6A1,1.0,1.0,,
ALDOA,,0.4722519632833535,,
ALDOC,,0.7231254800975917,0.7677538746241036,
ALG13,0.9491436833208985,,,
ALG3,0.47904632680752085,,,
ALKBH2,,,0.2565708101422387,
ALKBH4,1.0,,,
ALKBH5,,0.9029682137251859,0.8957404251521898,
ALOX5AP,,0.131496410566178,0.16578421578421582,0.11240932980063414
ALOXE3,0.30853254325136964,,0.285834854800372,
ALPK1,,1.0,,1.0
ALPL,,0.6034682805983254,,
ALS2CL,1.0,1.0,,
ALYREF,,1.0,,1.0
AMER2,,0.5857402266242046,0.5802447552447552,
AMER3,,0.4239007584732492,,
AMFR,,,0.16578421578421582,
AMIGO2,1.0,,,
AMMECR1,0.7423232198513098,,0.6904779357609547,
AMOT,1.0,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,0.9302873554500453,,,
AMPD2,,0.5816047421213473,,
AMPH,,1.0,1.0,
AMT,1.0,,,
AMZ1,,0.6509298261875581,,
ANAPC16,1.0,,1.0,
ANAPC2,0.7702501218887402,,0.7184726444484183,
ANAPC5,,,0.930626508825561,
ANGPT1,0.576804922236712,0.5270013199982305,,
ANGPTL2,,0.45328780483174785,0.42921479814683705,
ANK1,0.411755885440096,,,
ANK3,,,1.0,
ANKDD1A,,0.7677143603917059,0.7654832412485474,
ANKHD1,,,1.0,
ANKMY2,,1.0,,
ANKRA2,,,0.3862933183321533,
ANKRD10,,,1.0,
ANKRD27,,,0.5406939910822568,
ANKRD29,1.0,,1.0,
ANKRD33B,1.0,,1.0,
ANKRD36,,0.7124475524475525,,
ANKRD36B,0.7447755864045457,,,
ANKRD37,0.5655113132705962,0.4933931165194549,0.5131058986262607,0.4284816307288217
ANKRD44,,1.0,1.0,
ANKRD46,0.5315524583817266,0.45738552186383363,,
ANKRD49,,0.8461467610403781,,
ANKRD50,0.7249845991375516,,0.6503273843541303,
ANKRD55,,,1.0,
ANKRD6,,1.0,,
ANKRD9,,0.6952442981854746,0.6969563861362621,
ANKS1A,1.0,,,
ANKS1B,1.0,1.0,1.0,
ANKS3,,1.0,,
ANKZF1,0.15675752818609962,0.1396134729468063,0.16578421578421582,
ANLN,,1.0,1.0,
ANO3,0.9257989448326198,0.8945793859011482,,
ANO6,,,0.8790333349401568,
ANOS1,0.891135099468433,0.8612186133194537,,
ANP32B,,1.0,1.0,
ANP32E,,0.42001693687086944,,
ANTXR1,,,0.5802447552447552,
ANTXR2,,,0.353971703971704,
ANXA1,,0.17060525681215338,0.22810604628786446,
ANXA11,,0.9482772068655893,0.9312356053987855,
ANXA2,,,0.3344769265821897,
ANXA5,1.0,,0.9536410365478941,
AOAH,,0.3561108630233054,0.37575002830295484,0.2626891824752787
AP1AR,1.0,0.999607535321821,,
AP1G2,1.0,1.0,,
AP1S1,1.0,,1.0,
AP1S2,,1.0,1.0,
AP2B1,,1.0,,
AP3S1,1.0,,1.0,
AP4E1,,1.0,,
AP5B1,,1.0,,
AP5Z1,,0.34390569935593635,,
APAF1,0.16525643031667128,,0.16578421578421582,
APBA1,1.0,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
