,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.7164748295183078,0.7480309545526937,,0.6765149743873148
AAGAB,,,1.0,
ABAT,,,1.0,
ABCA1,0.822703428975206,,0.8176823176823177,
ABCA5,1.0,0.9449686343068696,,
ABCA8,0.8697388138177612,0.825255626726215,0.8450688067912948,0.792848177463562
ABCB1,,0.7480309545526937,,
ABCC1,,,0.806100415165571,
ABCC9,1.0,,,
ABI3,,1.0,1.0,
ABI3BP,0.8784073069787355,,,
ABLIM1,,1.0,,
ABLIM2,1.0,,,
ABRACL,,1.0,1.0,
ABTB1,,1.0,,
ACACA,,1.0,,
ACKR3,1.0,1.0,,
ACO2,,1.0,,
ACOT9,0.7934001482388578,,0.7814558858862656,
ACSL1,0.8889905275447445,,,
ACSL3,,0.9812713976415045,,
ACSL4,1.0,,1.0,
ACSL5,,1.0,1.0,1.0
ACSL6,,,1.0,
ACSS1,1.0,,,1.0
ACSS3,0.7758281986469906,,0.7814558858862656,
ACTA2,,,1.0,
ACTB,,0.7886209535145706,0.8527759793854214,
ACTN1,,0.7616827616827617,,
ACTN4,,1.0,1.0,
ACTR3,,,0.9061628669837625,
ADA,0.9892953581072392,,,0.9164043503666145
ADA2,,1.0,,
ADAM17,0.8784073069787355,,0.8527759793854214,
ADAM19,1.0,,1.0,
ADAMTS12,,1.0,,
ADAMTS4,,,0.7661167661167662,
ADAMTS9,1.0,,,
ADAMTSL3,,,1.0,
ADARB2,1.0,,,
ADCY1,1.0,,1.0,
ADCY2,,0.7480309545526937,,
ADCY7,,,0.7661167661167662,
ADCY8,0.7934001482388578,,0.7814558858862656,
ADCYAP1R1,,0.6235264735264736,0.624411951684679,
ADD2,,,1.0,
ADGRA2,,,1.0,
ADGRB1,1.0,,,
ADGRB2,,,1.0,
ADGRB3,,,1.0,
ADGRG5,,0.4618714618714619,0.6132617382617384,
ADGRL3,1.0,,1.0,
ADM,,1.0,1.0,
ADRA2A,1.0,,1.0,
AFAP1L2,,0.8794917657193108,,
AFDN,,1.0,1.0,
AFF2,1.0,1.0,,
AFF3,1.0,,1.0,
AGA,,,1.0,
AGAP2,1.0,,1.0,
AGFG2,,,0.6541458541458541,
AGRN,0.7934001482388578,,0.7683394192014882,
AHI1,1.0,,,
AHRR,,,0.9285037307015329,
AIF1,,1.0,1.0,
AIFM1,0.7934001482388578,,0.7814558858862656,
AJAP1,1.0,,1.0,
AK5,,1.0,,
AKAP12,,,1.0,
AKAP13,,,1.0,
AKAP5,,,0.9854120238735623,
AKNA,,1.0,1.0,
AKR1B1,0.7934001482388578,,0.7814558858862656,
AKR1C1,0.6315036315036315,,,
AKR1C2,0.6315036315036315,,,
AKR7A2,,,1.0,
ALCAM,,0.763091980483285,,
ALDH2,,0.6235264735264736,,
ALDH5A1,,0.8059185712246937,,
ALDH6A1,,1.0,,
ALDOA,,0.7480309545526937,,
ALDOC,,0.7480309545526937,0.7306948370778159,
ALKBH5,,0.7549209411278378,0.7893233933696362,
ALOX5AP,,1.0,1.0,1.0
ALPK1,,1.0,,1.0
ALPL,,1.0,,
ALS2CL,0.7934001482388578,0.7480309545526937,,
ALYREF,,1.0,,1.0
AMER2,,,1.0,
AMIGO2,0.7934001482388578,,,
AMMECR1,1.0,,1.0,
AMOT,,,0.8450688067912948,
AMOTL1,0.7934001482388578,,0.7661167661167662,
AMOTL2,0.7934001482388578,,,
AMPD2,,1.0,,
AMPH,,,1.0,
AMT,1.0,,,
ANGPT1,,0.6235264735264736,,
ANGPTL2,,0.7480309545526937,,
ANK1,1.0,,,
ANKDD1A,,,1.0,
ANKRD29,1.0,,1.0,
ANKRD33B,0.7205684940059941,,0.7606347141230863,
ANKRD36,,1.0,,
ANKRD37,1.0,,1.0,
ANKRD46,,0.6615996615996615,,
ANKRD50,0.9763061366114801,,0.932807264937229,
ANKS1B,,,1.0,
ANLN,,,1.0,
ANOS1,1.0,,,
ANP32B,,1.0,1.0,
ANTXR2,,,1.0,
ANXA1,,1.0,1.0,
ANXA11,,1.0,1.0,
ANXA2,,,1.0,
AOAH,,1.0,1.0,
AP1AR,1.0,1.0,,
AP1S2,,1.0,1.0,
AP5Z1,,1.0,,
APAF1,1.0,,1.0,
APBA1,,0.9834183515599445,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,1.0,,,
APC2,1.0,,1.0,
APCDD1,0.5553801037672005,,0.6132617382617384,
APLN,,,1.0,
APLP1,,0.7480309545526937,,
APLP2,,0.6235264735264736,,
APMAP,,0.9473853386102016,,
APOBEC3C,,0.8782063007415121,0.9115643615643615,
APOBEC3F,,0.7616827616827617,,
APOL2,,0.7480309545526937,0.7661167661167662,
APOL3,,1.0,1.0,1.0
APOL6,,0.7480309545526937,0.7814558858862656,0.7011234379655432
APOLD1,1.0,,,
APOO,1.0,,1.0,
APOOL,1.0,,1.0,
AQP1,,1.0,,1.0
AQP3,,1.0,1.0,1.0
ARAP1,1.0,,1.0,
ARAP2,,,1.0,
ARF6,,1.0,1.0,
ARFGEF3,,1.0,,
ARG2,0.7934001482388578,0.7480309545526937,,
ARHGAP20,,1.0,,
ARHGAP21,,,1.0,
ARHGAP27,,1.0,,
ARHGAP30,,1.0,1.0,1.0
ARHGAP33,,,1.0,
ARHGAP36,0.5270443841872414,,0.6132617382617384,
ARHGAP9,,1.0,1.0,1.0
ARHGDIB,,1.0,1.0,1.0
ARHGEF1,1.0,1.0,1.0,
ARHGEF2,,1.0,,
ARHGEF3,,,1.0,
ARHGEF6,,1.0,1.0,
ARID5B,,0.928903498735901,,
ARL1,,0.9076311285613612,,
ARL4C,1.0,,1.0,
ARMCX2,1.0,,1.0,
ARMCX3,1.0,,1.0,
ARMCX4,0.7934001482388578,0.7480309545526937,,
ARPC5L,,0.7480309545526937,,
ARPP19,,,1.0,
ARPP21,,1.0,,
ARRDC2,,0.6235264735264736,0.6541458541458541,
ARRDC3,,,0.8527759793854214,
ARSD,1.0,,0.9652236465052654,
ART3,,,,1.0
ARX,1.0,,,
ASAH1,1.0,1.0,,
ASAP1,1.0,,1.0,
ASB4,0.6148851148851149,,0.627263147811093,
ASF1B,,0.8486059395150305,0.8639662224567887,
ASIC2,,1.0,,
ASPH,,0.7616827616827617,0.791761552568469,
ASS1,,1.0,,
ASTN1,1.0,,1.0,
ASXL3,1.0,,1.0,
ATF3,0.7934001482388578,0.7480309545526937,,
ATG12,1.0,,,
ATG4A,,,0.8527759793854214,
ATG9B,1.0,,,
ATMIN,1.0,,,
ATP10A,,1.0,1.0,
ATP10B,1.0,,1.0,
ATP11A,1.0,,,
ATP11C,0.6148851148851149,,0.6541458541458541,
ATP13A3,0.6012210012210013,,,
ATP1A2,,1.0,,
ATP1A4,,,,0.792848177463562
ATP1B1,,1.0,,
ATP1B3,0.8784073069787355,,,
ATP2A2,0.89001389001389,0.7886209535145706,,
ATP2B2,0.7191029309673377,,0.7508277885636376,
ATP6AP1,,0.8467643467643468,,
ATP6AP2,0.7934001482388578,0.7480309545526937,0.7893233933696362,
ATP6V0D2,1.0,,,
ATP6V1A,1.0,1.0,,
ATP6V1B2,1.0,,1.0,
ATP6V1C1,1.0,,1.0,
ATP6V1G2,,1.0,1.0,
ATP8A1,1.0,,1.0,
ATP9A,,0.8745271122320304,,
ATRNL1,0.7995844459722786,,0.7836122211122211,
AXIN2,0.8784073069787355,,0.8527759793854214,
AZGP1,,1.0,,
B2M,,0.8473181494764228,0.8780031443965871,0.9149032785396422
B3GALNT1,,0.7724402034746862,,
B3GAT1,,,1.0,
B3GNT2,,0.7480309545526937,0.7814558858862656,
B3GNT9,,,1.0,
B4GALT1,,0.7480309545526937,0.7814558858862656,
B4GAT1,,1.0,,
BAALC,,1.0,,
BACE2,,,0.624411951684679,
BAG1,,,0.7699841824841824,
BAHCC1,1.0,,1.0,
BAIAP3,1.0,1.0,,
BAK1,,0.7741971495553158,0.7965959541890774,
BARHL1,1.0,,1.0,
BASP1,,1.0,,
BATF3,,1.0,,1.0
BAZ1A,,,1.0,
BCAN,,0.78182711143605,,
BCAT1,0.8784073069787355,,0.8527759793854214,
BCL11A,,,1.0,
BCL11B,0.7934001482388578,0.7480309545526937,,
BCL6,,0.8568511947822294,0.8780031443965871,0.9090444439281647
BCLAF3,1.0,,1.0,
BCORL1,0.6548127197477847,,,
BDNF,0.7934001482388578,,,
BEX1,0.7481818880420279,,0.7242329099471957,
BEX2,1.0,,1.0,
BEX3,1.0,,1.0,
BEX4,1.0,,1.0,
BGN,,,0.7893233933696362,
BHLHB9,1.0,,,
BHLHE22,0.7995844459722786,,0.8154297493140469,
BHLHE41,,1.0,,
BIRC7,0.7164748295183078,,,
BLCAP,1.0,1.0,,
BLM,,1.0,1.0,
BMP2,1.0,,,
BMP7,1.0,1.0,,
BMPR1B,,0.7480309545526937,,
BNIP3,,1.0,1.0,
BNIP3L,,1.0,,
BOC,1.0,1.0,1.0,
BRAT1,0.6548127197477847,,,
BRINP1,,1.0,,
BRINP3,1.0,,,
BRMS1,,0.7480309545526937,,
BRS3,1.0,,1.0,
BSPRY,,0.7963711546185773,0.8527759793854214,
BST2,,1.0,1.0,1.0
BTBD11,,1.0,,
BTBD3,0.9535651514261141,0.8467643467643468,,
BTBD6,1.0,,,
BTG1,,0.8599317349317349,,
BTG2,0.6148851148851149,0.6235264735264736,0.6417253632443506,0.4773408409772047
BTN2A2,,0.7480309545526937,,0.6968586968586968
BTN3A1,,1.0,,1.0
BTN3A2,,1.0,,1.0
BTNL9,1.0,,1.0,
BUB3,1.0,,1.0,
BZW2,,,1.0,
C10orf90,0.7995844459722786,,,
C11orf87,1.0,,1.0,
C19orf57,,,1.0,
C1QL1,0.8784073069787355,,,
C1QTNF1,,0.6235264735264736,,
C1QTNF3,0.7164748295183078,,0.749102510392833,
C1R,0.5856048713191571,0.6235264735264736,,0.34474616292798116
C1S,,0.6235264735264736,,0.4472860472860473
C1orf61,1.0,,1.0,
C2CD2,,,1.0,
C2CD4C,,,1.0,
C3,,0.6235264735264736,,0.34474616292798116
C3AR1,,0.8674644683048045,0.8845984354966391,
C3orf18,,,1.0,
C3orf58,,0.6235264735264736,,0.34474616292798116
C3orf70,,,1.0,
C4orf19,1.0,,,
C6orf106,,,0.7555193344667029,
C8orf34,,1.0,,
C8orf82,1.0,,,
CA10,1.0,,1.0,
CA12,1.0,,1.0,
CA2,,1.0,,
CA8,,,0.8527759793854214,
CA9,1.0,,,
CABIN1,,,1.0,
CABLES1,,1.0,1.0,
CABP7,,,0.8062301843814449,
CACHD1,0.7934001482388578,,0.7771360870534423,
CACNA1A,0.7322296024586101,0.7480309545526937,0.7661167661167662,
CACNA1E,,1.0,1.0,
CACNA1G,1.0,1.0,1.0,
CACNA2D1,1.0,,1.0,
CACNA2D2,1.0,1.0,,1.0
CACNA2D3,,0.9076311285613612,,
CACNA2D4,1.0,,,
CACNB2,1.0,1.0,,
CACNB4,,,0.8450688067912948,
CACNG4,1.0,,,
CACNG7,,,1.0,
CACNG8,1.0,,,
CAD,0.7934001482388578,,0.7814558858862656,
CADM1,0.7164748295183078,0.7477918906490336,,
CADM2,0.8784073069787355,,,
CADM3,,1.0,1.0,
CALB1,,1.0,,
CALB2,0.6693686060774668,,,
CALHM2,,0.7616827616827617,0.8176823176823177,
CALY,,,0.88713795856653,
CAMK1D,,,1.0,
CAMK2A,1.0,1.0,1.0,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,,
CANX,,0.6235264735264736,,
CAP2,1.0,,1.0,
CAPG,,1.0,1.0,
CARD8,,1.0,1.0,
CARMIL3,,,0.8527759793854214,
CARTPT,1.0,,,1.0
CASC10,0.8579792300722533,,0.8527759793854214,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,1.0,1.0,1.0
CASP10,,0.8554379892408062,,
CASP7,,1.0,,
CAV2,,,1.0,
CBLB,1.0,,,
CBLN1,,0.7480309545526937,0.7816837250799515,
CBLN2,0.7934001482388578,,0.7821309125656952,
CBLN4,0.8420799539443606,,0.8154297493140469,
CCDC136,,1.0,1.0,
CCDC152,1.0,,,
CCDC40,1.0,,,
CCDC80,,1.0,,
CCDC86,,,1.0,
CCDC88A,,1.0,,
CCDC88B,,1.0,1.0,
CCK,1.0,,1.0,
CCL2,0.6005854610505774,0.6235264735264736,0.627263147811093,0.460592039539408
CCL28,,0.6235264735264736,0.624411951684679,
CCL4,,0.7907432881254871,0.8527759793854214,
CCL5,,0.6235264735264736,0.627263147811093,0.460592039539408
CCM2,,,1.0,
CCNA2,,,1.0,
CCNB1,,1.0,1.0,
CCND1,,1.0,1.0,
CCND2,,1.0,,
CCND3,,0.7477918906490336,,
CCNG2,1.0,,1.0,
CCNI,,1.0,,
CCNL1,,1.0,,
CCR2,,0.8568511947822294,0.8527759793854214,
CCR5,,1.0,1.0,
CCT7,0.822703428975206,,,
CCZ1,,0.7480309545526937,0.7814558858862656,
CD109,,1.0,,
CD2,,1.0,1.0,1.0
CD200,1.0,1.0,,
CD27,,0.7480309545526937,0.7836122211122211,0.7383866133866134
CD274,,0.873477651711738,0.8999160232556818,0.9164043503666145
CD276,,,0.9634491145526798,
CD300A,,1.0,1.0,
CD37,,1.0,1.0,1.0
CD3E,,0.8782063007415121,0.88713795856653,0.9164043503666145
CD4,,0.8599317349317349,0.88713795856653,
CD44,1.0,1.0,,1.0
CD47,0.973039846751187,,,
CD48,,1.0,1.0,1.0
CD53,,1.0,1.0,1.0
CD6,,1.0,1.0,1.0
CD74,,0.9449686343068696,0.9854120238735623,0.9814253543067102
CD82,1.0,,1.0,
CD83,0.7934001482388578,,,
CD84,,1.0,1.0,1.0
CD8A,,0.8599317349317349,0.8845984354966391,0.9090444439281647
CD9,,,0.9763772411798727,
CD93,0.5553801037672005,0.6235264735264736,,
CD99L2,0.7847875808402124,,0.7555193344667029,
CDC25B,,1.0,,
CDC42SE1,,1.0,,
CDC7,,,1.0,
CDH12,1.0,,1.0,
CDH13,,1.0,,
CDH18,0.9178976642953588,0.8549535570812167,,
CDH19,,1.0,,
CDH4,1.0,0.8779297625451472,0.9609874661421053,
CDH6,,,1.0,
CDH8,1.0,,1.0,
CDK14,1.0,,1.0,
CDK16,1.0,,1.0,
CDK2,,1.0,,
CDK5RAP2,1.0,,,
CDK6,,0.6604330249190064,,
CDKN1A,0.8784073069787355,,,0.875124875124875
CDKN1C,,,,1.0
CDKN2C,,,1.0,
CDON,,1.0,1.0,
CDS1,,1.0,,
CDV3,1.0,,1.0,
CEBPA,,,1.0,
CEBPD,,1.0,,
CELF4,,0.825255626726215,,
CENPV,1.0,,1.0,
CEP126,,1.0,,
CEP170,,,1.0,
CEP19,1.0,,,
CEP290,,1.0,,
CEP41,1.0,,,
CEP63,,1.0,,
CER1,1.0,,,
CERK,,,1.0,
CERS2,,,0.7228785707046577,
CES4A,,,0.749102510392833,
CETN2,,1.0,,
CFB,,,,0.34474616292798116
CFL2,0.9614567250930887,,,
CFLAR,0.7934001482388578,0.7616827616827617,0.796716104408412,
CGAS,,,0.7242329099471957,
CGNL1,1.0,,1.0,
CGREF1,,0.6235264735264736,0.627263147811093,
CHD3,,,1.0,
CHD5,1.0,,1.0,
CHERP,,,1.0,
CHGB,,1.0,1.0,
CHI3L2,,0.7480309545526937,,
CHL1,,1.0,,
CHM,1.0,,1.0,
CHN1,1.0,,,
CHPF,,1.0,,
CHPF2,,,1.0,
CHRD,0.9892953581072392,,0.932807264937229,
CHRDL1,,,0.8561203753511446,
CHRNB1,,,0.624411951684679,
CHRNB3,0.5553801037672005,,,
CHST1,,1.0,1.0,
CHST11,,,0.7661167661167662,
CHST15,1.0,,,1.0
CHST2,1.0,,1.0,
CHST3,0.6148851148851149,,,
CHURC1,,0.7477918906490336,,
CIB2,0.7995844459722786,,0.7814558858862656,
CIDEB,,1.0,1.0,
CISD3,,,1.0,
CISH,,1.0,,1.0
CLASP2,,1.0,,
CLCN5,0.8784073069787355,,0.8527759793854214,
CLDN19,1.0,,,
CLDN5,0.8784073069787355,0.7953786473266993,0.8508579725763498,
CLEC2B,,0.7480309545526937,0.7661167661167662,0.6563436563436563
CLIC1,,1.0,1.0,
CLK3,,,1.0,
CLMN,,,0.8880373928175076,
CLOCK,,,0.8450688067912948,
CLSTN1,,0.6604330249190064,0.6417253632443506,
CLU,,0.6235264735264736,,
CLYBL,1.0,,,
CMBL,1.0,1.0,,
CMPK2,,,1.0,
CMTM3,,1.0,,
CMTM4,,1.0,,
CMTM6,,,0.7836122211122211,
CMTM7,,,0.8404532176684075,
CNEP1R1,,,0.7661167661167662,
CNKSR2,0.7245157942832361,0.7480309545526937,0.7508277885636376,
CNMD,,0.6604330249190064,,
CNN2,1.0,1.0,,
CNN3,,1.0,,
CNR1,1.0,,,
CNTFR,1.0,,1.0,
CNTN1,1.0,,1.0,
CNTN2,1.0,0.9473853386102016,1.0,
CNTN3,,1.0,,1.0
CNTN4,0.9775894991084864,,0.9551687250802294,
CNTN6,1.0,,,
CNTNAP1,,1.0,,
CNTNAP4,1.0,,1.0,
CNTNAP5,1.0,,1.0,
COG3,,0.6235264735264736,,
COL11A1,0.7205684940059941,0.7477918906490336,0.7115708718762154,
COL11A2,,,0.6541458541458541,
COL12A1,,0.825255626726215,0.8527759793854214,
COL16A1,,,0.8527759793854214,
COL1A1,0.7995844459722786,0.7616827616827617,0.7814558858862656,
COL21A1,0.9763061366114801,,0.9155632581046945,
COL23A1,,1.0,,
COL27A1,,1.0,,
COL4A3BP,1.0,,,
COL4A6,0.6990272885009727,,,
COL5A1,,0.7480309545526937,,
COL5A3,,0.6235264735264736,,
COL6A2,,,0.7082287790949209,
COL9A3,,,0.8450688067912948,
COLGALT2,0.8950398713712324,,0.8527759793854214,
COMMD4,,1.0,,
COPG2,1.0,,,
CORO1A,,1.0,1.0,
COTL1,1.0,1.0,1.0,
COX17,0.9441678540039196,,,
COX7A2L,1.0,,,
CPD,,0.7480309545526937,,
CPE,,0.7480309545526937,,0.6765149743873148
CPLX1,,,0.7661167661167662,
CPNE4,,,,1.0
CPNE8,,1.0,1.0,
CPS1,1.0,,1.0,
CPXM2,,0.7480309545526937,,
CRB1,0.7934001482388578,,0.7814558858862656,
CREBL2,,,1.0,
CRELD2,,,0.7661167661167662,
CREM,,,0.7555193344667029,
CRH,,0.7480309545526937,0.749102510392833,
CRIM1,,0.7480309545526937,,
CRISPLD1,0.7934001482388578,0.7495138313643652,,
CRLF1,,1.0,1.0,
CRTAM,,0.7480309545526937,0.7814558858862656,
CRTC3,,1.0,,
CRY2,,1.0,,
CRYBG1,,1.0,1.0,1.0
CRYM,,,1.0,
CRYZ,0.9763061366114801,,0.9495665624697882,
CSAD,1.0,,1.0,
CSDC2,,0.8607604516695426,,
CSF1,,0.9271961683176637,,0.9723609723609722
CSGALNACT1,0.9614567250930887,,,
CSK,,1.0,,
CSMD1,0.5553801037672005,,0.624411951684679,0.4132534132534133
CSMD2,0.6148851148851149,0.6235264735264736,0.627263147811093,
CSMD3,0.7205684940059941,0.7480309545526937,0.7555193344667029,
CSPG5,,1.0,1.0,
CSRP2,,,1.0,
CTDSP1,,1.0,,
CTDSP2,,0.7978859187085409,,
CTDSPL2,1.0,,,
CTGF,1.0,,1.0,0.9814253543067102
CTNNA2,1.0,1.0,1.0,
CTNNB1,,1.0,,
CTSA,,0.7616827616827617,,
CTSB,0.9160165347848632,,0.8607182291392818,
CTSC,0.7934001482388578,0.7480309545526937,,0.6765149743873148
CTSK,,,0.7836122211122211,
CTSO,,0.9625071357214214,,
CTSS,,1.0,1.0,1.0
CTSZ,,0.78182711143605,0.8176823176823177,
CTTNBP2,,,1.0,
CUL7,,,1.0,
CUX2,0.8365783875987958,,0.8176823176823177,
CUZD1,0.5270443841872414,,,
CWC25,,,0.8880373928175076,
CXADR,,,0.88713795856653,
CXCL10,,0.8580639543942298,0.9006801469207485,0.8715674569333106
CXCL12,,0.787973015994994,0.8404532176684075,
CXCL14,0.822703428975206,,0.8404532176684075,
CXCL8,,0.7873686202377012,0.8450688067912948,
CXCL9,,0.7480309545526937,0.7814558858862656,0.6765149743873148
CXCR4,,1.0,1.0,
CXXC4,,1.0,,
CXorf56,0.7934001482388578,,0.7814558858862656,
CYBA,,0.9625071357214214,,
CYBRD1,,,1.0,
CYP26B1,0.8077457597752801,,0.808546202400951,
CYP27A1,1.0,,1.0,
CYP46A1,1.0,,,
CYP4V2,1.0,,1.0,
CYSTM1,1.0,,1.0,
CYTH4,,1.0,1.0,1.0
D2HGDH,1.0,,,
