,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
A2M,0.13506763506763506,0.13274725274725274,,0.1262071262071262
AAAS,,,1.0,
AAGAB,1.0,,1.0,
AARS,,0.6128182747327351,0.6257974927106165,
AASDHPPT,,,,0.2266576960454512
AATK,0.8590426054540887,0.8512144982733219,0.8835250963674852,
ABAT,0.20040110265674174,,0.2076454351335868,
ABCA1,0.20040110265674174,,0.19915084915084913,
ABCA2,,0.22415108343813786,,
ABCA3,0.25039678484354894,,,
ABCA5,0.18305869954221604,0.15274265483470506,,
ABCA7,0.34753146714203736,0.2815571077045347,,
ABCA8,0.38205321189291597,0.36369110341713085,0.38067063720987265,0.30061395890541626
ABCB1,1.0,1.0,,
ABCB6,,0.44228749191984484,0.4547412102067973,
ABCB9,0.1793975255513717,,,
ABCC1,0.28540515428627317,,0.2702341905881729,
ABCC9,0.2889712328487839,,0.32215578539107953,
ABCD4,,0.7991777832699392,0.818867537010597,
ABCF1,,0.634613585497672,,
ABCG1,0.10411463536463537,0.13274725274725274,,
ABCG2,,,1.0,
ABHD11,,,,0.41619449253037044
ABHD12,0.29990467797341774,0.29015792950219177,,
ABHD14A,,,0.34516452760466443,
ABHD14B,,1.0,1.0,
ABHD17A,,0.13638416378142407,0.16595904095904096,
ABHD17B,,,0.20321515219474404,
ABHD3,,0.17967382935535803,0.2105559638599286,
ABHD4,0.6858044552849747,,,
ABHD5,0.3789772727272727,,,
ABI1,1.0,,,
ABI2,,1.0,1.0,
ABI3,,1.0,1.0,
ABI3BP,0.277147631129932,,0.3132709986642571,
ABL1,1.0,,,
ABLIM1,1.0,1.0,,
ABLIM2,1.0,1.0,1.0,
ABLIM3,,1.0,,
ABRACL,,0.20558202859087812,0.19915084915084913,
ABT1,,1.0,,1.0
ABTB1,,1.0,1.0,
ACAA1,0.49855610339481315,0.45469477142075004,,
ACACA,,0.5319052113530641,,
